=====Result of the physicochemical property for each protein======

Pro_id	Hydrophobicity	MW	Half_life	pI
EMEPMPEA_00307	-0.4809	6460.033	1.9	4.05
EMEPMPEA_00308	0.7631	11116.928	30	10.83
EMEPMPEA_00309	-0.4061	20848.28	1	6.3
EMEPMPEA_00310	-0.6436	38182.335	4.4	9.19
EMEPMPEA_00311	-0.9931	64043.03	1.9	9.48
EMEPMPEA_00312	-0.223	10983.463	1.9	9.35
EMEPMPEA_00313	-1.0399	5928.448	30	4.63
EMEPMPEA_00314	-0.5443	34510.877	1.1	5.51
EMEPMPEA_00315	-0.3711	23959.764	20	4.6
EMEPMPEA_00316	-1.096	8801.706	20	4.69
EMEPMPEA_00317	-0.6476	27528.72	7.2	4.63
EMEPMPEA_00318	-0.3225	16085.652	5.5	11.51
EMEPMPEA_00319	-0.3283	49464.924	1.9	4.83
EMEPMPEA_00320	-0.4219	19838.507	20	9.54
EMEPMPEA_00321	-0.2148	12820.445	5.5	4.61
EMEPMPEA_00322	-0.4636	32693.693	1	6.39
EMEPMPEA_00323	-0.5114	24787.748	1	9.58
EMEPMPEA_00324	-0.0153	32636.794	20	8.92
EMEPMPEA_00325	-0.1581	32817.464	30	9.08
EMEPMPEA_00326	0.7	3590.317	4.4	6.09
EMEPMPEA_00327	-0.8329	42688.896	20	10.15
EMEPMPEA_00328	-0.631	31322.219	1	5.45
EMEPMPEA_00329	-0.3881	32324.688	2.8	4.48
EMEPMPEA_00330	-0.365	50014.428	1.4	4.46
EMEPMPEA_00331	-0.435	27972.953	1.9	4.64
EMEPMPEA_00332	-0.4822	46761.686	1	4.38
EMEPMPEA_00333	-0.3934	38658.866	1.4	4.49
EMEPMPEA_00334	-0.3155	9716.587	4.4	4.16
EMEPMPEA_00335	-0.0805	18420.866	1	4.45
EMEPMPEA_00336	-0.2398	18545.746	1.1	4.6
EMEPMPEA_00337	-0.6387	24175.767	1	4.44
EMEPMPEA_00338	-0.1668	36261.698	7.2	4.59
EMEPMPEA_00339	-0.2336	9864.036	20	4.37
EMEPMPEA_00340	-0.1856	65152.457	1	4.86
EMEPMPEA_00341	-0.9403	17873.879	1.9	4.65
EMEPMPEA_00342	0.7528	20414.874	5.5	4.35
EMEPMPEA_00343	-0.1922	15359.121	4.4	4.48
EMEPMPEA_00344	-0.9808	117605.164	20	4.93
EMEPMPEA_00345	-0.6629	12476.207	4.4	5.87
EMEPMPEA_00346	1.0061	16000.196	1.9	10.38
EMEPMPEA_00347	1.0308	15790.513	1.9	6.37
EMEPMPEA_00348	-0.3107	9578.802	4.4	5.06
EMEPMPEA_00349	-0.5819	30743.892	4.4	4.68
EMEPMPEA_00350	-0.1034	85255.984	4.4	4.94
EMEPMPEA_00351	-0.4967	55142.922	7.2	5.1
EMEPMPEA_00352	-0.5511	56982.556	1	5
EMEPMPEA_00353	-0.4014	53205.889	20	4.62
EMEPMPEA_00354	-0.4564	67063.867	2.8	4.5
EMEPMPEA_00355	-0.382	109407.938	1.9	4.36
EMEPMPEA_00356	-0.1877	36649.277	1.9	5.01
EMEPMPEA_00357	-0.7265	10861.264	7.2	6.19
EMEPMPEA_00358	0.4741	16436.105	1.9	9.95
EMEPMPEA_00359	-0.5178	28650.235	1	4.92
EMEPMPEA_00360	-0.4518	25464.331	1.9	4.75
EMEPMPEA_00361	0.6048	20048.589	2.8	9.49
EMEPMPEA_00362	0.8246	41052.376	7.2	10.14
EMEPMPEA_00363	-0.2502	33403.748	1	5.56
EMEPMPEA_00364	-0.7836	29872.495	20	4.31
EMEPMPEA_00365	-0.0965	28934.088	20	9.23
EMEPMPEA_00366	-0.4374	66867.345	20	9.46
EMEPMPEA_00367	-1.0363	21119.807	1.9	5.72
EMEPMPEA_00368	-0.4807	23376.558	30	10.35
EMEPMPEA_00369	-0.1784	40878.648	1.1	9.82
EMEPMPEA_00370	-0.0239	35088.806	7.2	5.01
EMEPMPEA_00371	-0.2311	26921.756	20	4.34
EMEPMPEA_00372	-0.2032	36291.099	1	5.15
EMEPMPEA_00373	-0.3064	32855.089	20	5.07
EMEPMPEA_00374	0.4504	15236.736	20	7.17
EMEPMPEA_00375	-0.3991	29093.401	1.9	11.36
EMEPMPEA_00376	-0.8438	41257.353	4.4	9.38
EMEPMPEA_00377	-0.8717	17283.642	1.3	4.31
EMEPMPEA_00378	-0.4168	19062.845	1.4	10.19
EMEPMPEA_00379	0.2266	21646.829	7.2	4.99
EMEPMPEA_00380	-0.5804	41649.893	1.9	5.39
EMEPMPEA_00381	-0.1888	30744.37	7.2	9.97
EMEPMPEA_00382	-0.3822	25599.703	1.1	4.93
EMEPMPEA_00383	0.7475	49550.819	100	5.18
EMEPMPEA_00384	-0.5498	38351.984	1.9	6.06
EMEPMPEA_00385	-0.6494	72967.679	1	5.22
EMEPMPEA_00386	-0.6921	81308.695	20	5.23
EMEPMPEA_00387	0.4548	8035.413	3.5	7.85
EMEPMPEA_00388	-0.5679	5696.458	1.1	8.97
EMEPMPEA_00389	-0.9074	7812.735	1.4	7.75
EMEPMPEA_00390	0.7475	33457.261	4.4	6.14
EMEPMPEA_00391	-0.1931	50608.798	4.4	4.77
EMEPMPEA_00392	-0.6065	40599.068	1.9	4.81
EMEPMPEA_00393	-0.1601	54794.166	5.5	6.23
EMEPMPEA_00394	-0.549	18246.137	1.9	4.5
EMEPMPEA_00395	-0.2515	42891.816	1.9	4.78
EMEPMPEA_00396	-0.7182	56935.735	7.2	4.66
EMEPMPEA_00397	-0.0098	36292.034	1	4.78
EMEPMPEA_00398	-0.3458	46589.069	7.2	4.6
EMEPMPEA_00399	-0.7924	17021.866	7.2	4.66
EMEPMPEA_00400	-0.6343	16973.86	1	5.36
EMEPMPEA_00401	-0.7611	7842.903	20	4.68
EMEPMPEA_00402	-0.2185	11547.886	4.4	4.27
EMEPMPEA_00403	0.0819	46563.213	100	6.14
EMEPMPEA_00404	-0.5031	31716.706	30	5.28
EMEPMPEA_00405	-0.3868	16715.704	4.4	4.17
EMEPMPEA_00406	-0.5389	37067.262	1.9	4.96
EMEPMPEA_00407	-0.7281	18716.532	30	8.15
EMEPMPEA_00408	-0.2865	71560.743	1	6.42
EMEPMPEA_00409	-0.2236	54348.592	4.4	4.74
EMEPMPEA_00410	0.6919	41814.149	5.5	8.77
EMEPMPEA_00411	-0.2423	50163.007	7.2	4.85
EMEPMPEA_00412	0.7237	41727.253	1.9	9.29
EMEPMPEA_00413	-0.1233	39198.491	100	5.58
EMEPMPEA_00414	-0.0874	51306.55	4.4	4.58
EMEPMPEA_00415	-0.0832	27741.655	7.2	9.94
EMEPMPEA_00416	0.0303	44465.509	1.4	4.71
EMEPMPEA_00417	-0.4592	46498.135	1.1	4.27
EMEPMPEA_00418	0.0738	41836.041	7.2	5.74
EMEPMPEA_00419	0.3649	10518.563	1	11.63
EMEPMPEA_00420	0.0292	32097.392	20	5.14
EMEPMPEA_00421	-0.6578	18117.782	1.4	4.25
EMEPMPEA_00422	-0.3233	32555.594	5.5	5.53
EMEPMPEA_00423	-0.1521	36905.436	20	4.87
EMEPMPEA_00424	-0.7511	23122.427	20	4.94
EMEPMPEA_00425	-0.1872	23945.262	1.3	5.59
EMEPMPEA_00426	-0.9698	17342.804	2.8	4.38
EMEPMPEA_00427	-0.7325	9369.443	4.4	9.62
EMEPMPEA_00428	-0.1934	45817.78	1.9	5.11
EMEPMPEA_00429	-0.1496	34328.801	1	5.16
EMEPMPEA_00430	-0.6232	77416.088	30	5
EMEPMPEA_00431	-0.4171	30636.148	100	5.23
EMEPMPEA_00432	-0.2356	35391.817	20	4.55
EMEPMPEA_00433	-0.0245	30982.114	1.9	4.47
EMEPMPEA_00434	-0.566	13380.065	4.4	6.14
EMEPMPEA_00435	-0.3663	26411.869	30	4.93
EMEPMPEA_00436	-0.2689	21700.179	1.9	4.21
EMEPMPEA_00437	-1.1268	24486.364	1.9	4.37
EMEPMPEA_00438	-0.4593	51158.829	1.1	4.89
EMEPMPEA_00439	-0.1803	21406.234	100	5.87
EMEPMPEA_00440	-0.0827	23932.173	20	4.56
EMEPMPEA_00441	-0.3657	48227.712	1.9	4.72
EMEPMPEA_00442	-0.4873	49120.763	7.2	4.79
EMEPMPEA_00443	-0.4805	103474.192	1.9	4.36
EMEPMPEA_00444	-0.0783	24358.52	7.2	5.15
EMEPMPEA_00445	-0.4929	72760.636	7.2	6.28
EMEPMPEA_00446	-0.562	14282.216	100	10.1
EMEPMPEA_00447	-0.2369	15135.078	1	6.48
EMEPMPEA_00448	-0.3308	77472.5	20	10.38
EMEPMPEA_00449	-0.5778	25714.425	1.9	4.37
EMEPMPEA_00450	0.4663	40490.066	1.4	5.54
EMEPMPEA_00451	-0.1008	23612.454	1.1	4.52
EMEPMPEA_00452	-0.4911	18695.664	20	4.71
EMEPMPEA_00453	-0.4718	35527.45	1	4.34
EMEPMPEA_00454	-0.4556	48690.866	3.5	4.96
EMEPMPEA_00455	-0.1811	42755.019	4.4	4.97
EMEPMPEA_00456	-0.355	86014.898	4.4	4.29
EMEPMPEA_00457	-0.2539	127171.65	2.8	4.65
EMEPMPEA_00458	-0.7645	9086.048	1.3	5.22
EMEPMPEA_00459	-0.6661	8228.216	2.8	6.82
EMEPMPEA_00460	-0.388	24286.374	5.5	4.82
EMEPMPEA_00461	-0.8406	8951.071	1.3	5.77
EMEPMPEA_00462	-1.4273	7175.798	0.8	5.03
EMEPMPEA_00463	-0.2957	8093.899	1.1	4.09
EMEPMPEA_00464	0.5328	7640.887	20	5.49
