Category	SG1-2014-09-1	SG1-2014-09-2	SG1-2014-09-3	SG1-2014-09-4	SG1-2014-09-5	SG1-2015-06-1	SG1-2015-06-2	SG1-2015-06-3	SG1-2015-06-4	SG1-2015-06-5	SG1-2016-02-1	SG1-2016-02-2	SG1-2016-02-3	SG1-2016-02-4	SG1-2016-02-5	SG1-2017-02-1	SG1-2017-02-2	SG1-2017-02-3	SG1-2017-02-4	SG1-2017-02-5
Environmental Information Processing;Signal transduction;Calcium	56.8044549901	21.016912995	49.8645919703	64.5183179933	36.8600070197	46.1335340194	156.355403029	102.988620017	94.0314689999	110.648902011	85.6665960151	72.7022130101	95.6012510094	131.098937009	92.4951939983	56.888909991	59.0456009927	40.6083359951	59.948724021	52.1396799632
Genetic Information Processing;Transcription;Spliceosome	149.489594974	87.5944239795	135.434016919	151.170744984	110.675254059	179.727351076	194.026074035	216.893638036	149.12893	202.363017021	173.216939031	272.672800038	261.848488026	600.871332042	199.344579997	166.531309973	185.780587977	188.005236977	133.107675047	215.313392848
Human Diseases;Cardiovascular diseases;Dilated	6.8637469988	21.404596995	3.60022999786	2.88713999969	8.61421000459	8.52387600358	3.74803600068	5.45449100089	14.736869	9.87979500101	6.10184200108	18.8153810026	6.87144300067	5.15483600036	12.5255379998	9.04474999856	17.2703549979	4.53619399945	5.10830500179	6.84503999517
Human Diseases;Cardiovascular diseases;Viral	27.3329339952	17.8434349958	12.0876509928	13.7352399986	23.6828370126	12.5259910053	37.0490290067	43.4316400071	36.030359	35.2787690036	17.4984590031	31.1217070043	25.8798300025	30.6831380022	22.7540589996	36.1979199943	18.3535549978	23.3452569972	39.880516014	24.6135019826
Human Diseases;Cardiovascular diseases;Hypertrophic	31.7803839945	34.7961409919	13.6296809919	13.5829249986	24.520011013	20.0764770084	30.5166040056	40.8581220066	44.303835	47.6403870049	16.3632150029	33.5451030047	27.0009020026	36.8990630026	22.3914089996	20.4852339967	27.0446809966	13.4898049984	14.5391510051	25.8249209818
Human Diseases;Cardiovascular diseases;Arrhythmogenic	1.76587399969	13.5951199968	0.404081999759	0.264132999972	1.89790200101	1.38629800058	0.834546000152	4.01898500066	9.99249699999	6.44695400066	1.05300300019	8.72091500122	0.111707000011	3.72259600026	7.97637199987	4.44500599929	12.2565269985	2.14966499974	1.00198700035	4.8143729966
Cellular Processes;Transport and catabolism;Endocytosis	78.3691179864	41.6575249902	70.9977409578	73.4781909924	54.6076600291	77.8593250328	208.550025038	173.081342028	99.038085	120.921495012	75.1416400133	118.921708016	138.918926014	265.104013019	118.597461998	136.065089978	96.141231988	100.712329988	84.7629280297	141.4564559
Cellular Processes;Transport and catabolism;Phagosome	418.354824927	472.891928889	314.106321813	284.81947097	401.756581215	511.284501215	350.773161064	323.886261053	352.14347	350.690593036	215.474640038	246.968212034	245.844191024	348.253496025	258.205662996	307.966860951	321.39253396	293.051746965	278.292675098	291.955670794
Cellular Processes;Transport and catabolism;Peroxisome	7617.86291267	7635.77719521	6796.42251195	6822.37318429	7351.21795792	7762.49974126	6680.01726321	6579.23067408	7112.75855199	6967.35945471	5706.52521101	6394.36257089	5845.67048557	5475.84545339	6284.73735589	7159.27980086	7580.41157606	6537.36532321	6860.28131941	6317.80020454
Metabolism;Energy metabolism;Nitrogen	7731.04960665	7525.39073424	6836.94739993	6684.3555163	7382.19081694	8277.85600848	6955.00115726	6415.36260105	6939.41053899	6870.0611107	5309.20146994	6453.4346139	5403.84873553	5509.50514239	6239.67222389	7506.87264981	7658.11818205	6802.85633218	7010.35759146	6569.60017336
Cellular Processes;Transport and catabolism;Autophagy	671.955467883	743.714811826	574.461217658	562.428152941	666.937867356	686.759648289	519.424111094	477.857932078	616.77342	610.644377062	370.696684066	459.725597064	424.033457041	526.742312037	463.025639992	693.54605089	702.063672913	593.629426928	541.31784419	616.976140564
Genetic Information Processing;Folding, sorting and degradation;Protein	7185.62531775	7420.92887826	6164.40674733	6120.82585136	7019.22649275	7304.84624807	5648.86702903	5569.22101491	6305.238648	5989.99570761	4274.75778276	5268.88863173	4477.12005144	4881.65731534	4961.64169391	7332.49060783	6784.64181016	6668.1561832	6686.44952935	6133.69072967
Cellular Processes;Transport and catabolism;Lysosome	1421.58717475	1493.51669265	1510.8658411	1445.00815785	1471.51835479	1212.92567851	1697.39761031	1713.03503328	1601.109536	1656.75572217	1631.26632729	1708.17265524	1819.02090018	1506.78646211	1556.16719997	1260.0004488	1370.99761683	1320.33080784	1349.22298247	1543.12105791
Cellular Processes;Cell motility;Bacterial	3689.70107036	4516.07717794	3175.04854511	3387.53301165	3898.11419608	3425.68839744	4091.97975274	4000.34042466	3885.274605	4018.70249341	2934.27710252	3642.83896351	3001.43612329	2849.8195832	3827.75603593	4841.46929523	4975.96660838	4100.33744451	3458.96802321	3904.67547824
Organismal Systems;Environmental adaptation;Thermogenesis	5661.67160101	5904.25500862	5536.9967017	5441.96286643	5588.79723098	5729.27088141	4357.95632479	4676.87466476	5227.481446	5019.62393651	3891.53288069	4650.12643565	3925.14938038	4454.64204832	4175.22491993	5174.11647218	5525.87168231	4913.70895141	5108.35057679	4881.67823855
Metabolism;Amino acid metabolism;Lysine	11847.3209109	12106.6606292	10214.8474019	10285.9845479	11531.1912532	11992.47713	11248.772082	10650.3772107	11230.899961	11219.4012491	9443.74267967	11214.5568636	10141.662364	9033.94261464	10491.9464808	11694.2598371	11289.9947936	10835.4070297	11282.376877	10639.8082075
Human Diseases;Cancers: Specific types;Breast	5.62784099902	3.77921199912	5.41244799677	6.80610599929	4.07482500217	7.130365003	7.7239030014	10.2819740017	6.095502	9.18780800093	6.95126100123	11.4484400016	10.693623001	25.3807840018	7.52205399987	5.47495399913	6.78620999916	7.75146199908	5.30193400186	7.09088799499
Organismal Systems;Nervous system;Long-term	11.692196998	6.48688999848	9.38260199442	10.1888389989	6.89927000368	12.7792680054	12.9790370024	14.8489800024	9.720862	14.0967610014	12.2149810022	19.1584640026	17.3130960017	41.4801610029	12.5616439998	10.3373649984	11.5509619986	11.5787559986	10.4606720037	14.8897999895
Genetic Information Processing;Replication and repair;Nucleotide	13619.1335196	14098.7109167	12215.4204957	12315.1530247	13177.028789	14208.793369	11485.3940961	11186.9189628	12758.968768	12394.1454343	9649.57281571	11265.0943226	10165.736202	9724.57807969	10903.5770228	13326.6372419	12906.6183664	12761.1725715	12581.5375454	12017.7233435
Genetic Information Processing;Replication and repair;DNA	19268.4571246	20910.6976601	18359.3295251	18612.5354081	19112.2231142	20076.2170655	17097.2477491	16957.7323768	18926.030241	18593.4923729	16478.9847649	16810.5917503	15198.9622485	14746.891397	16423.2375727	20420.8245547	19889.4552885	19372.1336557	19713.9851499	18670.6741138
Environmental Information Processing;Signal transduction;Hippo	2.02961099965	1.2877719997	1.81232999892	1.81051399981	1.10152800059	2.18570900092	2.85305000052	2.70191100044	1.840856	1.9975020002	1.97602700035	2.69378700037	3.63992000036	7.53831900053	2.65827199995	2.65572199958	2.17565199973	1.75157199979	1.19477400042	2.4087469983
Metabolism;Xenobiotics biodegradation and metabolism;Steroid	81.0140449859	79.2311119813	63.2974369623	61.4997899936	55.1127800294	46.0810620194	69.2046210128	92.8038030154	80.5219949999	83.7796230085	38.1759960067	88.6820100123	50.841750005	74.3349290052	50.9798549991	84.9846879865	64.329774992	78.9464879905	57.8605580203	63.0741679555
Metabolism;Xenobiotics biodegradation and metabolism;Metabolism	3444.0725714	3087.05238928	2995.06407022	2880.1073267	3271.58884175	4177.63077176	3095.54562956	2593.51564542	3018.525124	3081.01697331	1627.79187829	2203.18537731	1720.62183517	2018.07799314	2145.33211896	2949.77438953	3139.95873561	2604.21972169	2625.08236092	2684.6760211
Metabolism;Metabolism of terpenoids and polyketides;Insect	2628.01215454	2448.49334643	2098.17948175	2154.15138478	2413.60883329	3258.96831837	2511.09787146	2334.81129938	2456.017115	2433.36951425	1890.50933633	2247.24945931	2098.9477522	1951.32199114	2255.60049696	2549.59457159	2710.97187066	2299.87326272	2217.34131178	2313.36736037
Metabolism;Xenobiotics biodegradation and metabolism;Drug	3523.80981139	3293.65690423	3150.60002212	3053.88439868	3415.61286582	4111.87724173	3267.27173759	2841.06268746	3174.267976	3246.45336933	2045.61502336	2701.20983238	2238.03888022	2422.52420517	2560.60521596	3159.7436605	3404.07177058	2817.73449566	2939.40056603	2951.85055892
Metabolism;Xenobiotics biodegradation and metabolism;Drug	9983.23473226	10309.8372426	8636.67804586	8750.89196609	9662.37274916	11007.5972516	8845.81286761	8600.02693341	9471.92813099	9150.06606093	7154.31822126	8322.07146615	7677.71759475	7283.11660551	8323.16758186	10017.1302454	9950.09825976	9563.99681885	9421.8493403	8817.83631677
Metabolism;Biosynthesis of other secondary metabolites;Caffeine	66.8517259884	59.0083259862	67.0701999601	72.6886369924	53.3231560285	98.6964190415	130.256325024	139.804021023	101.431628	98.2609310101	73.8449520131	80.0510110111	62.4647490062	85.8350000061	85.0908639986	107.128036983	89.6197579889	104.351893987	89.0010880312	114.213155919
Metabolism;Nucleotide metabolism;Purine	47782.9307227	50532.8102572	43877.2583759	44761.5284653	47032.4837801	49441.4925308	47793.0132017	45209.6845264	47242.121966	46955.3261748	41399.8554533	45698.8966123	42007.3083251	162330.064416	44275.3322952	49091.8471332	47886.193417	46949.2478264	48146.8082049	44288.8437137
Human Diseases;Infectious diseases: Bacterial;Legionellosis	6548.85850286	6900.76608838	6034.25929941	6054.33938837	6393.42156141	6529.53361475	5551.70338101	5778.60451595	6067.006453	5927.7822976	5189.66346192	5831.44226081	5356.78673052	4928.39235335	5486.88836791	6509.56482196	6117.80632424	6146.03200326	6375.61708024	5857.86964286
Human Diseases;Infectious diseases: Bacterial;Salmonella	82.7271969855	27.4263249935	55.1315109671	95.7727859901	51.8374720277	41.3378680174	314.505986057	189.627528031	153.143756	179.743136018	86.0582500153	94.5112370131	115.567550011	76.8487710055	112.844397998	68.2837549892	82.0143159898	54.9667899933	73.2689040257	66.2399349532
Human Diseases;Infectious diseases: Bacterial;Pertussis	233.565467959	273.160477936	264.311439843	291.32537897	224.65522712	171.041357072	340.711029062	398.450241065	304.634018	327.436160033	450.17072508	518.978818072	522.429973051	393.897912028	485.166176991	246.654229961	261.386033968	281.378109966	285.1559821	338.675460761
Human Diseases;Infectious diseases: Bacterial;Pathogenic	6.61815499884	16.908904996	8.64335699486	7.43138899923	6.71663000358	8.48423400356	10.1390530018	12.412193002	16.388056	15.7744350016	7.19531500127	12.2742330017	10.014088001	22.0264200016	7.98043499987	9.32053299851	9.55931399881	7.00837299916	6.8625080024	10.4324559926
Human Diseases;Infectious diseases: Bacterial;Shigellosis	0.952185999834	13.2382949969	0.404081999759	0.264132999972	1.89790200101	1.38629800058	0.834546000152	4.01898500066	9.99249699999	6.44695400066	0.215462000038	0.250838000035	0.111707000011	0.0398140000028	0.229305999996	1.8686659997	0.824309999898	0.541207999935	0.139807000049	0.377711999733
Metabolism;Metabolism of cofactors and vitamins;Pantothenate	13485.0697036	13054.3228879	11222.2603893	11634.8718468	13040.354467	14317.010361	12635.0824933	12008.219246	12592.986227	12699.2836453	10796.1181949	12022.1777227	11320.8422091	10050.7282777	11860.6045998	12552.662876	12843.4594434	11957.8839556	11956.4455752	11567.3202088
Metabolism;Metabolism of cofactors and vitamins;One	9916.79266527	9969.47223966	9569.0260723	9406.80478702	9522.41485408	10096.7216002	9343.2564237	9096.52595549	9468.96288799	9668.94347499	8254.11330746	9396.3668543	8482.43073583	8065.13026457	9204.85864284	10750.2551383	10724.9386567	9906.26332181	10382.7365676	9710.47824814
Metabolism;Lipid metabolism;Primary	0.0	1.13071999974	0.43613499974	0.240051999975	0.63652600034	0.408711000172	0.851348000155	0.387780000063	0.0	0.58616700006	0.829187000147	0.837118000116	1.34886500013	2.25497400016	0.0	0.0	0.392561999951	0.292458999965	0.25523800009	0.0
Metabolism;Lipid metabolism;Secondary	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88205600031	0.0	0.0	0.0	8.29296700115	0.0	4.05296800029	0.0	1.14172799982	1.29050699984	0.0	2.39270700084	0.0
Metabolism;Carbohydrate metabolism;Pentose	7654.27895967	7425.89970526	6444.19486516	6616.85225031	7731.47772713	8405.19931554	8073.49087147	7717.08696826	7352.596174	7615.54582077	7018.90573524	7915.7005611	7855.30982377	6400.19671945	7607.41060087	7273.31209784	6869.14165315	7299.89096812	6946.76813944	7084.350191
Environmental Information Processing;Signal transduction;TGF-beta	16.3815119972	9.78245399771	13.6560539919	16.0648949983	12.9456340069	20.0738770084	18.3584550033	19.6153440032	17.214747	23.9691840024	16.5866890029	28.656656004	28.0271760027	63.6287440045	18.2117549997	15.2676539976	19.2428629976	17.7066649979	12.9833650046	21.1203679851
Cellular Processes;Cell motility;Regulation	7.28351099872	17.243419996	6.14568399634	6.91985899927	5.61646700299	8.85830200372	7.53837200137	14.0494290023	17.096554	14.6993410015	7.3299450013	20.2659240028	9.41295100092	27.923090002	14.9760799997	11.1193279982	20.4714459975	8.90079499893	6.00185700211	13.7944619903
Human Diseases;Cancers: Specific types;Small	28.1721539951	26.7751199937	15.7402089906	14.0899089985	19.2467810102	10.7680330045	40.3740080073	43.0104780071	44.797451	39.638237004	11.187646002	25.1094580035	22.8189890022	28.476320002	11.1982189998	12.9582059979	10.3684779987	13.1392209984	7.66255700268	18.3317959871
Human Diseases;Cancers: Specific types;Non-small	3.77229699934	2.59865499939	4.72815399718	4.47179799953	2.4387730013	5.15534000216	5.36540200097	7.66473600125	4.130825	6.9167770007	5.0855220009	8.6426200012	5.99800300059	15.6638040011	5.46980099991	4.27093199932	4.68927499942	5.32617199937	4.18175300147	4.99458199648
Metabolism;Glycan biosynthesis and metabolism;Other	28.446010995	5.93796799861	27.1548419838	36.9233319962	15.4552740082	14.9282880063	132.608522024	74.5456700122	58.7975819999	72.1476020073	30.3390370053	22.6736800031	36.3249580036	15.6028120011	42.5973589993	12.537335998	28.3970289965	7.11438199914	10.3669760036	16.1606369886
Metabolism;Glycan biosynthesis and metabolism;Various	1313.00883877	1576.85313863	1415.58679916	1426.77992485	1345.23402472	1281.12346154	1186.31489022	1436.96993924	1401.802761	1295.13085113	1309.92629623	1512.93196921	1419.73995914	1376.5986131	1466.17160397	1739.76807572	1657.12423179	1672.7401158	1656.19351858	1593.79630187
Metabolism;Glycan biosynthesis and metabolism;Other	1420.36305075	1596.27926763	1511.9082101	1395.06830486	1590.13745685	1350.60081457	1339.99955124	1555.70217825	1439.528775	1443.52958715	1894.33704633	1845.56638226	2083.7342532	1556.90289511	1822.43167197	1364.87764478	1438.70265382	1484.60730882	1660.60189258	1727.91837078
Metabolism;Glycan biosynthesis and metabolism;N-Glycan	2544.25175756	2710.49902636	2305.04828663	2327.29121976	2441.4651693	2422.72029002	2696.65273949	2536.81124742	2632.818231	2537.86524026	2015.64809836	2148.2543973	2106.7457432	1957.37717014	2249.00792196	2589.99671559	2474.97293069	2331.79640972	2434.26807285	2183.04276846
Organismal Systems;Nervous system;Long-term	16.896694997	10.4019789976	16.4116429902	16.4725659983	12.4218450066	23.3087080098	19.9693880036	23.3088020038	19.177543	24.0757240024	18.2911230032	33.5196420046	31.8408860031	73.1621300052	20.5908059996	17.6628879972	24.508527997	18.7525679977	15.0471730053	26.2645139815
Organismal Systems;Nervous system;Neurotrophin	12.8555919978	8.65687899797	13.428829992	13.5034829986	12.3547780066	17.5738280074	18.6780930034	21.5952070035	13.728918	19.826394002	15.8361250028	24.6258740034	26.2126330026	60.3385590043	16.9348709997	11.6479619982	16.011472998	14.2381209983	13.2642520047	20.7265979854
Metabolism;Biosynthesis of other secondary metabolites;Glucosinolate	832.643859855	727.790974829	546.125292675	838.613404912	799.544614427	900.68402638	809.057632147	708.111016116	706.279952999	654.048147067	528.765229093	578.87668808	541.440489053	525.765236037	591.75573099	690.27606689	645.80962992	583.41236493	642.077959225	750.59520547
Organismal Systems;Development;Dorso-ventral	1.93701299966	1.56684199963	2.31170299862	3.17625699967	1.18372400063	2.19725200092	2.49018700045	4.58823400075	2.213652	3.9321750004	2.41453400043	4.40499400061	3.16408100031	8.36913000059	2.42556399996	2.01357699968	2.03534799975	3.29077799961	2.01523800071	2.31428299837
Metabolism;Biosynthesis of other secondary metabolites;Isoquinoline	2107.17833063	2333.42852245	2058.75403577	2012.44045179	2104.90284212	2194.15474392	1825.20745133	1909.49813331	2040.333981	1973.9029482	1877.92432633	2233.92013031	2066.3866472	1952.21846614	2047.46965396	2421.63488761	2435.0542817	2245.14460473	2260.15269779	2126.5525955
Metabolism;Amino acid metabolism;Histidine	11924.4174969	11595.6264053	9996.05714205	10270.6272699	11350.9053951	12654.0748323	11270.537869	10290.2177037	11291.469864	10959.0902401	9051.8175736	10757.0680845	9702.90027195	9105.23754564	10412.3389708	11748.7817921	12080.9944305	10979.8847537	11039.3557339	10520.6429996
Environmental Information Processing;Signaling molecules and interaction;ECM-receptor	1.76587399969	13.5951199968	0.404081999759	0.264132999972	1.89790200101	1.38629800058	0.834546000152	4.01898500066	9.99249699999	6.44695400066	1.05300300019	8.72091500122	0.111707000011	3.72259600026	7.97637199987	4.44500599929	12.2565269985	2.14966499974	1.00198700035	4.8143729966
Cellular Processes;Cellular community - eukaryotes;Focal	9.42465399835	18.4536679957	7.78829999536	8.65775499909	6.9463220037	11.6527590049	10.0482050018	16.9437970028	19.104487	17.6487570018	9.63943400171	23.6293190033	12.9484730013	37.3881680026	17.3322639997	12.9581199979	23.0866979971	11.1696879987	7.88729500277	16.1842579886
Environmental Information Processing;Signaling molecules and interaction;Cell	2.78405099951	14.5534369966	1.89374199887	2.06759499978	3.11292900166	3.59789900151	3.24809600059	6.62851000109	11.555122	9.34135600095	2.2609340004	3.76540800053	3.40656400033	8.68454600061	2.56253699996	3.64590299942	3.59058799956	2.75043199966	1.81020000064	3.49653499753
Metabolism;Global and overview maps;Biosynthesis	194161.429311	192291.960744	173106.802805	176058.990731	186881.623651	198055.241746	192816.228278	179206.913427	189397.98567	189146.279522	159788.878257	181045.99418	168251.406929	150225.410421	177749.456317	191270.727321	188376.378393	178052.112277	184885.316023	173541.807163
Metabolism;Metabolism of other amino acids;Cyanoamino	3819.12836333	3530.01465517	3230.94873008	3314.47522065	3741.72691	4461.45125088	3652.89329766	3399.93665156	3464.31038	3624.31116237	4014.71782571	4347.5996176	3952.86643539	3156.63524822	3854.21910093	3519.48170444	3501.73288256	3310.1452386	3569.80805325	3330.34640965
Human Diseases;Endocrine and metabolic diseases;AGE-RAGE	1.06734599981	26.4058619938	2.92100199826	2.78872299971	2.15718900115	3.16765600133	0.0	0.376269000062	0.985967999999	0.567761000058	10.6354760018	0.906615000126	1.71242400017	0.0	0.968871999983	2.39272399962	0.424746999947	2.20680599973	3.05715000107	0.616987999564
Cellular Processes;Cell growth and death;Apoptosis	169.012270971	87.6573709795	91.0344829458	127.930860987	124.817446067	248.304333104	274.76943505	207.090225034	151.455612	216.838033022	68.5795440121	62.0926680086	100.62382201	70.563707005	89.2153839985	53.9744619914	43.0565789946	25.6862439969	51.9340840182	60.5426979572
Cellular Processes;Cell growth and death;Apoptosis	22.608061996	10.5712439975	10.3641799938	9.87812299897	14.1357140075	3.63988900154	31.6503350057	32.8040660054	29.225789	26.7670840027	6.03008300107	14.8198550021	17.3310230017	12.5315330009	4.88304399992	5.6549049991	4.74445399941	7.27073399912	4.09170600143	12.4164599912
Cellular Processes;Cell growth and death;Ferroptosis	4109.34066028	4335.01245698	4177.41193851	4070.84236858	4001.45241214	4206.21161077	3156.67213357	3388.53182655	3806.569066	3650.26002737	2918.81425052	3222.88305645	2823.38083927	2930.49731121	3209.62465294	3806.88738639	4193.67360248	3551.77610957	3890.65102736	3654.54980942
Cellular Processes;Cell growth and death;Necroptosis	2525.80062356	2661.42211338	2363.99863259	2359.76815075	2437.4725533	2785.29082017	2398.24657344	2392.64415339	2502.526481	2490.66792525	2270.7776044	2597.34488336	2175.65988821	2259.81015016	2436.97565496	2726.77886757	2732.39887166	2481.9667827	2667.79968093	2464.24740626
Cellular Processes;Cell growth and death;Apoptosis	676.734075882	743.681508826	572.623866659	561.728771941	669.004034357	669.903607282	526.885482096	498.174367082	631.886588	613.388019063	360.537188064	445.949299062	410.74458704	465.597108033	446.516620992	682.799641891	684.812804915	579.68934793	532.577892187	602.298426575
Organismal Systems;Aging;Longevity	1202.58618179	1102.00890474	877.564586478	943.694546901	1126.6796376	1430.0212386	1410.77448326	1167.86946219	1126.703832	1239.82710513	1001.17163718	1008.58399214	1104.12007111	842.25452806	1096.67986398	871.079667861	903.980355888	789.582383905	839.000727295	791.84476944
Organismal Systems;Aging;Longevity	3435.6098774	3115.66111427	2611.16636845	2899.7644717	3202.31195571	3367.19725842	4870.88744089	4059.28643067	3672.379893	4001.10185041	3477.33776261	3595.5264455	3865.20142538	2859.7841372	3826.81863793	2717.73556357	2840.94086165	2483.9764637	2974.74134504	2534.26766921
Organismal Systems;Aging;Longevity	1693.5327377	1574.17423063	1342.5005012	1450.02277885	1537.64718082	1712.29559472	2488.95074345	2051.70259234	1802.216061	2047.32968921	1763.52023731	1749.91454824	1941.54048419	1441.6761561	1908.12926997	1303.27208979	1388.06971083	1199.44016886	1304.99962746	1232.17915413
Cellular Processes;Cell growth and death;Cellular	26.0320209954	15.2681619964	24.9594589851	26.7412879972	20.3529970109	33.6946020142	34.1955820062	38.6162420064	28.428908	35.7846740036	30.4317530054	49.0804950068	47.6424390047	109.616213008	32.0527559994	25.6019279959	34.4057269957	28.6855909966	22.788306008	41.5200539707
Environmental Information Processing;Membrane transport;Bacterial	8282.40199256	8720.38165696	7731.5139274	8387.96242713	8077.76421831	7748.55106826	8872.47896461	8651.73298942	8661.03700899	8571.19843687	8142.02293144	9093.00573826	8911.74895187	7670.53753254	9250.67418084	8646.91598562	8603.00957493	8807.28678694	8598.99100702	8102.80548228
Metabolism;Metabolism of cofactors and vitamins;Biotin	7594.28740267	7061.19975635	6646.56214805	6582.93810031	7196.90752784	8173.11472844	7667.31408839	7110.67339316	7207.32516599	7330.57149175	5448.29631896	6492.0269649	6135.2722186	5491.78365239	6462.35221789	6825.64122291	6646.12782617	6773.57580119	6530.30214429	6443.58049745
Metabolism;Metabolism of cofactors and vitamins;Lipoic	1677.60188571	1699.0433466	1402.60370016	1502.79776884	1545.78236583	1566.34290066	1798.56396133	1602.78588826	1614.952169	1618.05772316	1412.79717125	1555.10752522	1430.87000514	1211.51136209	1647.43063197	1695.76964973	1610.1289518	1573.38685581	1700.2982316	1527.23433992
Environmental Information Processing;Signal transduction;Plant	3.09461399946	1.04436799976	3.29498699804	2.31681399976	1.28477800069	2.39274500101	2.16907600039	2.85136300047	2.042906	2.40090200024	3.87369200068	4.14366300058	7.64945500075	9.05888300064	4.45532999992	1.8650179997	3.2523599996	3.41314499959	2.33793000082	3.75354899735
Environmental Information Processing;Signal transduction;Phosphatidylinositol	1709.5963867	1807.35372858	1766.04884495	1815.25273481	1661.29905089	1712.76994172	2023.43371537	1836.9550313	1766.01535	1825.75696019	1647.65507629	1856.07283926	1719.46014217	1631.96581411	1813.44328897	1909.8603607	1879.94122477	1637.8902758	1655.26527058	1670.08254282
Environmental Information Processing;Signal transduction;Sphingolipid	33.3511149942	21.182810995	22.4183089867	26.3153569973	24.8071570132	32.9491890139	43.5095070079	40.0673610066	35.485238	39.374128004	39.9863250071	67.7251950094	54.3086560053	125.257011009	54.505207999	29.4212069953	39.8601919951	48.4023419942	39.4355360138	44.1545249688
Environmental Information Processing;Signal transduction;Phospholipase	67.9939059882	18.0773559958	57.141856966	65.0803329932	36.3473500194	38.7107470163	273.31151805	192.246188031	112.5721	134.908146014	58.6222940104	80.4190830112	116.341803011	93.6407790066	106.506291998	112.612751982	64.911237992	58.187093993	74.6831790262	83.5416599409
Metabolism;Global and overview maps;Carbon	87525.3440037	86594.1445357	77373.1952749	77677.6751949	83809.4531487	93203.8684092	80736.8253187	78018.1798828	82905.2605289	82135.3733314	67729.856356	77929.3367158	70710.0399549	65662.0342536	74601.9457437	87219.9087311	86383.5579433	81028.1803423	82985.4551081	77989.6773509
