=====Result of the physicochemical property for each protein======

Pro_id	Hydrophobicity	MW	Half_life	pI
AIGHFNOK_00062	-0.3437	35413.524	4.4	4.11
AIGHFNOK_00063	-0.3464	9878.156	20	6.48
AIGHFNOK_00064	-0.6816	15907.587	1.9	4.52
AIGHFNOK_00065	-0.4628	63600.755	1.4	3.83
AIGHFNOK_00066	-0.1111	19422.132	7.2	3.62
AIGHFNOK_00067	-0.4284	40332.8	20	4.26
AIGHFNOK_00068	-1.1544	15859.327	20	3.78
AIGHFNOK_00069	-0.8573	13382.81	100	4.64
AIGHFNOK_00070	-0.7137	16492.898	20	4.59
AIGHFNOK_00071	-0.6082	19649.824	20	4.64
AIGHFNOK_00072	-0.3261	17783.499	20	4.29
AIGHFNOK_00073	-0.8656	17588.064	20	3.71
AIGHFNOK_00074	-0.5098	35825.799	1.9	4.1
AIGHFNOK_00075	-0.945	19521.362	1.9	4.68
AIGHFNOK_00076	-0.437	15327.988	4.4	4.63
AIGHFNOK_00077	-0.4822	16006.499	1.9	3.81
AIGHFNOK_00078	-1.0705	9205.799	4.4	4.19
AIGHFNOK_00079	0.6008	94340.956	4.4	3.93
AIGHFNOK_00080	-0.5279	18487.185	7.2	4.17
AIGHFNOK_00081	-1.065	7184.859	30	4.73
AIGHFNOK_00082	-0.3663	33121.583	100	4.01
AIGHFNOK_00083	-0.4767	10346.213	4.4	3.91
AIGHFNOK_00084	-0.5732	45566.287	4.4	4.29
AIGHFNOK_00085	-0.3049	25212.64	4.4	4.55
AIGHFNOK_00086	-0.5303	71081.441	100	4.2
AIGHFNOK_00087	-0.5764	33437.109	1.9	4.44
AIGHFNOK_00088	-0.4889	11775.077	1.9	4.15
AIGHFNOK_00089	-0.9649	4543.121	30	11.24
AIGHFNOK_00090	-0.5329	12040.345	7.2	5.16
AIGHFNOK_00091	-0.6604	4914.469	20	4.63
AIGHFNOK_00092	-0.4396	7956.925	30	6.09
AIGHFNOK_00093	-0.56	30518.559	1.9	4.6
AIGHFNOK_00094	-0.7966	13567.828	1.9	5.93
AIGHFNOK_00095	-0.3367	9611.756	1.4	4.5
AIGHFNOK_00096	-1.3671	6723.386	100	5.21
AIGHFNOK_00097	-1.0651	10237.043	7.2	5.04
AIGHFNOK_00098	-0.2981	6062.515	1	3.8
AIGHFNOK_00099	-0.4715	36770.068	4.4	4.09
AIGHFNOK_00100	-0.6041	18173.753	4.4	4.13
AIGHFNOK_00101	0.408	8716.735	1.4	3.58
AIGHFNOK_00102	-0.4322	32803.097	4.4	4.29
AIGHFNOK_00103	-0.3681	4767.323	4.4	3.78
AIGHFNOK_00104	-0.6392	13313.323	1.9	3.99
AIGHFNOK_00105	-0.4889	18034.191	7.2	4.39
AIGHFNOK_00106	-0.3247	13651.685	1.9	3.93
AIGHFNOK_00107	-0.445	11281.344	7.2	4.44
AIGHFNOK_00108	-0.4339	15864.513	20	4.36
AIGHFNOK_00109	-0.0473	5885.599	4.4	4
AIGHFNOK_00110	-0.7372	17938.595	30	4.73
AIGHFNOK_00111	-0.5111	9838.871	20	4.36
AIGHFNOK_00112	-0.5606	22663.636	30	3.99
AIGHFNOK_00113	-0.0071	12353.972	100	4.74
AIGHFNOK_00114	-0.685	8234.859	7.2	4.61
AIGHFNOK_00115	-0.6765	26510.895	4.4	4.38
AIGHFNOK_00116	-0.5657	21245.133	1.4	4.21
AIGHFNOK_00117	-0.5162	5167.542	7.2	3.8
AIGHFNOK_00118	-0.6452	60698.204	4.4	5.28
AIGHFNOK_00119	0.158	7617.549	100	3.75
AIGHFNOK_00120	0.0478	8570.233	1.9	3.4
AIGHFNOK_00121	-0.5262	12473.823	4.4	4.9
AIGHFNOK_00122	-0.5691	189118.014	1.1	3.99
AIGHFNOK_00123	-0.7591	21744.537	1.1	4.24
AIGHFNOK_00124	-0.6042	41469.27	1	5.55
AIGHFNOK_00125	-0.9993	18858.665	1.9	5.04
AIGHFNOK_00126	0.3449	12156	1.3	7.87
AIGHFNOK_00127	-0.3958	26382.148	1	4.65
AIGHFNOK_00128	-0.7001	50288.517	20	4.18
AIGHFNOK_00129	-0.5273	13976.782	1.9	4.55
AIGHFNOK_00130	-0.8033	26731.488	7.2	4.43
AIGHFNOK_00131	-0.7058	39573.86	1.4	5.01
AIGHFNOK_00132	-0.2742	17935.878	4.4	4.48
AIGHFNOK_00133	-0.0105	116648.066	30	6.06
AIGHFNOK_00134	-0.7474	15615.374	5.5	4.72
AIGHFNOK_00135	-0.5142	18044.856	1.9	4.07
AIGHFNOK_00136	-0.804	16170.738	1.4	4.9
AIGHFNOK_00137	-0.4098	49241.093	1	4.41
AIGHFNOK_00138	-0.6436	22940.933	100	4.42
AIGHFNOK_00139	0.0528	12471.311	5.5	6.06
AIGHFNOK_00140	-0.6247	14293.607	20	4.57
AIGHFNOK_00141	-1.0211	27278.899	7.2	5.19
AIGHFNOK_00142	-0.5653	30531.577	100	4.18
AIGHFNOK_00143	-0.2569	11015.811	20	3.8
AIGHFNOK_00144	-1.0673	53699.059	7.2	3.9
AIGHFNOK_00145	-0.6233	52530.14	1.4	4.72
AIGHFNOK_00146	-0.6582	57359.97	30	4.25
AIGHFNOK_00147	-0.6475	51423.354	1.1	5.41
AIGHFNOK_00148	-0.3107	38488.731	30	3.97
AIGHFNOK_00149	-0.0151	7365.208	4.4	4.22
AIGHFNOK_00150	-0.9914	29090.239	30	4.18
AIGHFNOK_00151	0.2934	14896.975	100	4.31
AIGHFNOK_00152	0.1712	7960.293	1.9	9.3
AIGHFNOK_00153	-0.5589	9550.274	7.2	3.92
AIGHFNOK_00154	-0.8243	25919.741	1.9	5.28
AIGHFNOK_00155	-0.6871	66842.221	1.9	4.58
AIGHFNOK_00156	-0.8751	12324.589	20	4.89
AIGHFNOK_00157	-0.6039	32867.709	4.4	4.69
AIGHFNOK_00158	-0.6718	40672.324	7.2	3.97
AIGHFNOK_00159	-0.9801	42431.472	4.4	4.35
AIGHFNOK_00160	-0.5499	9423.572	4.4	4.61
AIGHFNOK_00161	-0.3228	31191.362	0.8	3.96
AIGHFNOK_00162	-0.7239	44873.3	1.1	4.81
AIGHFNOK_00163	-0.9277	6278.219	1.9	6.71
AIGHFNOK_00164	-0.4279	37755.596	1.9	4.76
AIGHFNOK_00165	-0.6897	29166.63	1	4.7
AIGHFNOK_00166	-0.7225	32945.26	7.2	4.32
AIGHFNOK_00167	-0.5974	9432.913	1.9	9.57
AIGHFNOK_00168	-0.6289	20677.144	20	4.92
AIGHFNOK_00169	-1.1117	9839.828	7.2	4.43
AIGHFNOK_00170	-0.3957	5393.928	7.2	4.61
AIGHFNOK_00171	0.7613	9923.755	7.2	5.66
AIGHFNOK_00172	-0.5431	23606.41	20	4.47
AIGHFNOK_00173	1.3193	6311.636	1.4	4.9
AIGHFNOK_00174	-0.5717	28544.159	1.3	4.94
AIGHFNOK_00175	-0.7439	18545.944	7.2	6.11
AIGHFNOK_00176	0.9868	4048.701	7.2	3.98
AIGHFNOK_00177	-0.7871	40334.015	1.3	5.22
AIGHFNOK_00178	-0.8635	8776.703	7.2	4.35
AIGHFNOK_00179	-0.3834	37165.736	7.2	4.99
AIGHFNOK_00180	-0.5668	78024.826	4.4	4.81
AIGHFNOK_00181	-0.4416	91964.101	4.4	4.53
AIGHFNOK_00182	-0.6026	8333.293	1	4.85
AIGHFNOK_00183	-0.8551	45277.774	1.9	6.82
AIGHFNOK_00184	-0.9102	19445.299	1	4.49
AIGHFNOK_00185	-0.9961	29811.31	1.4	5.38
AIGHFNOK_00186	-0.4622	26814.137	1.1	4.96
AIGHFNOK_00187	-0.6511	17376.911	20	4.4
AIGHFNOK_00188	-1.2197	14738.055	1.1	11.41
AIGHFNOK_00189	-0.2407	7768.017	1.9	10.37
AIGHFNOK_00190	-0.6342	15685.537	1.9	5.69
AIGHFNOK_00191	-0.7105	14792.861	1.9	10.66
AIGHFNOK_00192	-0.6176	9129.443	1.9	9.73
AIGHFNOK_00193	-0.5081	16120.84	4.4	4.72
AIGHFNOK_00194	-0.9678	12966.697	1.9	6.32
AIGHFNOK_00195	-0.6418	22671.314	1.3	4.7
AIGHFNOK_00196	0.0342	15652.709	1	4.46
AIGHFNOK_00197	-0.7612	34326.331	1	4.19
AIGHFNOK_00198	-0.5951	16564.482	20	4.61
AIGHFNOK_00199	-0.5641	37270.952	0.8	5.6
AIGHFNOK_00200	-0.525	19860.901	20	4.57
AIGHFNOK_00201	-0.641	38967.714	7.2	4.3
AIGHFNOK_00202	-0.5451	9469.09	7.2	3.8
AIGHFNOK_00203	-1.2911	6552.589	20	9.66
AIGHFNOK_00204	-0.8999	14444.473	1	6.32
AIGHFNOK_00205	-0.9179	7060.758	1.1	4.64
AIGHFNOK_00206	-0.3758	12192.868	5.5	5.69
AIGHFNOK_00207	0.1258	29026.644	1	9.79
AIGHFNOK_00208	0.6756	8423.779	4.4	4.77
AIGHFNOK_00209	-0.4071	31424.136	1.1	10.73
AIGHFNOK_00210	-0.8249	45302.406	1.1	5.98
AIGHFNOK_00211	-0.2086	20201.987	7.2	9.61
AIGHFNOK_00212	-0.49	32277.219	4.4	4.24
AIGHFNOK_00213	-0.4125	14517.794	1.9	3.98
AIGHFNOK_00214	0.0453	9967.254	4.4	4.29
AIGHFNOK_00215	-0.9352	19751.67	30	4.85
AIGHFNOK_00216	-0.4564	82436.888	1.9	6.9
AIGHFNOK_00217	-0.6646	54345.315	1	5.27
AIGHFNOK_00218	-0.7999	34438.281	20	5.14
AIGHFNOK_00219	-1.1457	8591.785	20	9.88
AIGHFNOK_00220	0.5719	6635.909	30	10.43
AIGHFNOK_00221	-0.6859	9797.107	30	6.55
AIGHFNOK_00222	-0.5397	30178.908	100	6.12
AIGHFNOK_00223	-0.6658	14341.635	7.2	4.14
AIGHFNOK_00224	-0.2229	12623.717	30	3.97
AIGHFNOK_00225	-0.5787	43989.719	5.5	4.73
AIGHFNOK_00226	-0.5158	13942.264	1.9	4.31
AIGHFNOK_00227	-0.656	17060.778	4.4	4.52
AIGHFNOK_00228	-0.8313	20936.483	30	11.03
AIGHFNOK_00229	-0.2164	20412.695	7.2	4.66
AIGHFNOK_00230	-0.8631	8553.513	1.9	5.02
AIGHFNOK_00231	-0.4907	31002.907	1.9	4.17
AIGHFNOK_00232	-0.5032	16955.652	1.9	4.32
AIGHFNOK_00233	-1.0328	8954.176	1	10.44
AIGHFNOK_00234	0.9792	7778.152	1	3.84
AIGHFNOK_00235	0.291	18265.238	1.1	8.04
AIGHFNOK_00236	-0.385	18310.254	4.4	5.56
AIGHFNOK_00237	-0.031	9015.36	1.9	5.48
AIGHFNOK_00238	-1.048	9267.417	1.9	5.71
AIGHFNOK_00239	0.9225	4442.249	20	4.16
AIGHFNOK_00240	-0.2463	6198.079	20	9.98
AIGHFNOK_00241	-0.8632	44233.964	1.9	4.96
AIGHFNOK_00242	-0.702	5341.92	1	4.39
AIGHFNOK_00243	0.0451	7704.775	30	4.49
AIGHFNOK_00244	-1.3595	5994.309	100	4.04
AIGHFNOK_00245	-0.8149	9333.29	1	4.65
AIGHFNOK_00246	-0.9393	15485.861	1.9	4.04
AIGHFNOK_00247	-0.836	6986.475	1.9	4.25
AIGHFNOK_00248	-0.608	10036.334	1	4.94
AIGHFNOK_00249	-0.7061	16611.493	30	5.38
AIGHFNOK_00250	-0.5477	10589.962	7.2	5.73
AIGHFNOK_00251	-0.6639	19411.803	1.9	5.79
AIGHFNOK_00252	0.6	3872.586	100	6.51
AIGHFNOK_00253	-0.7369	5272.906	1.3	5.07
AIGHFNOK_00254	-1.0168	22010.254	7.2	4.67
AIGHFNOK_00255	-0.3999	10678.923	30	4.33
AIGHFNOK_00256	0.48	6015.009	1.9	4.05
AIGHFNOK_00257	-0.7883	25995.954	0.8	5.23
AIGHFNOK_00258	-0.6312	41861.118	7.2	5.17
AIGHFNOK_00259	-0.8377	8543.568	1	4.62
AIGHFNOK_00260	0.4581	7464.735	1.1	6.51
AIGHFNOK_00261	-0.9611	9881.258	20	5.29
AIGHFNOK_00262	-0.3055	25318.307	7.2	4.67
AIGHFNOK_00263	-0.858	8795.774	1	4.43
AIGHFNOK_00264	-0.8874	9257.367	1.3	4.78
AIGHFNOK_00265	-0.4019	5556.184	1.4	6.9
AIGHFNOK_00266	-0.5797	14965.782	7.2	4.87
AIGHFNOK_00267	-0.669	12764.174	7.2	4.39
AIGHFNOK_00268	-0.6619	10657.898	7.2	4.4
AIGHFNOK_00269	-0.7304	15046.676	7.2	4.67
AIGHFNOK_00270	-0.9988	10226.207	7.2	4.38
AIGHFNOK_00271	0.948	5376.372	1.3	4.72
AIGHFNOK_00272	-0.824	15849.734	1	4.74
AIGHFNOK_00273	-0.559	16238.498	1.9	5.2
AIGHFNOK_00274	-0.8468	73256.643	1	4.34
AIGHFNOK_00275	-0.4971	39293.298	1.9	4.92
AIGHFNOK_00276	-0.6976	40421.547	1.9	4.43
AIGHFNOK_00277	-0.831	10416.548	1.3	4.85
AIGHFNOK_00278	-0.8559	17696.56	0.8	4.64
AIGHFNOK_00279	-0.8003	29739.474	1.9	4.33
AIGHFNOK_00280	-0.1522	12433.738	7.2	3.98
AIGHFNOK_00281	-0.6651	15682.24	30	5.34
AIGHFNOK_00282	-0.7597	19176.852	1	4.36
AIGHFNOK_00283	-0.3199	4542.026	7.2	4.18
AIGHFNOK_00284	-0.9772	23697.927	7.2	4.72
AIGHFNOK_00285	-1.0399	5048.509	1.9	4.99
AIGHFNOK_00286	-0.8895	16486.099	1.9	4.37
AIGHFNOK_00287	-0.8703	9473.585	1.9	5.57
AIGHFNOK_00288	-1.2069	11337.062	1.9	4.36
AIGHFNOK_00289	-0.8316	21958.132	100	6.67
AIGHFNOK_00290	-0.4751	37733.462	4.4	4.54
AIGHFNOK_00291	-0.7909	7865.788	7.2	4.38
AIGHFNOK_00292	-0.8494	10784.847	1.4	4.45
AIGHFNOK_00293	-0.4227	9305.656	20	4.29
AIGHFNOK_00294	1.0145	7975.792	30	10.21
AIGHFNOK_00295	-0.7129	12713.587	1.9	3.69
AIGHFNOK_00296	-0.5035	9424.662	1.9	5.78
AIGHFNOK_00297	-0.5334	19097.406	5.5	4.98
AIGHFNOK_00298	-0.7181	37276.667	4.4	5.79
AIGHFNOK_00299	-0.8198	20860.805	1.9	4.44
AIGHFNOK_00300	-0.9881	15975.023	3.5	9.79
AIGHFNOK_00301	-0.7095	17867.338	1.9	9.97
AIGHFNOK_00302	-0.4624	78719.473	4.4	4.61
AIGHFNOK_00303	-0.3201	43858.198	4.4	4.45
AIGHFNOK_00304	-0.4611	11620.437	4.4	9.47
AIGHFNOK_00305	-0.2517	17847.004	7.2	4.83
AIGHFNOK_00306	-0.5656	23018.003	1.9	8.46
AIGHFNOK_00307	-0.5681	24303.058	1.1	4.95
AIGHFNOK_00308	-0.7706	11430.031	1.9	6.32
AIGHFNOK_00309	-1.0269	31296.395	1.9	10.15
AIGHFNOK_00310	-0.7432	11254.852	20	9.79
AIGHFNOK_00311	-0.6232	13822.865	0.8	9.87
AIGHFNOK_00312	-0.6944	27014.931	30	10.37
AIGHFNOK_00313	-0.8691	16456.995	5.5	10.14
AIGHFNOK_00314	-0.8881	8060.112	1.1	4.97
AIGHFNOK_00315	-1.2878	12684.112	1	5.16
AIGHFNOK_00316	-0.2679	13314.128	20	8.92
AIGHFNOK_00317	-0.8913	15696.809	1.1	9.32
AIGHFNOK_00318	-0.5208	21792.396	4.4	4.39
AIGHFNOK_00319	-1.0718	10769.633	4.4	10.07
AIGHFNOK_00320	-0.5225	15076.235	1.9	8.79
AIGHFNOK_00321	-0.3613	20151.819	4.4	5.5
AIGHFNOK_00322	-0.7394	13275.772	4.4	5.46
AIGHFNOK_00323	-0.337	18600.291	4.4	10.09
AIGHFNOK_00324	-0.723	16857.654	1.1	6.22
AIGHFNOK_00325	0.5449	48220.711	4.4	9.71
AIGHFNOK_00326	-0.2546	31572.313	1	5.18
AIGHFNOK_00327	-0.4944	8422.833	4.4	9
AIGHFNOK_00328	-1.2842	14733.706	20	10.15
AIGHFNOK_00329	-0.6036	14222.051	4.4	10.05
AIGHFNOK_00330	-0.9124	23685.112	4.4	9.84
AIGHFNOK_00331	-0.4179	36531.793	1.9	4.5
AIGHFNOK_00332	-1.1388	22727.691	1	5.24
AIGHFNOK_00333	-0.3526	22073.516	7.2	4.52
AIGHFNOK_00334	-0.3131	29164.955	4.4	6.34
AIGHFNOK_00335	-0.2696	59604.97	1.9	5.03
AIGHFNOK_00336	-0.5	105146.297	4.4	4.47
AIGHFNOK_00337	-0.6383	45533.514	5.5	4.95
AIGHFNOK_00338	-0.1112	54520.854	1.9	4.62
AIGHFNOK_00339	-0.6382	73930.4	2.8	5.38
AIGHFNOK_00340	-0.7212	10732.967	7.2	5.87
AIGHFNOK_00341	-0.2512	4220.673	1	4.22
AIGHFNOK_00342	0.1989	9768.109	5.5	4.7
AIGHFNOK_00343	-0.1947	33902.487	1	6.11
AIGHFNOK_00344	-0.602	16325.332	1.1	4.98
AIGHFNOK_00345	-0.2269	15893.236	1.1	5.73
AIGHFNOK_00346	-0.3551	33108.322	100	4.9
AIGHFNOK_00347	-0.8631	10940.135	1	8.92
AIGHFNOK_00348	-0.746	32738.9	1.9	4.21
AIGHFNOK_00349	0.8254	7427.8	1.1	9.47
AIGHFNOK_00350	-0.6918	22383.496	4.4	4.24
AIGHFNOK_00351	-0.7654	33183.401	1	9.06
AIGHFNOK_00352	-0.2594	61594.691	100	6.04
AIGHFNOK_00353	0.3038	36789.477	5.5	5.91
AIGHFNOK_00354	-0.4677	29864.633	3.5	6.34
AIGHFNOK_00355	-0.6249	6140.791	20	4.92
AIGHFNOK_00356	-0.7755	19028.138	20	4.7
AIGHFNOK_00357	-0.9839	117618.206	20	4.94
AIGHFNOK_00358	-0.1922	15359.121	4.4	4.48
AIGHFNOK_00359	0.7264	20460.9	5.5	4.35
AIGHFNOK_00360	-0.9403	17873.879	1.9	4.65
AIGHFNOK_00361	-0.1876	65101.348	1	4.84
AIGHFNOK_00362	-0.2336	9864.036	20	4.37
AIGHFNOK_00363	-0.1668	36261.698	7.2	4.59
AIGHFNOK_00364	-0.6387	24174.782	1	4.47
AIGHFNOK_00365	-0.2398	18545.746	1.1	4.6
AIGHFNOK_00366	-0.0805	18420.866	1	4.45
AIGHFNOK_00367	-0.3155	9717.572	4.4	4.1
AIGHFNOK_00368	-0.4022	38723.984	1.4	4.52
AIGHFNOK_00369	-0.0287	39861.281	5.5	10.53
AIGHFNOK_00370	-0.4148	27911.915	1.9	4.68
AIGHFNOK_00371	-0.365	50014.428	1.4	4.46
AIGHFNOK_00372	-0.3773	32224.571	2.8	4.52
AIGHFNOK_00374	-0.2633	9375.61	1.3	5.88
AIGHFNOK_00375	-0.646	14333.916	1.9	4.59
AIGHFNOK_00376	-0.993	6873.716	1.9	4.76
AIGHFNOK_00377	-0.6921	5688.3	100	4.8
AIGHFNOK_00378	-0.449	12451.721	1.9	4.12
AIGHFNOK_00379	0.7344	9610.171	30	4.51
AIGHFNOK_00380	-0.5934	8491.267	1.9	4.31
AIGHFNOK_00381	-0.8035	6596.169	1.3	4.09
AIGHFNOK_00382	1.0759	14086.622	30	3.47
AIGHFNOK_00383	-0.0601	27734.685	7.2	4.17
AIGHFNOK_00384	-0.472	67546.934	20	4.19
AIGHFNOK_00385	-0.0793	21371.961	4.4	4.19
AIGHFNOK_00386	-0.4282	34463.07	1.1	5.04
AIGHFNOK_00387	-0.6103	44282.142	1.9	4.97
AIGHFNOK_00388	-0.6172	21391.535	7.2	4.4
AIGHFNOK_00389	-0.5947	8623.648	1.9	9.29
AIGHFNOK_00390	-0.7538	10240.174	7.2	4.13
AIGHFNOK_00391	-0.7239	22801.967	1.9	4.38
AIGHFNOK_00392	-0.6252	65998.208	7.2	4.02
AIGHFNOK_00393	-0.7276	20824.352	30	4.03
AIGHFNOK_00394	-0.8022	14797.108	1.9	4.08
AIGHFNOK_00395	-0.9329	12396.511	7.2	4.94
AIGHFNOK_00396	0.4541	6374.324	1	4.59
AIGHFNOK_00397	-1.8207	5391.436	7.2	4.04
AIGHFNOK_00398	-0.6705	25456.842	7.2	4.27
AIGHFNOK_00399	-0.1328	8725.901	20	5.15
AIGHFNOK_00400	-0.865	14250.447	4.4	4.37
AIGHFNOK_00401	-0.4521	4974.439	1.3	4.18
AIGHFNOK_00402	-0.9136	21576.129	1.9	4.38
AIGHFNOK_00403	-0.5196	6811.49	7.2	3.88
AIGHFNOK_00404	-0.7362	14589.706	4.4	4.28
AIGHFNOK_00405	-0.5531	11970.954	1.9	4.42
AIGHFNOK_00406	-0.4509	10724.584	1.9	4.09
AIGHFNOK_00407	-0.115	5797.424	1.9	4.09
AIGHFNOK_00408	-0.1951	31696.177	4.4	4.23
AIGHFNOK_00409	-0.6831	13506.802	1.9	4.12
AIGHFNOK_00410	-0.7639	14181.256	1.9	3.99
AIGHFNOK_00411	0.8281	7071.297	4.4	4.02
AIGHFNOK_00412	-0.5687	113878.193	5.5	5.15
AIGHFNOK_00413	-0.3078	32854.148	20	5.21
AIGHFNOK_00414	-0.1902	36274.158	1	5.31
AIGHFNOK_00415	-0.2311	26921.756	20	4.34
AIGHFNOK_00416	-0.0248	35074.78	7.2	5.01
AIGHFNOK_00417	-0.1702	40806.584	1.1	9.95
AIGHFNOK_00418	-0.4999	23476.678	30	10.35
AIGHFNOK_00419	-1.0332	21088.706	1.9	5.22
AIGHFNOK_00420	-0.4272	66859.383	20	9.57
AIGHFNOK_00421	-0.1146	28890.035	20	9.5
AIGHFNOK_00422	-0.7836	29872.495	20	4.31
AIGHFNOK_00423	-0.2502	33403.748	1	5.56
AIGHFNOK_00424	0.8246	41052.376	7.2	10.14
AIGHFNOK_00425	0.6106	20052.577	2.8	9.49
AIGHFNOK_00426	-0.4488	25422.247	1.9	4.7
AIGHFNOK_00427	-0.5424	28658.258	1	4.93
AIGHFNOK_00428	0.4741	16436.105	1.9	9.95
AIGHFNOK_00429	-0.5313	38422.309	5.5	5.86
AIGHFNOK_00430	-0.5543	31980.452	1.9	4.67
AIGHFNOK_00431	-0.3002	36595.923	30	5.18
AIGHFNOK_00432	-0.486	68987.9	1.9	6.49
AIGHFNOK_00433	-0.1862	36691.536	1	4.55
AIGHFNOK_00434	-0.5747	70509.458	30	6.37
AIGHFNOK_00435	-0.7272	30721.085	1	4.69
AIGHFNOK_00436	-0.6001	52572.842	20	4.96
AIGHFNOK_00437	-0.5038	16708.25	7.2	4.13
AIGHFNOK_00438	-0.3554	43936.282	1.1	4.58
AIGHFNOK_00439	-0.13	27972.693	1.4	4.79
AIGHFNOK_00440	-0.2333	38380.183	1	4.51
AIGHFNOK_00441	-0.5348	47989.282	20	4.91
AIGHFNOK_00442	-0.2965	52788.318	1.9	4.72
AIGHFNOK_00443	-0.4144	80749.021	1	4.5
AIGHFNOK_00444	0.9956	40064.227	1.1	8.77
AIGHFNOK_00445	-0.2658	19336.251	30	4.42
AIGHFNOK_00446	-0.4383	29713.152	7.2	5
AIGHFNOK_00447	-0.163	28103.034	1	4.24
AIGHFNOK_00448	-0.0636	24249.402	1.9	3.95
AIGHFNOK_00449	-0.4781	80876.28	1.9	4.88
AIGHFNOK_00450	-0.165	16414.271	1.4	4.88
AIGHFNOK_00451	0.9259	36676.093	7.2	4.63
AIGHFNOK_00452	-0.0391	32027.915	1	4.34
AIGHFNOK_00453	-0.3684	15685.543	1.1	4.62
AIGHFNOK_00454	-0.0245	30982.114	1.9	4.47
AIGHFNOK_00455	-0.2356	35391.817	20	4.55
AIGHFNOK_00456	-0.4114	30693.246	100	5.32
AIGHFNOK_00457	-0.6461	77441.03	30	5.1
AIGHFNOK_00458	-0.1444	34323.781	3.5	5.15
AIGHFNOK_00459	-0.1859	45745.717	1.9	5.16
AIGHFNOK_00460	-0.7325	9369.443	4.4	9.62
AIGHFNOK_00461	-0.9646	17332.766	2.8	4.38
AIGHFNOK_00462	-0.1885	23956.289	1.3	5.6
