=====Result of the physicochemical property for each protein======

Pro_id	Hydrophobicity	MW	Half_life	pI
PMDCDLLF_00168	-0.0396	7076.106	100	4.71
PMDCDLLF_00169	-0.089	43503.572	1	9.51
PMDCDLLF_00170	-0.373	145379.323	7.2	4.63
PMDCDLLF_00171	-0.3505	71801.521	7.2	7.21
PMDCDLLF_00172	-0.555	123720.512	1.9	5.22
PMDCDLLF_00173	-0.2588	30788.803	0.8	4.83
PMDCDLLF_00174	-0.1284	50468.188	0.8	5.37
PMDCDLLF_00175	-0.3799	3970.356	30	4.42
PMDCDLLF_00176	-0.2394	50718.984	100	5.94
PMDCDLLF_00177	-0.2204	16912.305	100	5.56
PMDCDLLF_00178	-0.6658	4827.54	2.8	9.69
PMDCDLLF_00179	-0.0946	8715.124	20	9.3
PMDCDLLF_00180	1.0122	5328.356	100	4.4
PMDCDLLF_00181	0.4573	20394.962	100	9.99
PMDCDLLF_00182	-0.478	34553.249	1.1	5.1
PMDCDLLF_00184	-0.3481	13361.116	0.8	4.56
PMDCDLLF_00185	-0.1983	26941.538	1.9	5.12
PMDCDLLF_00186	0.4245	24957.176	1	8.47
PMDCDLLF_00187	-0.3904	30215.202	5.5	7.84
PMDCDLLF_00188	0.1068	38198.843	1.9	8.97
PMDCDLLF_00189	-0.9191	18482.611	1.4	4.75
PMDCDLLF_00190	-0.4397	13105.468	5.5	4.29
PMDCDLLF_00191	-0.5177	67429.189	1.9	4.66
PMDCDLLF_00192	-0.5384	58557.55	1.4	4.84
PMDCDLLF_00193	-0.2815	8496.51	100	4.45
PMDCDLLF_00194	-0.2784	6554.142	20	5.04
PMDCDLLF_00195	0.8849	61064.943	1.9	10.34
PMDCDLLF_00196	-0.2624	27082.136	2.8	4.32
PMDCDLLF_00197	0.9292	31629.014	1.9	7.91
PMDCDLLF_00198	-0.5138	45262.778	5.5	4.6
PMDCDLLF_00199	0.0214	31485.148	1.4	4.6
PMDCDLLF_00200	-0.2403	20279.077	1.9	10.86
PMDCDLLF_00201	-0.1203	45994.66	4.4	5.38
PMDCDLLF_00202	1.2301	16002.929	7.2	6.53
PMDCDLLF_00203	-0.5525	15409.603	7.2	4.11
PMDCDLLF_00204	-0.4557	28637.854	1	4.95
PMDCDLLF_00205	-0.3421	22609.115	1.1	4.6
PMDCDLLF_00206	-0.5229	33223.813	0.8	5.35
PMDCDLLF_00207	-0.3327	26929.215	100	4.76
PMDCDLLF_00208	0.2972	42852.225	1	4.68
PMDCDLLF_00209	-0.5862	51784.234	1.4	4.18
PMDCDLLF_00210	-0.1639	44754.03	7.2	4.58
PMDCDLLF_00211	-0.3292	36222.359	1.1	4.65
PMDCDLLF_00212	-0.089	35329.042	7.2	6.34
PMDCDLLF_00213	-0.1322	20492.04	1.9	4.19
PMDCDLLF_00214	-0.8122	7480.384	5.5	5.22
PMDCDLLF_00215	0.7126	11062.955	1.9	9.94
PMDCDLLF_00216	1.1285	14413.353	100	11.45
PMDCDLLF_00217	0.1199	29795.504	1	4.19
PMDCDLLF_00218	-0.2067	6348.986	4.4	4.33
PMDCDLLF_00219	0.8327	36703.871	1	5.02
PMDCDLLF_00220	-0.4162	56079.456	1.4	4.19
PMDCDLLF_00221	-0.2315	42657.853	1.1	5.79
PMDCDLLF_00222	-0.5422	64916.951	100	4.75
PMDCDLLF_00223	-0.1129	44293.292	4.4	4.8
PMDCDLLF_00224	-0.5157	50491.076	1.9	4.64
PMDCDLLF_00225	-0.1999	43074.778	1.9	4.58
PMDCDLLF_00226	-0.078	45337.384	7.2	4.45
PMDCDLLF_00227	-0.1677	26999.714	7.2	4.41
PMDCDLLF_00228	-1.9025	8565.643	1.9	4.12
PMDCDLLF_00229	0.5656	20751.228	7.2	6.26
PMDCDLLF_00230	-0.3807	53762.695	100	4.11
PMDCDLLF_00231	0.0859	17060.143	1	4.78
PMDCDLLF_00232	-0.2006	30554.148	7.2	4.67
PMDCDLLF_00233	-0.2874	22022.758	1.9	3.54
PMDCDLLF_00234	-0.5051	54524.641	1.9	4.72
PMDCDLLF_00235	-1.0014	14239.986	30	4.14
PMDCDLLF_00236	-0.9965	19509.333	4.4	3.83
PMDCDLLF_00237	-0.3026	12186.517	4.4	4.05
PMDCDLLF_00238	-0.288	23253.874	4.4	4.46
PMDCDLLF_00239	-0.5529	9953.238	1.1	4.63
PMDCDLLF_00240	-0.3371	16390.863	1.9	4.24
PMDCDLLF_00241	-0.8526	26681.974	7.2	2.95
PMDCDLLF_00242	-0.7471	17084.015	1.9	3.76
PMDCDLLF_00243	-1.0225	37561.413	1.9	3.78
PMDCDLLF_00244	-0.9519	18339.344	1.9	3.99
PMDCDLLF_00245	-0.3569	11704.845	7.2	4.03
PMDCDLLF_00246	-0.1763	21501.484	7.2	5.73
PMDCDLLF_00247	-0.2628	10483.607	1	4.16
PMDCDLLF_00248	-0.4624	15448.072	1.9	5.54
PMDCDLLF_00249	-0.0575	8973.938	7.2	4.26
PMDCDLLF_00250	-0.7949	4612.959	20	4.32
PMDCDLLF_00251	0.0504	12036.625	1.3	6.82
PMDCDLLF_00252	0.9611	32275.063	1	5.3
PMDCDLLF_00253	-0.6007	42373.449	1.9	4.54
PMDCDLLF_00254	-0.568	12117.239	5.5	4.3
PMDCDLLF_00255	-0.2626	12558.338	7.2	4.47
PMDCDLLF_00256	-0.1662	9334.69	100	5.83
PMDCDLLF_00257	-0.6443	23491.859	5.5	5.12
PMDCDLLF_00258	-0.5799	12379.792	5.5	4.76
PMDCDLLF_00259	0.1126	57604.887	20	4.9
PMDCDLLF_00260	-0.2599	9320.445	1.9	4.47
PMDCDLLF_00261	-0.8469	12887.978	1.4	4.43
PMDCDLLF_00262	-0.6557	6042.794	1.9	6.7
PMDCDLLF_00263	-0.346	110185.532	1.9	6.16
PMDCDLLF_00264	-0.322	46794.573	100	4.34
PMDCDLLF_00265	-0.4366	36523.497	5.5	8.41
PMDCDLLF_00266	-0.0564	68178.644	0.8	8.91
PMDCDLLF_00267	0.0677	96309.358	7.2	8.89
PMDCDLLF_00268	-0.4926	22276.307	0.8	5.62
PMDCDLLF_00269	0.2936	42890.749	1.1	9.34
PMDCDLLF_00270	-0.5999	22145.911	1.4	4.66
PMDCDLLF_00271	-0.4771	68714.584	2.8	9.02
PMDCDLLF_00272	-0.0099	44148.115	1.4	5.05
PMDCDLLF_00273	0.0381	29189.683	4.4	8.41
PMDCDLLF_00274	-0.5181	38214.223	1.9	6.07
PMDCDLLF_00275	0.7271	43950.928	7.2	9.29
PMDCDLLF_00276	-0.1762	36326.473	100	5.45
PMDCDLLF_00277	-0.4847	72377.159	20	4.11
PMDCDLLF_00278	-0.3414	45702.87	1	5.5
PMDCDLLF_00279	0.076	11824.653	7.2	5.19
PMDCDLLF_00280	-0.5185	10225.586	20	5.89
PMDCDLLF_00281	-0.3919	38862.501	7.2	8.69
PMDCDLLF_00282	-0.2931	56579.46	1.9	7.68
PMDCDLLF_00283	-0.0657	8507.893	1.9	5.21
PMDCDLLF_00284	-0.6504	79584.046	1.3	5.34
PMDCDLLF_00285	0.1649	82299.275	100	6.53
PMDCDLLF_00286	0.186	83163.676	7.2	6.89
PMDCDLLF_00287	-0.5802	50257.21	2.8	4.28
PMDCDLLF_00288	-0.2541	20110.971	7.2	4.76
PMDCDLLF_00289	-0.3015	48739.884	0.8	5.08
PMDCDLLF_00290	0.0484	17316.072	30	6.4
PMDCDLLF_00291	-0.4729	26973.51	1.9	8.59
PMDCDLLF_00292	0.565	53393.928	1.4	9.81
PMDCDLLF_00293	-0.2797	17961.703	2.8	4.19
PMDCDLLF_00294	0.4653	5079.01	1.9	11.41
PMDCDLLF_00295	-0.3437	11845.257	30	6.02
PMDCDLLF_00296	-0.3299	33042.835	4.4	4.47
PMDCDLLF_00297	-0.4973	30200.559	100	5.4
PMDCDLLF_00298	1.3871	7073.475	2.8	5.82
PMDCDLLF_00299	0.7267	6015.188	1.9	10.29
PMDCDLLF_00300	-0.3644	26130.149	1.9	4.33
PMDCDLLF_00301	-0.0324	12725.415	5.5	6.28
PMDCDLLF_00302	0.057	31579.2	0.8	4.17
PMDCDLLF_00303	-0.6091	84582.082	1.4	4.57
PMDCDLLF_00304	-0.2781	82389.12	4.4	4.22
PMDCDLLF_00305	0.8612	22687.799	20	10
PMDCDLLF_00306	-0.465	4914.511	0.8	6.81
PMDCDLLF_00307	0.791	20580.951	1.9	4.74
PMDCDLLF_00308	-0.4859	76526.605	1.9	4.22
PMDCDLLF_00309	-0.1847	8123.651	7.2	3.35
PMDCDLLF_00310	0.3201	20946.031	100	4.66
PMDCDLLF_00311	-0.4677	43771.446	7.2	4.29
PMDCDLLF_00312	-0.4029	21943.515	30	5.44
PMDCDLLF_00313	-0.5056	18997.2	1.9	4.66
PMDCDLLF_00314	-0.4068	33274.504	0.8	4.42
PMDCDLLF_00315	-0.191	31736.979	7.2	4.25
PMDCDLLF_00316	-0.0693	28311.15	1.9	4.7
PMDCDLLF_00317	0.0558	29505.787	20	4.54
PMDCDLLF_00318	-0.5186	121142.18	1.9	4.23
PMDCDLLF_00319	-0.4989	23234.738	20	4.54
PMDCDLLF_00320	-0.2042	14897.32	1.9	4.37
PMDCDLLF_00321	-0.4218	30991.753	1	8.14
PMDCDLLF_00322	-0.5004	136134.632	4.4	4.52
PMDCDLLF_00323	-0.2961	31096.493	1	4.76
PMDCDLLF_00324	-0.5654	15786.371	1	4.37
PMDCDLLF_00326	1.9707	9296.5	100	4.31
PMDCDLLF_00327	-0.3761	75554.475	1.9	4.78
PMDCDLLF_00328	-0.7162	16255.733	4.4	4.54
PMDCDLLF_00329	0.5253	41336.824	20	4.91
PMDCDLLF_00330	-0.1033	24355.093	0.8	4.33
PMDCDLLF_00331	-0.7272	25004.775	1.1	3.99
PMDCDLLF_00332	1.1608	18787.106	1.9	5.08
PMDCDLLF_00333	-0.005	24498.454	20	4.55
PMDCDLLF_00334	0.5551	24938.539	5.5	11.72
PMDCDLLF_00335	-0.1993	80609.334	7.2	4.33
PMDCDLLF_00336	-0.4178	30757.201	1.9	4.69
PMDCDLLF_00337	-0.3827	44790.598	4.4	4.59
PMDCDLLF_00338	-0.9104	31208.083	100	5.34
PMDCDLLF_00339	-0.6442	8625.387	4.4	4.3
PMDCDLLF_00340	-0.5396	8315.112	30	4.57
PMDCDLLF_00341	-0.1374	17705.78	4.4	4.34
PMDCDLLF_00342	0.8324	27597.85	4.4	4.57
PMDCDLLF_00343	-0.3463	16769.685	7.2	4.49
PMDCDLLF_00344	-0.0027	26136.366	1.4	4.49
PMDCDLLF_00345	-0.3579	45554.373	1.9	4.66
PMDCDLLF_00346	0.0007	29381.809	1.1	4.22
PMDCDLLF_00347	-0.2499	27392.306	1.4	4.79
PMDCDLLF_00348	0.151	15900.728	7.2	3.86
PMDCDLLF_00349	-1.0526	10397.303	1.3	5.21
PMDCDLLF_00350	0.8117	43771.813	1	4.62
PMDCDLLF_00351	-0.3893	71777.711	1	4.71
PMDCDLLF_00352	-0.4579	37982.137	1.4	4.15
PMDCDLLF_00353	-0.2063	17082.219	7.2	6.13
PMDCDLLF_00354	-0.0816	12617.987	30	4.11
PMDCDLLF_00355	-0.8237	14485.784	1	4.46
PMDCDLLF_00356	-0.7264	28261.714	30	4.2
PMDCDLLF_00357	-0.6638	10867.049	1.3	4.47
PMDCDLLF_00358	-0.1434	38437.695	7.2	4.42
PMDCDLLF_00359	-0.2614	29769.171	4.4	4.3
PMDCDLLF_00360	-0.4805	34333.915	1.9	4.41
PMDCDLLF_00361	-0.0678	28114.518	1	4.41
PMDCDLLF_00362	-0.0549	14877.627	4.4	4.89
PMDCDLLF_00363	-0.4567	12749.979	1	4.77
PMDCDLLF_00364	1.778	4314.384	100	9.34
PMDCDLLF_00365	-0.3416	56290.498	1	4.22
PMDCDLLF_00366	0.9417	7782.285	2.8	5.99
PMDCDLLF_00367	-0.3516	69791.512	1.9	4.36
PMDCDLLF_00368	-0.1564	38154.306	1.1	4.39
PMDCDLLF_00369	0.3651	65378.752	100	6.15
PMDCDLLF_00370	-0.143	28874.12	20	4.96
PMDCDLLF_00371	-0.2535	57210.967	20	4.48
PMDCDLLF_00372	-0.3033	41980.682	20	4.3
PMDCDLLF_00373	-0.4406	57447.063	7.2	4.52
PMDCDLLF_00374	-0.3462	35327.467	1.1	4.68
PMDCDLLF_00375	-0.292	40525.182	0.8	4.44
PMDCDLLF_00376	-0.9192	6604.502	1	5.79
PMDCDLLF_00377	-0.5814	18596.213	1.9	4.27
PMDCDLLF_00379	-1.3766	13322.936	20	4.1
PMDCDLLF_00380	-0.3008	11940.057	1	4.65
PMDCDLLF_00381	-0.5623	18783.491	2.8	4.61
PMDCDLLF_00382	1.1104	11114.141	30	6.69
PMDCDLLF_00383	-0.541	13575.021	20	4.11
PMDCDLLF_00384	0.0894	40992.67	1.9	4.47
PMDCDLLF_00385	-1.1842	5572.023	1	8
PMDCDLLF_00386	-0.3621	24202.14	7.2	4.62
PMDCDLLF_00387	-0.9241	8847.848	1	3.84
PMDCDLLF_00388	-0.1773	28613.357	3.5	4.44
PMDCDLLF_00389	-0.5236	30204.41	20	4.8
PMDCDLLF_00390	-0.3687	34320.158	100	4.62
PMDCDLLF_00391	-0.6361	46976.695	100	4.87
PMDCDLLF_00392	-0.517	28804.286	100	4.96
PMDCDLLF_00393	-0.2633	29368.018	1.9	4.52
PMDCDLLF_00394	0.7174	15226.724	3.5	9.21
PMDCDLLF_00395	-1.0163	12581.964	100	6.59
PMDCDLLF_00396	-0.0334	19006.916	7.2	3.99
PMDCDLLF_00397	-0.5436	9711.905	1.9	5.12
PMDCDLLF_00398	-0.5638	48628.633	7.2	4.33
PMDCDLLF_00399	-0.5864	39046.611	20	4.29
PMDCDLLF_00400	-0.4535	30557.491	100	4.48
PMDCDLLF_00401	-0.7304	18320.981	1	4.18
PMDCDLLF_00402	-0.1713	23731.198	1.9	4.15
PMDCDLLF_00403	-0.3647	21560.833	1.9	4.22
PMDCDLLF_00404	0.01	9541.068	1.4	10.59
PMDCDLLF_00405	-0.5071	39272.89	1.9	4.66
PMDCDLLF_00406	-0.7035	45320.734	1.1	5.19
PMDCDLLF_00407	-0.4967	30650.414	4.4	4.2
PMDCDLLF_00408	-0.6087	28230.483	1	9.54
PMDCDLLF_00409	-0.3358	39480.586	7.2	4.5
PMDCDLLF_00410	-0.2802	34060.693	4.4	4.25
PMDCDLLF_00411	-0.2873	23497.629	1.9	4.37
PMDCDLLF_00412	-0.3824	12179.348	7.2	4.66
PMDCDLLF_00413	0.3929	5938.749	4.4	4.18
PMDCDLLF_00414	0.3751	59968.129	4.4	9.95
PMDCDLLF_00415	-0.2537	9983.944	1.1	3.87
PMDCDLLF_00416	0.9688	7980.27	0.8	3.94
PMDCDLLF_00417	0.988	7667.05	4.4	4.8
PMDCDLLF_00418	-0.6038	20476.796	7.2	5.23
PMDCDLLF_00419	-1.3864	4140.332	1.4	4.26
PMDCDLLF_00420	0.0632	18590.84	4.4	8.28
PMDCDLLF_00421	-0.1718	29140.252	5.5	4.37
PMDCDLLF_00422	-0.4908	18289.982	30	4.25
PMDCDLLF_00423	-0.5056	27165.255	30	5.08
PMDCDLLF_00424	-0.2272	27021.883	1.1	4.06
PMDCDLLF_00425	-0.9582	6716.431	1.3	5.57
PMDCDLLF_00426	-0.3784	28922.459	1.4	4.2
PMDCDLLF_00427	-0.1337	7028.714	4.4	4.24
PMDCDLLF_00428	-1.2461	10773.125	0.8	9.74
PMDCDLLF_00429	-0.4124	9820.981	1.3	4.56
PMDCDLLF_00430	-0.3085	22461.732	1.4	4.38
PMDCDLLF_00431	-0.1898	16668.624	7.2	4.22
PMDCDLLF_00432	-0.1762	29737.982	1.9	4.31
PMDCDLLF_00433	-0.8816	18144.269	4.4	4.24
PMDCDLLF_00434	-0.3847	41485.796	1.4	4.47
PMDCDLLF_00435	-0.1862	19680.816	7.2	4.33
PMDCDLLF_00436	0.65	8436.774	20	4.4
PMDCDLLF_00437	-0.0681	24024.375	1.9	4.36
PMDCDLLF_00438	-0.4403	26744.172	0.8	4.29
PMDCDLLF_00439	0.2114	7427.42	1	4.17
PMDCDLLF_00440	-0.6427	15621.276	0.8	4.51
PMDCDLLF_00441	-0.0597	28378.633	20	4.47
PMDCDLLF_00442	-0.7451	37473.758	1.9	4.12
PMDCDLLF_00443	1.2781	6644.002	1	5.36
PMDCDLLF_00444	-0.6564	30944.664	1.9	4.12
PMDCDLLF_00445	-0.4077	42304.038	1.9	4.59
PMDCDLLF_00446	-0.232	5863.703	4.4	9.95
PMDCDLLF_00448	-0.9632	16961.592	3.5	4.69
PMDCDLLF_00449	-0.1774	39613.634	4.4	4.74
PMDCDLLF_00450	-0.7749	12412.246	1.9	4.47
PMDCDLLF_00451	-0.6757	24041.537	1.9	4.54
PMDCDLLF_00452	-0.2783	14855.225	1.4	4.31
PMDCDLLF_00453	0.9613	24044.482	0.8	9.96
PMDCDLLF_00454	-1.1565	78325.785	1.9	3.59
PMDCDLLF_00455	-0.7871	21960.245	4.4	12.32
PMDCDLLF_00456	-0.2979	16468.032	2.8	4.62
PMDCDLLF_00457	-0.5031	23489.505	5.5	4.39
PMDCDLLF_00458	-0.1909	9915.113	4.4	4.21
PMDCDLLF_00459	-0.3452	60620.342	1	4.94
PMDCDLLF_00460	-1.0794	5213.668	7.2	4.59
PMDCDLLF_00461	-0.6569	11872.035	1.1	4.36
PMDCDLLF_00462	-0.1601	9790.058	30	5.04
PMDCDLLF_00463	0.9761	12491.936	4.4	10.21
PMDCDLLF_00464	-0.3218	21993.153	20	4.15
PMDCDLLF_00465	-0.5768	7338.239	4.4	5.21
PMDCDLLF_00466	-0.325	20906.389	2.8	4.69
