=====Result of the physicochemical property for each protein======

Pro_id	Hydrophobicity	MW	Half_life	pI
IKFDHMNE_00135	0.4417	78075.281	20	5.02
IKFDHMNE_00136	0.0293	4666.185	1.1	4.13
IKFDHMNE_00137	-0.2867	36621.623	1.9	9.31
IKFDHMNE_00138	-0.2944	20365.86	1.1	4.48
IKFDHMNE_00139	0.0411	21309.424	7.2	8.94
IKFDHMNE_00140	0.134	20187.816	4.4	4.29
IKFDHMNE_00141	-0.5197	38189.912	100	4.87
IKFDHMNE_00142	-0.6933	24871.087	1	9.06
IKFDHMNE_00143	0.012	53087.355	4.4	5.22
IKFDHMNE_00144	0.6011	49743.29	0.8	5.6
IKFDHMNE_00145	0.1458	5117.952	5.5	5.6
IKFDHMNE_00146	0.3477	4826.631	4.4	5.97
IKFDHMNE_00147	0.2444	64545.857	1.9	6.37
IKFDHMNE_00148	-0.4509	67783.206	5.5	6.05
IKFDHMNE_00149	-1.2647	22807.425	1.9	9.38
IKFDHMNE_00150	-0.4148	38198.26	100	5.06
IKFDHMNE_00151	-0.6852	46071.973	2.8	5.95
IKFDHMNE_00152	-0.3801	19814.044	20	4.8
IKFDHMNE_00153	0.825	16653.681	5.5	8.24
IKFDHMNE_00154	1.1587	8063.813	1.4	5.95
IKFDHMNE_00155	-0.2413	66923.558	5.5	4.72
IKFDHMNE_00156	-0.1226	37560.499	1.3	4.1
IKFDHMNE_00157	-0.292	77336.028	30	4.29
IKFDHMNE_00158	-0.3257	47652.724	1.9	5.02
IKFDHMNE_00159	-0.2649	45305.529	1.4	4.48
IKFDHMNE_00160	-0.3726	33223.794	1.1	4.34
IKFDHMNE_00161	-0.0974	13406.438	7.2	5.84
IKFDHMNE_00162	-0.3537	17980.375	20	4.93
IKFDHMNE_00163	-1.3646	8148.038	7.2	5.42
IKFDHMNE_00164	-0.6878	9913.754	20	4.42
IKFDHMNE_00165	-0.0779	43146.619	5.5	5.65
IKFDHMNE_00166	-0.7926	22442.136	1	5.6
IKFDHMNE_00167	-0.2145	26119.941	1.9	4.26
IKFDHMNE_00168	-0.6609	16669.062	4.4	4.52
IKFDHMNE_00169	-0.482	63123.667	7.2	5.83
IKFDHMNE_00170	-0.1716	24946.268	1.1	3.93
IKFDHMNE_00171	-0.2437	18918.287	7.2	5.06
IKFDHMNE_00172	0.06	23108.639	7.2	9.98
IKFDHMNE_00173	-0.1927	45962.41	3.5	4.98
IKFDHMNE_00174	-0.0564	26390.758	1.9	4.41
IKFDHMNE_00175	-0.4105	51173.666	1.3	5.37
IKFDHMNE_00176	-0.281	105946.983	20	4.88
IKFDHMNE_00177	-0.436	62700.551	1.3	5.33
IKFDHMNE_00178	-0.4999	19809.333	20	8.59
IKFDHMNE_00179	-0.4609	25537.555	20	5.43
IKFDHMNE_00180	0.4466	29082.744	1.3	4.93
IKFDHMNE_00181	-0.1544	32408.36	20	4.57
IKFDHMNE_00182	-0.3968	57289.738	1.4	4.76
IKFDHMNE_00183	-0.7089	32541.856	0.8	5.46
IKFDHMNE_00184	-0.2863	27126.167	1.9	11.28
IKFDHMNE_00185	-0.1229	54143.054	3.5	4.34
IKFDHMNE_00186	-0.0485	46932.58	1.3	4.34
IKFDHMNE_00187	-0.4011	35455.145	1	4.59
IKFDHMNE_00188	0.3749	31897.037	5.5	6.99
IKFDHMNE_00189	-0.0805	30867.685	4.4	5.05
IKFDHMNE_00190	-0.9144	16856.41	7.2	4.66
IKFDHMNE_00191	-0.6641	6037.675	1.9	4.63
IKFDHMNE_00192	-0.3758	9316.586	1.3	6.07
IKFDHMNE_00193	0.4607	5568.394	1.3	9.97
IKFDHMNE_00194	-0.8779	24395.298	1	5.6
IKFDHMNE_00195	-0.5188	39758.878	1.9	6.01
IKFDHMNE_00196	-0.5889	20394.487	1	4.66
IKFDHMNE_00197	-0.5807	21962.256	3.5	12.03
IKFDHMNE_00198	-0.2442	25890.435	1.1	5.98
IKFDHMNE_00199	-0.0562	21701.816	1.1	10.45
IKFDHMNE_00200	0.2706	20535.333	1	6.04
IKFDHMNE_00201	0.005	31555.192	20	4.32
IKFDHMNE_00202	0.0406	31530.668	7.2	4.74
IKFDHMNE_00203	0.1672	24358.713	20	4.62
IKFDHMNE_00204	0.6459	3824.399	1	4.53
IKFDHMNE_00205	0.2434	18980.778	1.1	9.21
IKFDHMNE_00206	-0.448	49111.986	1.3	4.84
IKFDHMNE_00207	-0.1488	38940.335	1.9	5.09
IKFDHMNE_00208	-0.3304	153302.503	1	4.21
IKFDHMNE_00209	-0.3017	19034.394	2.8	4.63
IKFDHMNE_00210	-0.6119	8174.092	30	4.77
IKFDHMNE_00211	-0.5206	74533.089	1	4.78
IKFDHMNE_00212	-0.4926	40261.293	1.1	4.74
IKFDHMNE_00213	-0.2946	43686.647	1.1	6.99
IKFDHMNE_00214	-0.2198	19178.54	1.1	4.31
IKFDHMNE_00215	0.8549	37734.904	20	8.8
IKFDHMNE_00216	-0.6264	25172.496	30	5.94
IKFDHMNE_00217	-0.748	23651.067	1.1	4.8
IKFDHMNE_00218	-0.8494	11476.869	1	5.11
IKFDHMNE_00219	-0.5958	38057.704	7.2	5.32
IKFDHMNE_00220	-0.3408	33307.222	20	5.42
IKFDHMNE_00221	0.0246	12523.464	1	5.51
IKFDHMNE_00222	-1.6074	6513.395	30	11.59
IKFDHMNE_00223	-0.225	18221.75	2.8	5.75
IKFDHMNE_00224	-0.261	10259.635	5.5	5.1
IKFDHMNE_00225	-0.3603	18907.264	2.8	4.86
IKFDHMNE_00226	-0.2999	6051.864	7.2	4.99
IKFDHMNE_00227	-0.503	14496.952	1.9	4.66
IKFDHMNE_00228	-0.5366	16348.299	20	5.01
IKFDHMNE_00229	-0.0573	14674.765	1	5.89
IKFDHMNE_00230	-0.9396	13309.832	1.3	7.95
IKFDHMNE_00231	-1.1275	6113.498	20	4.09
IKFDHMNE_00232	-0.4213	21525.194	100	9.24
IKFDHMNE_00233	-0.8871	9500.911	4.4	10.62
IKFDHMNE_00234	-1.1716	25046.682	5.5	6.53
IKFDHMNE_00235	-0.7144	7711.914	7.2	11.26
IKFDHMNE_00236	-0.5247	28464.657	1.9	5.32
IKFDHMNE_00237	-0.1108	104865.291	7.2	5.52
IKFDHMNE_00238	0.701	67174.363	7.2	4.61
IKFDHMNE_00239	-0.3879	40065.944	30	4.82
IKFDHMNE_00240	-0.5948	42490.964	100	4.51
IKFDHMNE_00241	0.8602	41745.649	1.4	5.63
IKFDHMNE_00242	-0.3463	25558.79	1.9	4.97
IKFDHMNE_00243	0.0013	16443.786	5.5	4.85
IKFDHMNE_00244	0.7617	37834.214	5.5	5.06
IKFDHMNE_00245	-0.6332	25069.911	100	4.95
IKFDHMNE_00246	0.311	10984.85	1	10
IKFDHMNE_00247	0.8924	8414.886	30	4.91
IKFDHMNE_00248	-0.5639	26155.029	1.3	10.88
IKFDHMNE_00249	-0.2598	14504.087	1	4.96
IKFDHMNE_00250	-0.3482	9665.136	1.9	11.64
IKFDHMNE_00251	0.3267	32590.457	4.4	5.8
IKFDHMNE_00252	-0.3852	20426.142	1	9.73
IKFDHMNE_00253	0.2401	47795.765	4.4	4.57
IKFDHMNE_00254	-0.5432	103847.345	1	5.55
IKFDHMNE_00255	-0.1736	51459.833	20	4.46
IKFDHMNE_00256	-0.4156	73415.431	1	4.41
IKFDHMNE_00257	-0.1656	35588.927	20	4.89
IKFDHMNE_00258	-0.3685	4104.789	20	9.68
IKFDHMNE_00259	-0.2237	89633.669	0.8	4.63
IKFDHMNE_00260	-0.5475	13459.048	100	4.42
IKFDHMNE_00261	-0.6407	66279.12	4.4	4.09
IKFDHMNE_00262	-0.4084	37989.5	1	6.21
IKFDHMNE_00263	-0.6001	70511.939	1.1	4.87
IKFDHMNE_00264	0.6674	39206.451	0.8	4.29
IKFDHMNE_00265	0.0277	28123.289	20	4.89
IKFDHMNE_00266	-0.24	37857.659	1.9	4.54
IKFDHMNE_00267	-0.2367	25083.285	4.4	5.59
IKFDHMNE_00268	-0.4834	75076.253	7.2	4.77
IKFDHMNE_00269	-0.5267	100097.131	0.8	5.14
IKFDHMNE_00270	-0.7041	20144.85	30	8.92
IKFDHMNE_00271	0.4086	41204.009	1.4	5.28
IKFDHMNE_00272	0.8979	4881.741	100	5.89
IKFDHMNE_00273	0.7131	12709.864	30	8.96
IKFDHMNE_00274	-0.7822	14380.16	1.9	5.86
IKFDHMNE_00275	0.9799	32821.896	1.3	9.06
IKFDHMNE_00276	0.6419	8635.334	7.2	9.5
IKFDHMNE_00277	-0.4218	48208.792	5.5	4.92
IKFDHMNE_00278	-0.1954	33726.445	5.5	5.05
IKFDHMNE_00279	-0.8112	17333.704	1.9	9.63
IKFDHMNE_00280	-0.303	22350.551	20	6.86
IKFDHMNE_00281	-0.1117	17532.892	1.9	4.64
IKFDHMNE_00282	-0.0763	17532.965	0.8	5.42
IKFDHMNE_00283	-0.5283	7868.274	1	10.65
IKFDHMNE_00284	0.7806	42419.429	100	9.67
IKFDHMNE_00285	0.0588	24321.987	1	3.96
IKFDHMNE_00286	0.2034	18847.781	1.9	8.73
IKFDHMNE_00287	0.0687	40410.961	1.4	5.52
IKFDHMNE_00288	0.7952	53725.45	4.4	6.32
IKFDHMNE_00289	0.0099	22928.075	7.2	5.06
IKFDHMNE_00290	-0.0395	5536.725	30	9.99
IKFDHMNE_00291	-0.1572	29105.155	30	4.75
IKFDHMNE_00292	-0.8178	12515.154	1.1	7.96
IKFDHMNE_00293	-0.5807	32430.327	1.9	8.76
IKFDHMNE_00294	-0.5797	32691.613	1.9	8.46
IKFDHMNE_00295	-0.4326	17819.938	1.3	6.09
IKFDHMNE_00296	-0.2546	18641.869	1.1	4.66
IKFDHMNE_00297	-0.5417	8907.039	1.9	4.82
IKFDHMNE_00298	-0.551	21855.604	1	5.26
IKFDHMNE_00299	-0.8622	24137.662	20	5.21
IKFDHMNE_00300	-0.5608	22663.092	1.1	4.66
IKFDHMNE_00301	-0.7749	29982.681	20	6.67
IKFDHMNE_00302	-0.204	34519.582	1	7.76
IKFDHMNE_00303	-0.4164	10030.542	100	6.54
IKFDHMNE_00304	-0.0606	23608.024	7.2	5.41
IKFDHMNE_00305	0.0796	18003.441	1.3	5.04
IKFDHMNE_00306	-0.0549	40076.619	30	5.04
IKFDHMNE_00307	0.1716	42543.774	1.4	5.09
IKFDHMNE_00308	-0.2643	18922.594	1	4.35
IKFDHMNE_00309	-0.2525	25269.595	1.3	6.96
IKFDHMNE_00310	-0.4338	79060.284	100	4.93
IKFDHMNE_00311	-0.5458	124674.686	7.2	4.9
IKFDHMNE_00312	-0.5009	135739.957	7.2	4.72
IKFDHMNE_00313	-0.4962	117953.319	1	4.69
IKFDHMNE_00314	-0.6501	71328.498	1	4.54
IKFDHMNE_00315	-0.3405	20963.428	1.9	4.31
IKFDHMNE_00316	-0.3999	25327.908	20	4.06
IKFDHMNE_00317	-0.7668	29377.872	20	5.6
IKFDHMNE_00318	-0.205	54489.508	7.2	4.81
IKFDHMNE_00319	-0.23	38699.318	4.4	4.55
IKFDHMNE_00320	-0.3464	153928.253	1.9	4.77
IKFDHMNE_00321	0.4636	51408.194	30	9.38
IKFDHMNE_00322	-0.6175	35784.092	20	4.91
IKFDHMNE_00323	0.4347	30271.196	5.5	4.96
IKFDHMNE_00324	0.6887	27441.112	1.9	4.99
IKFDHMNE_00325	-0.2312	56144.398	20	5
IKFDHMNE_00326	0.0019	21969.458	4.4	4.41
IKFDHMNE_00327	-0.611	45919.616	1.1	4.59
IKFDHMNE_00328	-0.413	33771.775	1.9	6.4
IKFDHMNE_00329	-0.7143	41161.588	7.2	5.92
IKFDHMNE_00330	-0.0702	30008.774	1	4.56
IKFDHMNE_00331	-0.3046	37976.149	4.4	4.53
IKFDHMNE_00332	-0.0599	51533.77	1	5.84
IKFDHMNE_00333	-0.4473	37488.191	1.9	4.96
IKFDHMNE_00334	0.8267	30870.451	2.8	7.58
IKFDHMNE_00335	-0.1717	52536.233	20	8.63
IKFDHMNE_00336	-0.188	65118.165	20	5.94
IKFDHMNE_00337	0.1161	3765.651	1	11.73
IKFDHMNE_00338	-0.2698	39539.728	7.2	4.94
IKFDHMNE_00339	-0.342	49926.321	100	5.71
IKFDHMNE_00340	0.3551	5421.179	1.9	5.2
IKFDHMNE_00341	-0.097	89734.194	100	5.14
IKFDHMNE_00342	-0.1096	7263.589	1	11.08
IKFDHMNE_00343	0.1035	18987.849	4.4	6.5
IKFDHMNE_00344	1.057	18467.226	100	9.57
IKFDHMNE_00345	0.1043	37552.767	1.4	5.85
IKFDHMNE_00346	-0.2894	55380.144	7.2	5.64
IKFDHMNE_00347	-0.4247	11502.692	1.9	4.44
IKFDHMNE_00348	-0.2342	35088.817	4.4	4.97
IKFDHMNE_00349	-0.1291	54849.305	4.4	4.82
IKFDHMNE_00350	-0.1053	20421.535	1.3	5.56
IKFDHMNE_00351	-0.5625	20281.885	1	5.1
IKFDHMNE_00352	-0.5444	18451.526	7.2	4.46
IKFDHMNE_00353	0.6785	27152.825	1	4.68
IKFDHMNE_00354	0.6889	13177.765	0.8	9.67
IKFDHMNE_00355	-0.3645	29801.806	0.8	4.6
IKFDHMNE_00356	-0.5373	102296.477	1.4	9.05
IKFDHMNE_00357	-0.5088	39180.96	3.5	5
IKFDHMNE_00358	-0.4722	11472.487	4.4	3.72
IKFDHMNE_00359	-0.3737	78744.719	7.2	4.87
IKFDHMNE_00360	-0.2651	59377.886	30	6.39
IKFDHMNE_00361	-0.3256	30890.326	1	6.31
IKFDHMNE_00362	-0.3232	54155.899	5.5	4.33
IKFDHMNE_00363	-0.0977	43486.501	1	9.51
IKFDHMNE_00364	-0.0396	7076.106	100	4.71
IKFDHMNE_00365	-0.0986	109833.368	100	9.52
IKFDHMNE_00366	-0.1096	71304.729	1.4	9.17
IKFDHMNE_00367	0.2953	66084.105	7.2	9.47
IKFDHMNE_00368	0.1199	39538.947	4.4	9.35
IKFDHMNE_00369	0.6474	4432.333	5.5	8.27
IKFDHMNE_00370	-0.2727	113221.571	1.9	5.26
IKFDHMNE_00371	-0.5362	30836.805	0.8	3.84
IKFDHMNE_00372	-0.2399	20029.362	20	4.4
IKFDHMNE_00373	-0.0058	22100.168	20	5.14
IKFDHMNE_00374	-0.0232	14610.629	1.3	5.32
IKFDHMNE_00375	-0.1945	12275.293	30	8.73
IKFDHMNE_00376	-0.4963	50158.52	1.9	5.28
IKFDHMNE_00377	0.8543	23928.692	0.8	9.2
IKFDHMNE_00378	0.6906	3484.13	5.5	5.93
IKFDHMNE_00379	-0.3588	8302.515	20	6.12
IKFDHMNE_00380	-0.5413	6580.587	100	7.76
IKFDHMNE_00381	-0.3733	72460.2709999999	1	4.87
IKFDHMNE_00382	-0.3054	35027.504	20	4.72
IKFDHMNE_00383	-0.7188	42879.745	30	5.84
IKFDHMNE_00384	-0.324	30964.757	1.2	5.55
IKFDHMNE_00385	0.854	20068.976	7.2	9.16
IKFDHMNE_00386	-0.5385	35200.655	1	6.49
IKFDHMNE_00387	-0.0377	24278.71	7.2	5.16
IKFDHMNE_00388	-0.3572	9840.105	7.2	4.6
IKFDHMNE_00389	-0.3428	15157.215	1.4	4.54
IKFDHMNE_00390	-0.2353	25565.781	5.5	5.67
IKFDHMNE_00391	-0.3883	13334.021	1.9	6.28
IKFDHMNE_00392	-0.0762	40009.765	1	5.9
IKFDHMNE_00393	0.2875	6436.747	20	9.68
IKFDHMNE_00394	-0.3593	93632.036	1.9	4.93
IKFDHMNE_00395	-0.7799	4889.617	3.5	5.99
IKFDHMNE_00396	0.8297	39660.609	20	4.56
IKFDHMNE_00397	0.0337	58849.27	20	5.44
IKFDHMNE_00398	-0.3883	22737.123	1.3	7.73
IKFDHMNE_00399	-0.6226	41276.546	4.4	7.15
IKFDHMNE_00401	-0.0702	11101.497	0.8	4.28
IKFDHMNE_00402	-0.0145	23150.818	1.9	9.48
IKFDHMNE_00403	-0.0617	30843.482	1	4.92
IKFDHMNE_00404	0.0518	34943.465	4.4	4.97
IKFDHMNE_00405	-0.0401	36209.402	30	5.55
IKFDHMNE_00406	-0.0558	9927.329	5.5	4.27
IKFDHMNE_00407	0.3263	6086.225	7.2	7.9
IKFDHMNE_00408	0.1913	5112.034	5.5	9.18
IKFDHMNE_00409	0.4053	4731.647	7.2	9.3
IKFDHMNE_00410	-0.5852	44180.945	1.3	9.54
IKFDHMNE_00411	-0.1745	22477.407	5.5	4.73
IKFDHMNE_00412	-0.3911	61073.951	30	5.5
IKFDHMNE_00413	-0.1714	27944.366	1.9	9.14
IKFDHMNE_00414	-0.004	30434.28	20	5.62
IKFDHMNE_00415	0.05	36312.123	1.9	9.59
IKFDHMNE_00416	-0.4258	16116.293	1	6.03
IKFDHMNE_00417	-0.1959	29940.382	20	8.88
IKFDHMNE_00418	0.7283	37577.314	0.8	5.38
IKFDHMNE_00419	-0.2142	46440.5	1	5.97
IKFDHMNE_00420	0.0677	32374.299	2.8	6.83
IKFDHMNE_00421	-0.5878	7082.933	1.3	5.07
IKFDHMNE_00422	-0.2279	73724.504	100	6.75
IKFDHMNE_00423	-0.0215	17006.094	1.3	10.4
IKFDHMNE_00424	-0.3445	11196.567	4.4	4.47
IKFDHMNE_00425	0.1741	40883.149	1.3	7.18
IKFDHMNE_00426	-0.0396	38388.244	1	8.67
IKFDHMNE_00427	0.3327	6083.047	1	5.33
IKFDHMNE_00428	-0.2298	56290.942	1.9	5.39
IKFDHMNE_00429	-0.3291	52437.465	7.2	5.07
IKFDHMNE_00430	-0.6366	12613.199	30	5.35
IKFDHMNE_00431	0.0385	8343.614	20	9.35
IKFDHMNE_00432	-0.0164	26361.022	1.9	5.88
IKFDHMNE_00433	-0.5223	11095.333	1	4.6
IKFDHMNE_00434	0.7152	35798.733	1.9	6.14
IKFDHMNE_00435	-0.5936	22474.396	1.1	5.41
IKFDHMNE_00436	-0.1231	23859.127	4.4	4.95
IKFDHMNE_00437	-0.226	29240.931	20	5.24
IKFDHMNE_00438	-0.3748	54793.999	1.1	9.93
IKFDHMNE_00439	0.7742	44808.497	1.1	9.51
IKFDHMNE_00440	-0.7315	31009.934	20	3.99
IKFDHMNE_00441	-0.0534	10885.07	1.9	4
IKFDHMNE_00442	-0.2046	67254.448	1.4	4.93
IKFDHMNE_00443	-1.3134	6107.754	20	10.66
IKFDHMNE_00444	-0.4734	98455.153	1.3	5.11
IKFDHMNE_00445	-0.3521	15255.454	100	5.14
IKFDHMNE_00446	-0.6655	18538.971	1.1	6.62
IKFDHMNE_00447	-0.5451	25438.855	1.9	5.82
IKFDHMNE_00448	0.045	65616.368	7.2	4.75
IKFDHMNE_00449	-0.4617	88013.226	1.9	5.45
IKFDHMNE_00450	0.4209	32423.872	1.9	8.88
IKFDHMNE_00451	-0.2387	34255.986	3.5	5.85
IKFDHMNE_00452	-0.504	28155.169	1	9.54
IKFDHMNE_00453	-1.0651	8251.566	1	9.39
IKFDHMNE_00454	-0.1055	9977.272	100	4.89
IKFDHMNE_00455	-0.1975	45942.109	1.4	5.43
IKFDHMNE_00456	-0.3791	16202.336	7.2	6.48
IKFDHMNE_00457	-1.7987	9490.776	1.9	3.97
IKFDHMNE_00458	-0.1131	23536.836	4.4	5.22
IKFDHMNE_00459	-0.2686	26340.928	1.9	5.12
IKFDHMNE_00460	0.3339	7079.434	100	9.62
IKFDHMNE_00461	0.1197	7759.862	30	6.89
IKFDHMNE_00462	0.5011	31223.26	1	9.69
IKFDHMNE_00463	-0.5447	35154.129	4.4	8.88
IKFDHMNE_00464	-0.6686	22707.877	100	9.01
IKFDHMNE_00465	-0.1325	30488.999	1.9	5.87
IKFDHMNE_00466	-0.0576	13712.579	1.3	5.02
IKFDHMNE_00467	-0.2034	27320.041	30	5.71
IKFDHMNE_00469	0.2063	7148.341	100	6.04
