=====Result of the physicochemical property for each protein======

Pro_id	Hydrophobicity	MW	Half_life	pI
HKGAJDFI_00109	-0.4152	19628.445	1.9	5.31
HKGAJDFI_00110	-0.1586	34256.479	1.9	4.55
HKGAJDFI_00111	-0.4323	15768.402	1.9	4.72
HKGAJDFI_00112	-0.5878	32693.537	1.1	5.08
HKGAJDFI_00113	-0.2092	22116.13	1.4	6.3
HKGAJDFI_00114	-0.477	52426.122	4.4	5.8
HKGAJDFI_00115	-0.337	31012.921	7.2	4.87
HKGAJDFI_00116	-0.0573	12694.518	5.5	4.77
HKGAJDFI_00117	0.9391	50902.899	7.2	4.97
HKGAJDFI_00118	-0.2379	42652.46	20	4.72
HKGAJDFI_00119	-0.3284	15800.577	4.4	4.48
HKGAJDFI_00120	-0.5866	42394.169	7.2	5.21
HKGAJDFI_00121	0.5929	13571.824	1.4	5.55
HKGAJDFI_00122	0.5213	9276.72	1	4.83
HKGAJDFI_00123	-0.1885	23887.953	20	6.29
HKGAJDFI_00124	0.0588	20242.064	20	4.81
HKGAJDFI_00125	-0.2413	20885.644	3.5	4.95
HKGAJDFI_00126	-0.2702	43757.079	0.8	4.51
HKGAJDFI_00127	0.1581	7101.142	1.9	4.09
HKGAJDFI_00128	0.0968	6453.28	1	3.88
HKGAJDFI_00129	-0.2544	4925.599	1.1	5
HKGAJDFI_00130	-0.2965	26231.725	1.1	5.12
HKGAJDFI_00131	-0.3955	47514.416	1.9	4.95
HKGAJDFI_00132	-0.2806	22205.852	20	4.7
HKGAJDFI_00133	0.5755	31711.319	20	4.96
HKGAJDFI_00134	-0.2724	59670.608	1.4	5.02
HKGAJDFI_00135	0.9377	27355.153	7.2	10.78
HKGAJDFI_00136	-0.3345	27299.867	30	5.87
HKGAJDFI_00138	-0.7174	8669.765	2.8	10.48
HKGAJDFI_00139	-0.2497	23075.017	100	6.43
HKGAJDFI_00140	0.0028	38469.302	20	4.64
HKGAJDFI_00141	-0.0701	42389.678	20	7.03
HKGAJDFI_00142	-0.1201	41722.533	5.5	6.77
HKGAJDFI_00143	-0.5114	32731.865	1.9	6.76
HKGAJDFI_00144	0.8438	46030.621	1.1	9.82
HKGAJDFI_00145	-0.0687	43761.936	20	5.29
HKGAJDFI_00146	-0.4044	35172.472	20	5.49
HKGAJDFI_00147	-0.5387	41676.481	1.9	9.48
HKGAJDFI_00148	0.0537	66540.33	1.1	6.58
HKGAJDFI_00149	-0.3304	45642.504	7.2	5.74
HKGAJDFI_00150	-0.3855	100070.909	1	4.87
HKGAJDFI_00151	-0.4888	46885.921	1	4.43
HKGAJDFI_00152	-0.4112	38693.065	1.4	4.58
HKGAJDFI_00153	-0.3077	9700.588	4.4	4.16
HKGAJDFI_00154	-0.0687	18371.744	1	4.39
HKGAJDFI_00155	-0.2398	18545.746	1.1	4.6
HKGAJDFI_00156	-0.6392	24195.894	1	4.6
HKGAJDFI_00157	-0.1885	36225.682	7.2	4.64
HKGAJDFI_00158	-0.2336	9864.036	20	4.37
HKGAJDFI_00159	-0.1868	65235.492	1	4.78
HKGAJDFI_00160	-0.9768	17901.829	1.9	4.61
HKGAJDFI_00161	0.7435	20444.9	5.5	4.35
HKGAJDFI_00162	-0.1901	15373.148	4.4	4.48
HKGAJDFI_00163	-0.9665	117738.474	20	4.93
HKGAJDFI_00164	-0.9526	13278.816	20	4.71
HKGAJDFI_00165	-0.2492	23931.485	1	9.77
HKGAJDFI_00166	-0.3612	13130.832	20	4.84
HKGAJDFI_00167	-0.8088	19129.243	20	4.71
HKGAJDFI_00168	-0.6452	10416.442	1	5.38
HKGAJDFI_00169	-0.2725	24387.678	1	5.97
HKGAJDFI_00170	0.3115	37142.892	20	5.76
HKGAJDFI_00171	-0.0623	46187.784	3.5	10.44
HKGAJDFI_00172	-0.059	44791.934	1	4.32
HKGAJDFI_00173	-0.2276	36107.887	1	5.49
HKGAJDFI_00174	-0.6324	137867.074	1.1	5.93
HKGAJDFI_00175	-0.2999	8015.919	4.4	4.77
HKGAJDFI_00176	-0.1388	46482.512	1.1	4.95
HKGAJDFI_00177	-0.1353	41042.874	1	4.57
HKGAJDFI_00178	-0.3303	25376.548	1.1	4.86
HKGAJDFI_00179	-0.4359	39806.509	7.2	5.05
HKGAJDFI_00180	-0.5911	48793.474	5.5	4.59
HKGAJDFI_00181	-0.3491	34025.993	5.5	4.91
HKGAJDFI_00182	-0.047	18937.961	0.8	9.84
HKGAJDFI_00183	-0.4053	18667.003	7.2	5.15
HKGAJDFI_00184	-0.3231	47289.279	1	5.15
HKGAJDFI_00185	-0.5171	70958.86	7.2	8.56
HKGAJDFI_00186	0.007	43122.154	1.4	4.63
HKGAJDFI_00187	0.061	53239.328	1	5.42
HKGAJDFI_00188	-0.6646	30989.384	30	4.69
HKGAJDFI_00189	-0.5484	94772.522	1	5.09
HKGAJDFI_00190	-1.0074	20278.845	100	6.22
HKGAJDFI_00191	-0.8454	22741.093	100	9.98
HKGAJDFI_00192	-0.0642	29752.478	1.9	4.5
HKGAJDFI_00193	-0.236	29665.868	1.9	4.23
HKGAJDFI_00194	-0.4963	15430.059	4.4	5.3
HKGAJDFI_00195	-0.0234	37919.24	100	4.64
HKGAJDFI_00196	-0.2425	32097.112	20	4.73
HKGAJDFI_00197	-0.0123	38367.177	1.4	4.75
HKGAJDFI_00198	-0.7797	19936.758	1	4.3
HKGAJDFI_00200	-0.6463	18842.02	20	4.63
HKGAJDFI_00201	-0.3664	59324.215	0.8	4.74
HKGAJDFI_00202	0.7378	29510.84	30	7.77
HKGAJDFI_00203	-0.45	62464.938	2.8	4.67
HKGAJDFI_00204	-0.1782	43477.864	1	5.78
HKGAJDFI_00205	-0.3809	27191.423	1.9	5.14
HKGAJDFI_00206	-0.2923	31779.818	20	5.26
HKGAJDFI_00207	-0.2298	10261.168	7.2	11.34
HKGAJDFI_00208	-0.1181	72053.069	0.8	4.52
HKGAJDFI_00209	0.5304	33404.808	1	5.19
HKGAJDFI_00210	-0.2267	48237.076	20	4.58
HKGAJDFI_00211	-0.3762	20548.749	1	4.28
HKGAJDFI_00212	0.9349	52394.661	1.1	5.09
HKGAJDFI_00213	-0.4091	11270.511	20	4.45
HKGAJDFI_00214	0.7914	58473.996	1.4	4.95
HKGAJDFI_00215	0.6806	72349.592	1.9	4.99
HKGAJDFI_00216	1.1634	10873.017	1	5.59
HKGAJDFI_00217	1.2695	17683.378	1.1	5.34
HKGAJDFI_00218	-0.3075	64664.12	0.8	5.85
HKGAJDFI_00219	-0.3907	67982.666	1	4.85
HKGAJDFI_00220	-0.4568	63901.998	1.1	5.25
HKGAJDFI_00221	-0.5129	47292.452	20	9.62
HKGAJDFI_00222	-0.1447	59120.638	1.9	4.93
HKGAJDFI_00223	-0.5311	48911.496	4.4	4.71
HKGAJDFI_00224	-0.3399	27244.442	20	4.46
HKGAJDFI_00225	0.6695	18097.304	1	6.07
HKGAJDFI_00226	-0.6298	47580.968	1.3	4.95
HKGAJDFI_00227	-0.0883	35660.794	20	7.21
HKGAJDFI_00228	-0.3762	12596.993	1.9	4.68
HKGAJDFI_00229	0.835	28681.687	5.5	4.89
HKGAJDFI_00230	-0.1191	33531.149	1.9	5.4
HKGAJDFI_00231	-0.602	10789.218	7.2	9.38
HKGAJDFI_00232	-0.2227	20634.369	20	4.7
HKGAJDFI_00233	-0.442	26145.476	20	7.86
HKGAJDFI_00234	0.6827	32442.595	1.9	7.68
HKGAJDFI_00235	-0.4359	34901.423	20	5.17
HKGAJDFI_00236	-0.4206	25755.145	1	8.92
HKGAJDFI_00237	-0.2791	22907.097	100	5.37
HKGAJDFI_00238	0.0722	41914.158	7.2	5.81
HKGAJDFI_00239	0.3649	10518.563	1	11.63
HKGAJDFI_00240	-0.0275	32140.398	20	5.24
HKGAJDFI_00241	-0.6432	18145.836	1.4	4.25
HKGAJDFI_00242	-0.3032	32539.592	5.5	5.36
HKGAJDFI_00243	-0.1792	37053.598	20	4.83
HKGAJDFI_00244	-0.7372	23050.363	20	5.01
HKGAJDFI_00245	-0.1649	23943.29	1.3	5.59
HKGAJDFI_00246	-0.9486	17302.74	2.8	4.38
HKGAJDFI_00247	-0.7325	9369.443	4.4	9.62
HKGAJDFI_00248	-0.1977	45879.851	1.9	5.11
HKGAJDFI_00249	-0.145	34248.624	3.5	5.07
HKGAJDFI_00250	-0.6445	77429.062	30	5.13
HKGAJDFI_00251	-0.3956	30558.105	100	5.4
HKGAJDFI_00252	-0.2356	35391.817	20	4.55
HKGAJDFI_00253	-0.0168	31022.176	1.9	4.43
HKGAJDFI_00254	-0.3712	15684.601	1.1	4.76
HKGAJDFI_00255	-0.0709	32030.924	1	4.45
HKGAJDFI_00256	0.9248	36675.151	7.2	4.77
HKGAJDFI_00257	-0.1716	16455.367	1.4	4.99
HKGAJDFI_00258	-0.4875	81160.552	1.9	4.87
HKGAJDFI_00259	-0.0537	24290.541	1.9	4.02
HKGAJDFI_00260	-0.1767	28092.937	1	4.23
HKGAJDFI_00261	-0.3773	31341.982	7.2	4.81
HKGAJDFI_00262	-0.2777	19380.304	30	4.42
HKGAJDFI_00263	-0.8374	7598.578	20	4.68
HKGAJDFI_00264	-0.8749	6826.326	7.2	4.28
HKGAJDFI_00265	-0.4678	14427.846	7.2	4.32
HKGAJDFI_00266	-0.9086	7583.213	7.2	4.55
HKGAJDFI_00267	-0.9056	13946.145	4.4	4.44
HKGAJDFI_00268	-0.6229	11135.213	1.4	4.44
HKGAJDFI_00269	-0.7024	9440.476	1	4.75
HKGAJDFI_00270	-0.5763	25241.907	30	4.95
HKGAJDFI_00271	-0.2695	12397.843	7.2	4.47
HKGAJDFI_00272	-0.3877	4453.735	7.2	3.46
HKGAJDFI_00273	-0.5585	13165.116	7.2	4.08
HKGAJDFI_00274	-0.2901	16338.062	1.1	4.41
HKGAJDFI_00275	-0.4854	41616.525	7.2	6.92
HKGAJDFI_00276	-0.4861	39653.037	1.4	4.59
HKGAJDFI_00277	0.7238	6995.206	5.5	5.48
HKGAJDFI_00278	-0.3505	9308.238	7.2	4.06
HKGAJDFI_00279	-0.5245	65088.556	7.2	4.31
HKGAJDFI_00280	-0.2291	29946.678	1.1	4.03
HKGAJDFI_00281	-0.7755	33083.142	4.4	4.17
HKGAJDFI_00282	-0.1819	25244.483	100	4.06
HKGAJDFI_00283	0.0712	12956.239	100	3.62
HKGAJDFI_00284	-0.3786	25526.985	20	4.91
HKGAJDFI_00285	-0.2496	50427.642	20	3.89
HKGAJDFI_00286	-0.4202	18567.255	2.8	4.26
HKGAJDFI_00287	-0.4348	61092.8	20	4.56
HKGAJDFI_00288	-0.5895	40958.727	1.9	4.63
HKGAJDFI_00289	-0.5183	15617.339	20	4.99
HKGAJDFI_00290	-0.4916	57424.002	20	4.31
HKGAJDFI_00291	-0.8805	41601.289	1.9	4.51
HKGAJDFI_00292	-0.4116	14967.215	1.9	4.14
HKGAJDFI_00293	-0.172	12673.029	1.9	4.75
HKGAJDFI_00294	-0.4319	13319.815	1.9	5.37
HKGAJDFI_00295	-0.396	8487.597	1.9	4.87
HKGAJDFI_00296	-0.2152	14064.82	4.4	4.66
HKGAJDFI_00297	-0.8271	21717.847	4.4	4.64
HKGAJDFI_00298	0.2966	79462.967	1.9	4.02
HKGAJDFI_00299	-1.2903	6226.857	5.5	5.79
HKGAJDFI_00300	-1.2479	27981.713	1.9	4.33
HKGAJDFI_00301	-1.0719	13992.955	100	4.79
HKGAJDFI_00302	-0.2273	48891.493	100	4.01
HKGAJDFI_00303	-0.7483	23983.294	4.4	4.76
HKGAJDFI_00304	-0.5145	17389.299	1.9	5.01
HKGAJDFI_00305	-0.6378	14147.1	1.9	4.01
HKGAJDFI_00306	-0.2999	10894.818	20	4.35
HKGAJDFI_00307	-0.8593	13428.699	7.2	3.76
HKGAJDFI_00308	-0.4568	36152.617	7.2	4.25
HKGAJDFI_00309	-0.0318	14561.819	100	4.21
HKGAJDFI_00310	-0.9319	70646.299	0.8	3.91
HKGAJDFI_00311	0.3394	6747.494	1.4	3.1
HKGAJDFI_00312	-0.6567	33079.733	1.9	6.13
HKGAJDFI_00313	-0.7612	59679.899	1.9	4.25
HKGAJDFI_00314	-0.6351	59501.951	1.1	4.62
HKGAJDFI_00315	-0.8084	23070.266	30	4.8
HKGAJDFI_00316	-0.472	14593.961	1.4	4.19
HKGAJDFI_00317	-0.7074	10299.315	20	4.58
HKGAJDFI_00318	-0.5782	16283.843	20	4.61
HKGAJDFI_00320	0.1033	6720.77	1.9	8.09
HKGAJDFI_00321	0.682	14870.29	7.2	4.15
HKGAJDFI_00322	1.1683	6262.447	1	5
HKGAJDFI_00323	-1.0764	19906.017	20	6.38
HKGAJDFI_00324	-0.2616	10285.558	4.4	5.01
HKGAJDFI_00325	-0.6858	33407.011	100	5.18
HKGAJDFI_00326	-0.456	25501.491	0.8	5.25
HKGAJDFI_00327	-0.6138	27982.054	3.5	5.12
HKGAJDFI_00328	-0.4851	33740.309	1.2	4.55
HKGAJDFI_00329	-0.8668	17160.682	4.4	4.73
HKGAJDFI_00330	-0.4499	26084.391	20	5.28
HKGAJDFI_00331	-0.4204	22779.13	20	4.55
HKGAJDFI_00332	-0.614	6578.162	1.9	7.73
HKGAJDFI_00333	-0.6843	20141.993	1.9	4.55
HKGAJDFI_00334	-0.6499	28824.841	30	4.73
HKGAJDFI_00335	-0.7507	14848.52	20	5.81
HKGAJDFI_00336	-0.4384	5633.098	1.9	4.35
HKGAJDFI_00337	-0.894	23764.064	30	4.95
HKGAJDFI_00338	-0.3653	96328.249	20	4.87
HKGAJDFI_00339	-0.5592	32352.593	2.8	4.51
HKGAJDFI_00340	-0.1959	35310.829	20	4.06
HKGAJDFI_00341	-0.5345	117836.767	7.2	5.09
HKGAJDFI_00342	-0.6513	69564.558	7.2	4.61
HKGAJDFI_00343	-0.6017	56773.289	1.4	4.55
HKGAJDFI_00344	-0.6129	114487.053	100	4.51
HKGAJDFI_00345	-0.2745	21587.799	7.2	10.57
HKGAJDFI_00346	-0.4955	118212.891	7.2	4.56
HKGAJDFI_00347	-0.5526	70437.129	1.3	4.78
HKGAJDFI_00348	-0.4102	64079.079	3.5	4.56
HKGAJDFI_00349	-0.9708	12137.607	20	6.6
HKGAJDFI_00350	-0.5806	66413.644	30	4.72
HKGAJDFI_00351	-0.6248	57072.43	3.5	4.79
HKGAJDFI_00352	-0.3954	126944.138	1.9	5.15
HKGAJDFI_00353	-0.6856	54499.807	1	5.63
HKGAJDFI_00354	0.3023	4638.405	7.2	5.97
HKGAJDFI_00355	0.3962	14177.718	1	8.65
HKGAJDFI_00356	-0.4164	92086.105	3.5	5.7
HKGAJDFI_00357	-0.4897	128971.854	5.5	4.96
HKGAJDFI_00358	0.6765	64179.361	4.4	5.25
HKGAJDFI_00359	0.4745	5660.632	1.4	6.69
HKGAJDFI_00360	-0.4678	58773.194	1.4	4.69
HKGAJDFI_00361	-0.4838	41012.711	4.4	4.43
HKGAJDFI_00362	-0.3506	52773.061	0.8	4.45
HKGAJDFI_00363	-0.4337	73905.308	4.4	5.03
HKGAJDFI_00364	-0.1649	24908.228	1.3	4.65
HKGAJDFI_00365	-0.3429	38762.692	30	4.99
HKGAJDFI_00366	-0.2898	61778.759	1.4	4.49
HKGAJDFI_00367	-0.3424	25481.165	4.4	4.59
HKGAJDFI_00368	-0.0956	37260.092	1.4	4.97
HKGAJDFI_00369	-0.3978	31282.021	1.1	4.66
HKGAJDFI_00370	-0.3541	36326.639	1.9	4.7
HKGAJDFI_00371	-0.3021	23571.719	4.4	4.4
HKGAJDFI_00372	0.096	25990.111	0.8	4.37
HKGAJDFI_00373	-0.8633	51803.086	20	8.82
HKGAJDFI_00374	-0.6835	42211.461	1.3	4.93
HKGAJDFI_00375	-0.6049	11540.004	3.5	5.11
HKGAJDFI_00376	-0.9999	11076.267	4.4	4.95
HKGAJDFI_00377	-0.4098	19701.184	20	4.69
HKGAJDFI_00378	-0.3293	19480.874	20	4.71
HKGAJDFI_00379	-0.4828	11185.534	4.4	9.85
HKGAJDFI_00380	-0.6617	15174.269	1	9.41
HKGAJDFI_00381	-0.4725	23626.637	1.1	11.18
HKGAJDFI_00382	-0.1308	18940.491	20	5.43
HKGAJDFI_00383	-0.5175	48293.037	1.1	8.76
HKGAJDFI_00384	-0.664	42636.91	1.9	5.96
HKGAJDFI_00385	-0.4189	6261.292	3.5	5.14
HKGAJDFI_00386	-1.0507	27650.32	20	5.76
HKGAJDFI_00387	-0.6964	24459.752	1	4.71
HKGAJDFI_00388	-0.5401	11743.124	1.4	5.09
HKGAJDFI_00389	-0.5701	34918.152	1.9	4.92
HKGAJDFI_00390	-0.6315	37782.924	20	5.78
HKGAJDFI_00391	-0.9686	51737.054	0.8	4.49
HKGAJDFI_00392	-0.8823	17875.909	20	4.66
HKGAJDFI_00393	-0.9116	22147.754	20	4.94
HKGAJDFI_00394	-0.3467	67543.225	1.3	4.97
HKGAJDFI_00395	-0.5639	79744.925	1.1	4.83
HKGAJDFI_00396	-0.4351	37838.961	4.4	5.22
HKGAJDFI_00397	-0.7184	37132.815	1.9	5.43
HKGAJDFI_00398	-1.5454	8611.194	1.9	6.73
HKGAJDFI_00399	-0.5741	44428.046	0.8	5.9
HKGAJDFI_00400	-0.4935	26178.218	4.4	4.51
HKGAJDFI_00401	-0.551	74592.632	1	4.56
HKGAJDFI_00402	-0.7828	28465.894	1	5.61
HKGAJDFI_00403	-0.673	116877.701	1.1	5.08
HKGAJDFI_00404	-0.8034	55681.513	4.4	4.85
HKGAJDFI_00405	-0.5456	53033.291	1.9	5.08
HKGAJDFI_00406	-0.5772	58193.539	1	4.44
HKGAJDFI_00407	-1.3119	9862.064	1.9	5.55
HKGAJDFI_00408	-0.0466	20869.382	4.4	4.12
HKGAJDFI_00409	0.7558	9640.55	5.5	5.81
HKGAJDFI_00410	-0.9222	58847.489	20	5.93
HKGAJDFI_00411	-0.1328	23308.447	30	11.45
HKGAJDFI_00412	-0.6943	58906.91	1.9	5.15
HKGAJDFI_00413	-0.8422	10858.359	3.5	9.77
HKGAJDFI_00414	-0.8013	40561.692	1.9	5.35
HKGAJDFI_00415	-0.9351	56961.484	1.1	6.96
HKGAJDFI_00416	-0.6324	66240.964	20	10.51
HKGAJDFI_00417	-0.7595	31788.831	20	8.82
HKGAJDFI_00418	-0.6874	3377.699	1.1	4.32
HKGAJDFI_00419	-0.6968	25559.05	1.4	9.51
HKGAJDFI_00420	-0.7213	51938.276	1.3	5.71
HKGAJDFI_00421	-0.1175	33074.38	4.4	4.57
HKGAJDFI_00422	-0.43	28681.353	1.3	5.03
HKGAJDFI_00423	-0.7372	75081.235	2.8	4.24
HKGAJDFI_00424	-0.7424	23687.294	30	4.81
HKGAJDFI_00425	-0.2045	12018.748	100	5.8
HKGAJDFI_00426	-0.6897	23104.418	1.9	4.46
HKGAJDFI_00427	-0.388	13219.954	7.2	4.55
HKGAJDFI_00428	-1.2805	23564.755	1.9	5.36
HKGAJDFI_00429	1.1184	4238.986	1	3.54
HKGAJDFI_00430	-0.1433	16003.205	1.1	4.5
HKGAJDFI_00431	-0.1579	28212.969	20	4.7
HKGAJDFI_00432	-0.2959	75798.486	7.2	4.16
HKGAJDFI_00433	-0.5178	73161.8009999999	4.4	4.36
HKGAJDFI_00434	-0.4181	11260.61	0.8	4.31
HKGAJDFI_00435	-0.5602	40862.6	1.9	4.69
HKGAJDFI_00436	-0.1707	17203.451	4.4	4.8
HKGAJDFI_00437	-0.6651	38144.505	1.1	4.23
HKGAJDFI_00438	-0.3848	43554.145	100	4.15
HKGAJDFI_00439	-0.4905	41670.077	1.2	4.35
HKGAJDFI_00440	-0.7551	39936.383	1	7.17
HKGAJDFI_00441	-0.4958	15594.968	1.4	4.23
HKGAJDFI_00442	0.0157	13710.384	1.1	4.41
HKGAJDFI_00443	-0.2134	40528.87	7.2	4.4
HKGAJDFI_00444	-0.2387	42310.066	20	4.41
HKGAJDFI_00445	-0.6258	18784.798	7.2	4.25
HKGAJDFI_00446	-0.4023	58663.037	1.9	5.09
HKGAJDFI_00447	-0.3569	31786.257	5.5	4.6
HKGAJDFI_00448	-0.6755	17957.634	20	4.26
HKGAJDFI_00449	-0.1139	15204.627	7.2	4.14
HKGAJDFI_00450	-0.4134	45688.603	4.4	4.19
HKGAJDFI_00451	-0.7663	37959.449	1	4.37
HKGAJDFI_00452	-0.5027	50737.406	4.4	4.8
HKGAJDFI_00453	-0.5446	17060.897	20	4.54
HKGAJDFI_00454	-0.4233	12551.253	1.3	7.98
HKGAJDFI_00455	-0.4124	11659.238	1.1	8.73
HKGAJDFI_00456	0.3574	5700.493	4.4	5.25
HKGAJDFI_00457	-0.4808	44468.751	100	4.49
HKGAJDFI_00458	-0.1301	40606.898	1	4.59
HKGAJDFI_00459	-0.1176	49442.668	1.9	4.52
HKGAJDFI_00460	-0.296	37115.944	7.2	4.52
HKGAJDFI_00461	-0.2722	28948.37	1.9	4.43
HKGAJDFI_00462	-0.4665	62633.302	1.3	4.3
HKGAJDFI_00463	-0.3152	49348.382	4.4	4.92
HKGAJDFI_00464	-0.4929	70470.855	1.1	4.34
HKGAJDFI_00465	-0.4428	39153.275	30	4.28
HKGAJDFI_00466	-0.3237	41620.562	1.9	4.58
