#contig	SG1-2014-09-1	SG1-2014-09-2	SG1-2014-09-3	SG1-2014-09-4	SG1-2014-09-5	SG1-2015-06-1	SG1-2015-06-2	SG1-2015-06-3	SG1-2015-06-4	SG1-2015-06-5	SG1-2016-02-1	SG1-2016-02-2	SG1-2016-02-3	SG1-2016-02-4	SG1-2016-02-5	SG1-2017-02-1	SG1-2017-02-2	SG1-2017-02-3	SG1-2017-02-4	SG1-2017-02-5
NODE_5215_length_11394_cov_230.744157	328690.25856	69729.598946	289002.493219	440597.345077	175656.546667	165580.975094	1342421.66772	798187.262061	620058.760842	753659.113447	340546.085984	264883.944745	411361.883102	179576.334782	529806.962259	160969.038304	290206.966438	93032.8475727	99693.9622993	211969.916957
NODE_5219_length_11387_cov_20.100688	77879.0614681	119221.810557	69843.680905	52541.6735249	98479.4900337	73295.8289117	101559.026383	294961.344838	188690.080185	104630.409195	59184.9778494	15618.5728471	21591.5558134	18051.5826045	16496.3354865	10839.3055577	13216.1003545	22731.5325005	40380.6633678	62657.850359
NODE_5229_length_11371_cov_40.622923	52808.0654309	258776.713969	221348.379708	197220.159464	46463.4492944	79238.5638723	5729.56202868	23503.4393369	121801.964181	79722.3624684	1185.59867548	22969.0749875	1820.29165131	2185.40734688	4123.8030412	27091.3239059	31152.7302617	40201.6132821	66466.0821683	59696.067883
NODE_5238_length_11356_cov_32.157154	6888.25644825	519.275009471	13294.4377478	6543.13917439	1182.94642144	0.0	0.0	8295.65114847	1194.18325148	4133.305468	17784.6442272	404348.474662	24496.9999729	79101.7316379	102926.423915	246086.074193	160834.467381	358291.397781	109091.660047	57657.3715559
NODE_5242_length_11353_cov_32.964064	392123.626132	187960.453796	60049.5009431	39259.1793586	393705.818115	157369.18694	173297.804994	112967.377446	111772.557503	130408.488242	4742.60466443	3430.57512671	36606.6567419	32159.8976921	5519.31835965	900.526466924	1947.13206666	4594.67572008	10752.3042812	17747.7024652
NODE_5245_length_11352_cov_27.179340	4592.21599215	4139.81860196	15306.777338	7477.95599636	2323.29179364	1438.04707517	0.0	15208.8388701	9553.54446607	5166.67848973	4742.61914271	346723.887478	14798.4269449	68844.0668563	68679.2379314	188614.562985	146035.331344	406629.452696	38737.4708781	60917.2256106
NODE_5244_length_11352_cov_38.677614	290457.72656	101023.805888	53138.480978	58888.9393064	213743.112613	902246.417105	138947.546152	127201.230326	210178.021433	176996.22134	0.0	3281.4492346	11026.946282	4371.05422693	0.0	957.629346355	973.56872821	4770.29544151	2640.63998914	3655.02826208
NODE_5255_length_11346_cov_32.078470	245687.181483	196179.959759	58873.1595858	38325.2327344	224201.666945	127901.084956	65893.5094576	60836.2944463	90760.0465715	65862.0754367	39127.1811772	25158.1947089	18204.1437429	28412.3100517	13326.0114352	44126.4317674	35049.0003279	164262.319044	72334.8155771	35332.5234126
NODE_5287_length_11306_cov_32.930317	3444.54658382	2452.8458068	8243.12479262	9348.73136906	3485.38565267	1395.50155459	1432.59808943	6913.91751116	3038.77083622	2265.35301473	30906.4476445	352261.703449	16014.1625524	63317.5054632	111303.585915	197062.769488	172016.143474	368234.307894	66332.885688	66232.8567689
NODE_5294_length_11303_cov_19.400782	13879.8881871	343904.074496	87782.1837115	93787.162626	41960.7177365	57005.0016547	14326.0277569	30530.5103596	35647.4823868	31003.8526897	26212.0078897	24266.4446147	16490.0032751	13114.962799	29843.9107627	45192.3285452	30985.7197556	39233.1939596	51493.4024238	37467.3547147
NODE_5297_length_11299_cov_21.273479	57410.1148387	99370.9340418	18841.7731973	22279.4083855	88201.7903598	87593.8516304	15758.7674556	26273.3696337	60911.9331927	54774.02216	10672.2637137	9845.68797259	9103.20478972	10929.2563777	115731.493217	49534.9143658	45143.0933937	85012.6643955	143707.489509	43866.2063948
NODE_5301_length_11293_cov_59.802367	53966.3002306	107983.125925	158480.544499	106932.876027	79919.8567076	67943.5429864	109728.115984	120306.224752	135869.251396	127999.275463	96499.9447795	92867.2165755	47337.4173878	52979.0968019	147125.706761	85303.5499686	98068.8361271	68930.2107481	69924.4105058	47824.9339292
NODE_5304_length_11292_cov_6.159295	59841.7110574	85780.2002735	102625.462495	123279.872865	71769.3253281	32960.3053096	56490.7630639	111543.5235	74720.0348925	79965.1877257	294053.970234	258746.898907	221867.519935	180694.00945	285500.492711	72670.1378055	104726.573907	158743.230928	171362.214436	169670.533592
NODE_5309_length_11290_cov_127.954250	2296.4539312	8217.85390195	63592.5267011	57964.8770304	16265.8714298	8342.44873351	2865.28785244	8297.04755065	10749.4066505	11368.4470504	118583.367525	252711.914623	121985.855561	365046.350492	232723.576611	643705.837736	1294074.33765	234364.431242	242450.287325	413082.770718
NODE_5320_length_11279_cov_132.625089	636135.207849	368730.283807	336495.96133	373999.031092	523351.318628	959295.05737	459798.879127	297319.170831	400127.938826	478430.974926	68780.2005235	63453.2679997	179007.495652	77743.7661327	76893.0653206	11708.7819947	21482.5403655	14793.4533166	31346.1754355	36557.0031085
NODE_5321_length_11276_cov_39.583370	42156.069029	228854.210122	151921.212118	182060.729851	42368.6188968	59994.2031959	12894.1954158	36421.2675158	106303.444489	62987.3485368	3584.81203319	9846.27607265	1820.75068326	4371.98168134	5126.24486945	9006.81306157	36056.6630788	45635.4851403	54899.4787798	43868.7429633
NODE_5324_length_11273_cov_84.093867	101048.231249	130976.411882	127190.876558	113130.763076	124323.671961	40323.3926201	95990.7248325	129992.710852	94359.9597127	130225.934586	149421.261665	138942.918796	85576.044661	301669.560361	143535.785885	502583.819578	1280497.26645	122931.601626	127095.820605	240061.316686
NODE_5333_length_11266_cov_135.398983	662566.305154	384202.748087	373335.826381	382408.694326	514733.387788	996977.195023	487124.636086	284882.778649	403724.425649	489906.140184	77083.7172577	73301.9174742	256732.929581	81977.0548642	72794.3642558	15311.9365081	30187.1600508	39063.0485049	43995.4111656	59711.7404066
NODE_5337_length_11261_cov_126.187578	593632.886293	372760.424795	283833.280077	354364.475148	553084.745942	848205.175619	408329.578456	282120.572495	353561.955905	410327.374626	75898.7566602	74396.9342428	198469.943629	91815.5988627	66643.5282456	17113.5354106	33108.9155646	22978.5518549	40085.1689333	43870.4027484
NODE_5346_length_11252_cov_37.724926	202188.006878	112083.38435	63854.8930885	80412.0593197	134015.639653	45887.4622076	282873.717254	284893.075679	232181.723494	263996.678112	64040.9916189	98959.540634	172148.279057	66677.3095063	70149.332865	57236.9370625	37863.143759	25618.121421	60717.6840597	128583.042669
NODE_5348_length_11247_cov_219.250983	309665.305538	58557.1473317	342732.820975	449753.278308	183594.207017	161303.261838	1235056.23789	785791.096157	652490.921135	783729.106789	377987.014029	260646.717167	420986.955854	200034.794881	521887.654397	141691.356991	272671.400504	96513.2618618	99727.3014036	212047.773959
NODE_5351_length_11244_cov_221.171776	338765.424405	71912.7147888	314468.749152	470328.36776	169651.774021	169647.712758	1352553.19522	757886.571141	619954.58055	706992.186315	354604.337375	277906.612019	442480.679032	181453.866968	517790.110857	139615.833595	300914.664547	83875.2540894	82128.934992	176707.817903
NODE_5352_length_11243_cov_132.440025	274458.092495	846517.011611	61245.0165879	57038.0040499	543816.816827	328171.750326	633294.32588	732994.378902	453917.799856	518875.68385	342745.49673	156459.636011	256748.740347	74330.716508	100482.279325	73861.449575	37979.6209505	32171.4078641	47908.6564306	244954.2255
NODE_5359_length_11239_cov_20.096209	61016.2357393	107988.523743	61316.0507272	70798.3971908	54774.7062998	183555.395245	18626.4645369	76634.3407899	269904.715283	184970.628954	2525.3217478	20718.4296011	7324.39270973	7665.00075785	7177.37928804	9007.57082069	51646.8399205	12660.0148304	10572.220877	10968.2103558
NODE_5358_length_11239_cov_54.650215	12632.0910176	34527.5679873	79321.4152386	54233.5154425	20916.2726642	15296.2837849	42984.1620646	85747.4016494	31057.8488576	29975.1942943	79460.8121356	242897.897472	74658.2351886	257974.239847	94331.2161515	197265.917769	87646.1596565	265416.755431	329497.242742	126743.773342
NODE_5365_length_11234_cov_248.646927	357147.966008	68318.4205109	329788.908479	500264.944991	192897.206298	179385.762294	1391269.44861	856102.07137	719117.806979	844484.132099	412726.943992	294326.030316	406073.41832	225184.106751	522397.93823	165741.294113	311634.770239	89622.358736	104619.027699	197430.291757
NODE_5371_length_11227_cov_28.904851	17226.0842391	116091.551941	69492.5561625	94444.5370036	54616.5591988	36155.8607738	12895.5887255	19362.9143474	76452.4281963	62019.5163082	55742.8194228	59085.1050993	20030.9052357	18583.5301441	32811.8014295	53146.1568914	105178.609842	41364.8874302	40088.3148541	41436.7208533
NODE_5384_length_11212_cov_141.967733	664928.184697	409396.33835	367436.428544	374989.897708	545001.339586	963726.342419	517197.467644	304286.297373	388249.809665	447591.100152	73485.0583736	73835.5863793	216706.727031	90735.2231102	70753.0203543	9978.01615914	25562.4358293	20683.2138503	36178.513169	59719.9156595
NODE_5390_length_11204_cov_27.074626	72665.2314463	130432.390803	22380.3657766	21898.5189451	96456.8121626	180310.876708	54450.8576098	44260.743498	29637.0342322	28944.1208483	5930.42671397	25167.382575	16389.9322249	10932.208576	16406.8190214	38735.6852316	45774.8711772	89629.0697664	50846.426746	32907.5663428
NODE_5392_length_11203_cov_87.993721	152439.166876	34931.8624972	58012.9744405	88084.9584274	37188.2746584	69534.3816927	323489.54383	141317.696081	171527.953104	234588.04787	47443.5199321	107235.212417	124837.278229	71510.0174565	77059.8783551	58797.4058029	60024.0800432	37370.19914	14667.2715984	342931.286684
NODE_5398_length_11199_cov_40.065327	38636.7256345	31792.4214186	85034.2577322	74589.5064582	27936.639097	25032.6134722	57670.4252194	70435.9615172	65798.0919972	72592.8408756	63458.0845782	85730.6507082	74780.8156713	49335.8267098	67851.3198601	55102.1214625	82293.089676	31097.3015746	30741.0226879	54894.9865395
NODE_5402_length_11194_cov_128.278571	591477.374284	334817.43902	277995.226513	306741.669106	453243.727468	819132.301354	458543.778661	229608.611556	350038.245781	385586.808984	52189.0430937	67775.7820671	189399.958103	80900.6317804	69730.6594759	11740.2625271	28244.7872151	28727.9853901	31290.8357658	56066.1616555
NODE_5423_length_11167_cov_20.072444	80383.5137068	308593.934748	14969.2680033	24316.8861869	121862.499523	29206.9014813	58754.4870511	67780.8304362	71685.1536136	73062.7034827	20165.3013399	17509.4419643	14570.2902296	22127.7665904	14357.2599823	29729.9251157	20650.4873217	24133.143864	20776.9594464	24378.2796231
NODE_5427_length_11162_cov_31.249122	6927.17410479	513.745488914	8246.33873205	9407.85668231	2324.54327677	2784.82553773	0.0	2766.60243321	3620.46188462	2084.52324356	25971.0588534	393964.659324	27811.9688751	81760.8780511	122559.358654	232562.516476	168497.558651	397683.320361	90996.1591425	58298.9170282
NODE_5433_length_11158_cov_136.664685	597065.259154	401109.833797	355761.302324	380663.33293	535498.633507	979093.906477	485668.88529	331339.613471	403835.73495	454806.618166	94897.7070343	72351.0865403	222202.449072	91690.7507872	80135.6059641	9910.18150263	20455.0247594	24405.265229	36183.0632168	64603.9334838
NODE_5442_length_11152_cov_38.604037	207605.128995	103585.011896	62163.3359882	65471.5486907	109256.492085	61197.5858592	235915.421867	238123.368209	246825.269257	257356.297429	70047.1767766	45957.6418042	146352.875498	27722.7528753	48609.5716958	35458.9680528	25381.0441438	19407.6900213	29152.645954	121562.751149
NODE_5448_length_11148_cov_39.510953	97970.3355297	111269.05169	116990.303719	86984.7054031	96472.2709292	47289.4864953	206935.172012	242086.461626	170857.989622	202079.452927	93713.828348	123666.573427	225851.271765	104966.099426	131272.425176	75679.5106023	61366.6558994	68955.1543804	71781.5156798	113364.541176
NODE_5452_length_11146_cov_32.944099	751209.042664	173137.838748	29452.5275807	8417.92436944	603245.719973	51462.336844	58757.2716179	35967.3178429	78857.9344899	77540.3453516	20166.3722589	5472.0027754	5464.16823616	5467.01125165	11316.9968111	24325.6648711	22403.81846	18388.129037	23470.7615506	24379.5980427
NODE_5453_length_11145_cov_23.334355	45945.6179672	44183.6351553	41233.65807	39283.773662	66252.6150936	12517.8896613	140444.532066	145253.024294	93195.9916728	146810.083517	22538.9413947	55814.557207	111105.160668	47016.4729812	50253.0980056	38740.9651644	22403.8707856	36776.3606192	42051.8717441	58511.1901355
NODE_5456_length_11140_cov_35.405683	313582.812883	80661.6228026	32987.3794227	57991.2203143	204572.411817	923180.526819	144745.48683	71935.7834635	117093.908093	172561.612437	2372.5522376	0.0	0.0	3280.26468553	2051.17149528	0.0	0.0	1149.27116304	1955.92780769	2437.99202451
NODE_5458_length_11139_cov_227.720408	1355208.75908	830908.936609	563114.053127	507538.277395	1261905.4836	1168216.54755	571817.634018	460020.921366	570956.271245	590093.246525	124087.865364	163068.632965	356999.49521	260660.996514	138454.437912	106228.579673	53575.3062604	112629.306995	104642.18639	212106.321568
NODE_5468_length_11132_cov_40.563600	65474.6526749	71835.8509035	90717.2947244	73564.9653634	86015.3837362	34772.9999168	190528.154829	221345.533194	146967.850518	169560.963826	33216.3611367	53627.5914035	183967.545705	55765.8282027	59485.1503557	34237.2368288	31171.6522875	60912.8434948	38141.2383845	75579.480195
NODE_5472_length_11130_cov_232.473679	298657.823489	56515.6476575	307497.986909	428399.962471	174356.514592	142508.355623	1258311.0915	794081.289816	601017.95814	760960.407101	390294.262512	227644.841678	435331.537793	168391.90172	450243.264269	135147.635147	301976.981933	94242.9925931	113446.267067	201139.98473
NODE_5474_length_11128_cov_53.669015	40204.1365565	84773.816375	104856.209932	99149.942527	77879.6910864	43118.9252476	85989.7612007	91305.9913683	114707.803199	90984.8590659	81855.4376276	94122.8788546	14571.8468142	36084.1869425	113843.388982	62168.2028491	99360.6867673	58614.8506036	34229.6417078	23563.7501298
NODE_5480_length_11125_cov_127.590967	575497.903356	352455.679254	274513.491345	325514.155978	505579.485748	874903.096269	458615.169502	279453.905393	353685.133438	434249.289274	80669.7331461	62384.264801	205829.027211	85290.6429491	75896.1538304	14415.9103778	26301.562839	27583.6687251	38141.8613714	57295.1660248
NODE_5485_length_11121_cov_128.843304	551408.768497	383023.780108	281041.475819	328324.357226	489373.317826	870524.870853	462918.890277	307125.85553	382366.277515	408405.312854	75925.2243252	65668.3422589	192398.135227	99506.9051576	72819.9960388	10812.0384989	27451.731321	33513.5460464	43032.2536172	69486.3409888
NODE_5489_length_11119_cov_148.428959	597332.211175	522524.419227	352278.532842	314295.334555	668387.850285	582813.371587	331067.33313	289142.539619	261683.279479	247112.327374	54571.5339099	124770.506179	196724.789281	178238.689582	122051.023468	101813.835484	23379.5337583	56317.5103598	44010.4679557	151164.055082
NODE_5490_length_11119_cov_57.971620	60881.9423817	98628.7682021	167152.261297	107571.320733	89505.8553011	55638.5095647	76293.2738953	138297.748917	109930.872646	126526.955504	82117.7278777	95128.3263933	52824.2514965	62328.87086	109464.031924	61787.5075602	116754.117015	79304.2521386	50087.2297364	46634.386826
NODE_5493_length_11116_cov_38.756261	66626.0255305	58572.4093835	55375.3521219	79968.1744788	90669.0542256	38947.2325777	169117.803292	159098.827483	127855.381867	144560.104666	33409.1899368	59358.7383223	174070.171628	51394.4261334	61811.0369781	37842.5739187	41888.6605154	43675.1384398	42286.2373276	78020.7624479
NODE_5492_length_11116_cov_46.948377	336877.95838	102901.844314	48306.1486464	50512.2201653	203035.161003	1071289.19376	182993.740886	104332.705716	151149.774609	186628.982659	2372.69388264	0.0	1821.54047322	3457.28871194	0.0	0.0	1948.30651836	0.0	0.0	3657.22067197
NODE_5510_length_11098_cov_38.558272	78116.8258931	60115.9694445	75408.4950106	56127.8076615	87186.3216804	43121.9998541	141892.786874	182626.502557	138616.06582	153031.818742	24914.4158038	58010.5628862	209487.561901	65613.3474687	60515.8246311	45052.5816147	40916.420224	39079.5415271	42056.5281627	79243.5391465
NODE_5520_length_11084_cov_4.756642	36762.1637624	58692.6445354	38884.0261713	55194.7453622	43013.6738353	28119.1895781	38699.2688585	49809.0792905	40630.3309933	54803.9123725	132777.388015	145036.696218	111123.785307	63428.8426464	176960.002335	54965.9528381	56505.7024999	71182.3966994	57926.6333388	60958.7913138
NODE_5521_length_11081_cov_35.371395	269974.207289	88892.4883547	36527.7156763	43033.5895308	197632.09946	1051662.91688	154798.142296	96851.7664838	142207.272532	192332.221664	0.0	0.0	1821.72028051	1093.60873774	0.0	901.091265718	0.0	2298.89912207	0.0	6095.93178001
NODE_5541_length_11056_cov_11.799200	9196.85001816	24455.379018	20903.8866551	22454.053635	16276.7669359	8922.76475477	28148.3311991	24882.7217195	15497.3260064	15511.6724401	66935.186371	106187.865796	79833.5505935	34682.7788352	230319.912805	101326.79491	40540.0467743	43412.1538272	108489.142403	39106.6032529
NODE_5543_length_11052_cov_23.892698	80423.7888776	120243.163978	27470.8118399	20583.1430666	162769.624783	118263.619091	67370.3439815	40653.1712031	80891.1167637	69286.1786319	7119.24103467	5473.37143169	37382.8567765	5468.51687553	11283.8996448	21854.113058	49690.2277455	47130.8914265	11737.9864821	20874.1812713
NODE_5545_length_11051_cov_16.823845	0.0	513.86406786	1178.41208844	0.0	0.0	0.0	0.0	0.0	0.0	1034.12004011	263412.438886	541864.709196	134818.227329	146556.696613	75910.0567321	0.0	0.0	1149.53708376	9781.68231998	40236.2782448
NODE_5557_length_11036_cov_38.815135	277560.363114	83819.5479117	49495.4128282	46782.2055094	224859.482008	1019363.75388	133957.236434	119003.647359	157384.630526	221311.343683	1202.48880963	0.0	1821.94191029	2213.67269669	1025.84592317	0.0	0.0	2299.16023847	0.0	1219.3280037
NODE_5560_length_11035_cov_43.158015	341224.874034	94761.1085691	53030.9460125	38938.5912096	272910.670571	1035854.02297	171726.370847	103170.795027	141962.82666	219126.15316	1186.58719074	0.0	1923.31585691	4375.02809343	1025.8551093	901.180356757	0.0	0.0	0.0	2438.66809218
NODE_5577_length_11021_cov_33.188309	17235.039635	20673.5943463	23570.2420514	31105.7184659	10852.0612064	4173.86541894	6734.07303434	19488.1450089	11952.0757497	11490.3536502	3297.20622256	325323.846319	17625.7437047	56398.1135074	91339.8072821	166262.837144	121388.050908	335715.474891	52919.2662624	62983.4785054
NODE_5583_length_11010_cov_30.678959	42769.5447357	86233.5850835	79556.9140988	78428.0653247	56025.6317178	36932.8599515	55308.9354263	78907.7809403	57535.8136699	41644.7385361	244562.826576	234400.979628	231641.758844	171571.825569	354594.41208	142356.563528	109626.333468	156831.843432	180276.827626	117789.12528
NODE_5593_length_11003_cov_237.268542	344716.765293	71433.6574384	314678.713493	436055.30024	191863.264555	197571.633253	1377664.49779	840019.062435	644247.579815	826369.37863	418901.109143	290126.640525	475571.211365	203458.354537	550432.703292	138793.13135	342030.014007	104620.831749	101741.199816	191451.340172
NODE_5595_length_10999_cov_55.522569	56670.8488134	92466.0930312	109188.897653	72138.4302502	71803.7218543	40401.108158	107208.909313	98594.2304946	95503.4065202	127561.865899	93596.4691506	68974.2500737	32356.0903502	33951.3547721	109515.354629	58621.5943094	92221.12284	48687.9162843	39398.7035645	34572.9091713
NODE_5598_length_10997_cov_137.076403	101048.982856	134073.266002	217235.469639	172583.326307	96633.6696703	95051.3275661	64511.7244601	60891.9960959	87600.7203609	85930.876883	165076.967482	328345.016641	109222.498409	350759.962454	279453.195259	638556.121942	1348407.55988	290271.012595	233204.648829	423545.267307
NODE_5606_length_10991_cov_36.917154	65498.2138883	50878.4704593	69538.1128204	56146.5849615	72096.635015	34784.7490132	154830.301079	170223.555369	120725.565111	131354.470707	20174.3341787	50363.235945	142129.518725	55788.9647295	66687.7694017	37853.7573372	40927.9737853	42539.4612811	54785.3160625	71948.9749345
NODE_5605_length_10991_cov_37.628841	3776.27447275	4049.55204302	19429.7225036	9725.0173649	1218.77576279	0.0	0.0	8383.24294974	7472.55245225	6297.25515273	26880.5106719	356756.210284	17059.3295085	81175.5607275	84197.3701504	172662.714745	143280.332266	399944.935981	84957.0067506	59439.2893819
NODE_5607_length_10990_cov_27.500320	152701.80915	123989.721248	87217.5428541	78398.6489586	144664.862039	153933.184053	56338.0667025	64025.6671325	89421.9305337	51425.8732216	13054.0101801	12043.4126557	20043.9616277	14251.0342751	7181.77860841	12617.9454964	3897.91357999	11497.179647	9783.11299431	16237.1639296
NODE_5612_length_10983_cov_57.147694	69577.9566412	113909.418143	45966.9143062	85157.8002494	102333.132498	190624.141048	214263.606273	120404.639984	122387.160108	155146.342502	9494.00078506	38320.6835246	68372.2063061	64541.7159802	29753.6035913	80930.2885956	54571.8015445	33342.440545	19769.5004441	60974.9960061
NODE_5619_length_10976_cov_217.962366	298775.390944	58075.1974385	301737.547381	421119.338473	152339.983892	137752.639598	1205711.39358	708601.701719	546275.103193	710583.37974	301439.960276	241972.358032	389961.546369	177219.93219	458624.017537	123479.784653	297226.955091	101178.899848	91964.3890522	174391.741765
NODE_5624_length_10970_cov_108.306276	29199.1424295	59453.4135862	113025.20364	109651.666935	47865.5956396	58480.1938635	21505.2648255	28321.1447792	35864.8940788	52812.9204362	100633.290688	300867.101104	102047.734096	348143.744601	243166.763832	527430.550494	1106105.12884	224068.698245	247360.498826	368025.269372
NODE_5625_length_10970_cov_18.087219	4377.5007386	17106.3535415	24811.411561	19019.8200076	16434.9440451	8670.07922607	11183.8630594	7286.62868011	11017.8374801	4574.33311473	99426.8266344	66982.7721119	35063.1716391	43813.2438594	53269.9027447	152426.807037	66242.6183943	112679.892228	164503.898743	94733.50817
NODE_5627_length_10969_cov_121.051310	484944.247753	308365.455922	286420.648167	266698.958858	428592.5353	752782.307998	396660.086498	242202.46037	311652.863537	334727.198802	56966.0637225	60746.4442753	143960.607989	86423.8747818	55405.2258408	8111.94686675	15592.5218533	29894.3144387	32285.9220931	46700.2140068
NODE_5634_length_10964_cov_46.498671	9193.37439513	25183.674651	27110.1569132	34626.6874072	19770.0171737	11131.8503225	38710.0155897	63665.5073084	29884.7175469	27927.7468329	49845.9509843	159860.259245	61958.6029105	249429.598613	92343.2090492	157734.186184	90632.7694469	216161.701641	274433.39571	75612.8160104
NODE_5639_length_10954_cov_40.200110	278106.828709	93027.3419162	41255.7671507	36499.558737	194858.995612	943447.498126	123301.443665	79769.8858117	148232.149849	195246.066739	0.0	0.0	12756.543739	3282.0702832	0.0	0.0	974.56685272	2299.65746566	0.0	1219.59139786
NODE_5647_length_10946_cov_130.642090	566568.291409	332025.751848	273903.590106	297619.342556	461712.765781	804311.697668	424394.323169	278204.266972	337115.818948	400316.748903	74772.4355977	59129.2912712	180418.063081	92994.1196702	52330.2053434	9013.76763703	23390.2298353	30871.2932849	23481.9837976	53663.28683
NODE_5651_length_10945_cov_235.597521	298799.471029	60648.7971964	324160.797855	398698.867496	166310.128922	162810.894078	1204709.14339	750184.694651	603048.955218	768041.140829	334696.52514	285792.381671	422799.080529	208963.895328	493546.933055	141516.569623	309921.394079	89688.5674927	94906.5713391	204896.749941
NODE_5657_length_10943_cov_63.659625	49417.0894543	30324.5220164	90765.5394764	100143.31335	29075.3675729	20873.2931603	116135.750144	91351.4069018	77704.6242523	114453.876755	73586.1421003	72269.7272294	76541.6405452	107217.726084	90295.945831	82025.9283746	291405.646663	59792.694117	49899.5746613	81715.2136022
NODE_5656_length_10943_cov_109.027737	542438.784362	345889.146186	327698.97981	359392.822251	475673.072393	923991.158106	441602.60138	274054.210261	319186.690675	433421.33328	47474.9284108	49274.8140201	133036.671497	86430.61263	50278.4220811	6309.68679805	13644.4095533	17247.8978317	26417.4264703	41537.2627542
NODE_5664_length_10933_cov_40.014249	264993.166474	88165.9220079	51867.506463	50541.2268615	230283.818658	1094761.46952	148139.581754	86629.1521832	152064.604866	211466.334218	1721.7593935	1095.02156343	1822.46925486	1094.09264206	0.0	0.0	974.625798239	0.0	0.0	4878.653454
NODE_5666_length_10929_cov_33.293636	65508.7727331	143857.566174	41258.7174762	24334.9811075	81414.4499215	171166.888321	121874.857845	76129.0829923	76286.7724106	130274.393518	2373.82734084	6570.23058335	16402.4289252	8752.83526503	10261.2701545	49437.31108	26315.210489	20698.2325494	12719.938685	17075.462378
NODE_5669_length_10926_cov_59.759912	239158.076685	118975.481753	43616.732568	48670.4214537	185477.285005	417680.035683	104271.579476	56751.2366752	101618.376001	114337.358627	24925.4415904	18615.8008612	45562.6997274	28446.9777094	15392.0232141	14422.7281403	11695.7468998	10615.8075465	14676.9567983	28052.7656222
NODE_5670_length_10923_cov_39.015182	83898.5207361	64763.5368713	81340.0204705	74878.2831117	84905.1643149	50098.3629335	160590.31515	218701.69896	169763.845298	172757.075158	29673.3825242	72273.6912988	176784.799074	44859.0975458	72856.1263288	42367.086665	38986.1291316	60945.7545885	54794.3667751	71962.036044
NODE_5671_length_10920_cov_5.592913	5746.52085761	7781.11144901	48789.4037291	38154.3594867	9304.7560222	6958.15474994	7169.25781381	20762.9863352	8368.70468464	14482.7396248	66553.2661448	146833.107758	204362.652429	94183.211688	154133.073162	49601.4219674	96563.8206308	150640.707573	115139.260647	45627.0626884
NODE_5674_length_10916_cov_108.345180	1149.3148309	7877.18731127	68374.1439052	72469.8311393	8162.11285372	4193.71968263	2867.72957584	1384.215757	4782.17142343	4137.97330018	73591.3399843	233251.381688	49209.1190443	346844.740626	212415.311919	568418.384575	1147999.93446	187440.413711	182413.308274	296391.566615
NODE_5680_length_10910_cov_34.922708	272392.142215	86353.7361525	34187.6651442	44928.8355635	193079.544472	1000607.70918	140520.841134	87206.9537932	161400.852516	164486.996527	0.0	0.0	0.0	7659.1692537	3078.53066305	0.0	0.0	0.0	978.502593741	3659.21607585
NODE_5683_length_10905_cov_37.448111	285157.1543	101553.609899	38903.7690974	53353.8553391	177961.530878	1001820.10426	151649.226456	98282.208199	131513.585422	177687.449017	0.0	0.0	3645.23588815	5521.65329771	0.0	901.468686471	0.0	0.0	0.0	3659.26641502
NODE_5690_length_10902_cov_6.677515	56941.6802348	80268.830934	66019.0791431	89771.1781804	73928.8337607	59842.8096854	74563.4832353	99248.7208527	54997.0383573	63407.4988929	224343.118713	270009.954054	250815.34278	173976.814452	270768.444298	106331.140833	77976.6938417	172497.561578	174723.714769	113438.091018
NODE_5694_length_10898_cov_143.519506	76926.2276286	88354.5896996	173943.245333	159064.3383	68201.0871588	63964.8264729	54931.8366794	45979.2100974	45997.1167554	57853.6794928	154741.304717	307722.330076	109865.721532	381586.771889	268623.73886	667856.615724	1366943.40361	256168.302544	302563.579719	390564.868159
NODE_5707_length_10882_cov_233.327053	310343.024546	54488.2876322	291208.140066	415629.145119	134934.44086	157269.120622	1216016.05103	748930.263609	560760.991307	757317.675044	334751.789355	254081.632379	402824.900547	171798.848801	484390.146223	146045.787831	310948.942064	94303.6681323	79264.1047472	190293.523298
NODE_5718_length_10872_cov_39.696589	64369.1417494	51405.1280358	87247.0691516	74890.5522523	80265.1493802	38970.3053164	149137.586287	168894.68094	137503.763096	162434.524932	24928.9789919	59141.3198039	127595.255166	71129.0818613	75944.4750941	46880.0405681	28268.8584893	52903.4572588	56758.4109862	107347.968842
NODE_5720_length_10869_cov_55.251618	50576.1500419	87389.2700075	95501.0113573	94550.2323882	76776.0547785	48713.2402949	100381.781558	99676.3789609	108808.21251	99323.8241718	80723.0595285	74474.8737291	43747.319201	30640.502773	107759.884698	51388.1149442	65311.3346771	49498.9018623	38165.4227997	31716.6995526
NODE_5757_length_10828_cov_213.762183	1272126.2947	787310.530332	499347.921543	465734.357284	1204920.70093	1075718.83928	517148.40402	387643.293498	480723.032142	471269.403006	92757.1073819	143490.011749	231523.630838	202762.554569	124184.092638	57876.6958452	29967.1021579	47805.5185988	46095.7127329	174129.008435
NODE_5766_length_10822_cov_58.377914	43684.8572823	92741.5091014	127352.118809	111417.750719	79426.4595733	48718.9575557	95167.179212	103843.139256	113605.571016	109683.99279	98423.4066909	93430.9948964	27624.9235828	34457.8825317	122653.612506	77541.8928311	97746.6385606	73614.6503281	47957.0227405	44212.1348496
