	SG1-TOP-2017-02mt-9am-DNA-10	SG1-TOP-2017-02mt-9am-DNA-3	SG1-TOP-2016-02mt-9b	SG1-TOP-2017-02mt-9am-DNA-6	SG1-TOP-2017-02mt-9am-DNA-9	SG1-TOP-2014-09-5	SG1-TOP-2014-09-7	SG1-TOP-2017-02mt-9am-DNA-1	SG1-TOP-2017-02mt-9am-DNA-12	SG1-TOP-2016-02mt-17b	SG1-TOP-2017-02mt-8pm-DNA-1	SG1-TOP-2017-02mt-9am-DNA-11	SG1-TOP-2016-02mt-13a	SG1-TOP-2017-02mt-9am-DNA-2	SG1-TOP-2014-09-2	SG1-TOP-2014-09-1	SG1-TOP-2017-02mt-8pm-DNA-3	SG1-TOP-2017-02mt-8pm-DNA-2	SG1-TOP-2015-06-3	SG1-TOP-2016-02mt-3-1	SG1-TOP-2014-09-9	SG1-TOP-2017-02mt-9am-DNA-5	SG1-TOP-2015-06-8	SG1-TOP-2016-02mt-1-2	SG1-TOP-2014-09-10	SG1-TOP-2014-09-6	SG1-TOP-2015-06-9	SG1-TOP-2017-02mt-9am-DNA-8	SG1-TOP-2017-02mt-9am-DNA-7	SG1-TOP-2015-06-7	SG1-TOP-2016-02mt-10-1	SG1-TOP-2014-09-8	SG1-TOP-2017-02mt-9am-DNA-4	SG1-TOP-2015-06-6	SG1-TOP-2016-02mt-2-2	SG1-TOP-2014-09-3	SG1-TOP-2017-02-9am-1	SG1-TOP-2015-06-1	SG1-TOP-2016-02-1a	SG1-TOP-2016-02mt-17a	SG1-TOP-2016-02mt-13b	SG1-TOP-2016-02-17a	SG1-TOP-2016-02-9b	SG1-TOP-2016-02mt-1a	SG1-TOP-2016-02-9a	SG1-TOP-2016-02-13a	SG1-TOP-2015-06-2	SG1-TOP-2016-02-1b	SG1-TOP-2015-06-4	SG1-TOP-2014-09-4	SG1-TOP-2017-02-9am-2	SG1-TOP-2016-02mt-1b	SG1-TOP-2016-02-17b	SG1-TOP-2016-02-13b	SG1-TOP-2015-06-5
SG1-TOP-2017-02mt-8pm-DNA-1	0.193615025358	0.265657896461	0.326573962331	0.199973854648	0.241526793123	0.327826131718	0.262221793352	0.205100849108	0.216727314804	0.320036751976	0.0	0.192460448936	0.280599799973	0.193893753028	0.545823017087	0.347738832788	0.205900616677	0.213205228776	0.285833317574	0.27992638083	0.305542556128	0.184335994221	0.320444513405	0.279646431868	0.334241634856	0.30159953376	0.346961654516	0.231103076318	0.198286491877	0.343181271459	0.262367969533	0.34021228941	0.232356531422	0.321073598115	0.290711247461	0.325316909337	0.316499585773	0.377516994142	0.332102127993	0.309209071251	0.274113353474	0.315493407627	0.399333982233	0.298771030267	0.319623134476	0.319619561181	0.377984602261	0.316228976718	0.374712266062	0.335753734079	0.363670396499	0.305578842849	0.33045203883	0.289744981009	0.330061424433
SG1-TOP-2017-02mt-9am-DNA-11	0.220458981452	0.2736858037	0.320460557781	0.210724113238	0.211660635143	0.377231621415	0.309788192928	0.21919508179	0.253199123552	0.304010757148	0.192460448936	0.0	0.2837869514	0.235361746419	0.541925938966	0.390136743373	0.23434757851	0.20454611765	0.325101261301	0.293235003001	0.354826963958	0.224352661762	0.355157386835	0.307880307626	0.37630927341	0.349653704346	0.377948418055	0.194194999612	0.197401270093	0.369131403651	0.281005484189	0.343159762657	0.236373690741	0.354249901048	0.283136288563	0.34932857486	0.297023653761	0.406517964972	0.306973765963	0.283726561966	0.266940987122	0.336596292187	0.379209609042	0.276960840475	0.311393921513	0.316488467347	0.410910633862	0.340089221212	0.405162451773	0.352589412062	0.346076350674	0.333884183641	0.32328735402	0.321775820187	0.368749006073
SG1-TOP-2016-02mt-13a	0.280386004729	0.264072500817	0.314371497274	0.243679584643	0.267621298894	0.368712281239	0.3100715384	0.266250731523	0.26089489187	0.228629042065	0.280599799973	0.2837869514	0.0	0.273311662798	0.526562450744	0.363598635365	0.319120630167	0.311653432076	0.310271844199	0.291359894853	0.353500503961	0.269034084895	0.351051027957	0.268454785272	0.360267923266	0.345105174767	0.360078461098	0.28579348787	0.258067158067	0.343429282654	0.294592858901	0.348689850913	0.274933965147	0.324572203507	0.261106149618	0.360991408039	0.318950706639	0.419819124789	0.270873627007	0.241901359028	0.228253988642	0.215291092633	0.3011197928	0.234226901776	0.334217432042	0.281425683287	0.381106667398	0.259565662389	0.386680827797	0.353073246101	0.344508943331	0.243423610348	0.269969696272	0.19525800521	0.367199681354
SG1-TOP-2017-02mt-9am-DNA-2	0.19698050136	0.204391558303	0.332398813054	0.205448394051	0.220934862775	0.353010212974	0.288743810282	0.174354566073	0.222822139882	0.334506036044	0.193893753028	0.235361746419	0.273311662798	0.0	0.559162479528	0.379744121877	0.220471605396	0.192185710986	0.297047464941	0.288476042495	0.31973366001	0.135516885681	0.318470851136	0.303126764506	0.354584151113	0.300504030672	0.366756423714	0.16034681951	0.220732882951	0.353062012298	0.268672612599	0.352387355664	0.173368080448	0.331615792817	0.309995836553	0.315752635858	0.334736030977	0.408956165982	0.327862828366	0.294318496123	0.256869189218	0.31760550754	0.373213657441	0.297640419095	0.357060043711	0.347939891534	0.394054822062	0.322955943057	0.389642270642	0.331881289356	0.380516222106	0.303489730007	0.340999388219	0.30596272623	0.348608953093
SG1-TOP-2014-09-2	0.556125583385	0.57914584469	0.584204751678	0.53961469626	0.577832576793	0.469169223782	0.450101199457	0.563478115592	0.560439726461	0.555411574343	0.545823017087	0.541925938966	0.526562450744	0.559162479528	0.0	0.438792215397	0.546514352012	0.565981833772	0.409938614953	0.524598963745	0.418222201763	0.532821956085	0.432605174698	0.537447502826	0.458881106004	0.439854638746	0.40044322125	0.540787659898	0.575114607855	0.413795061537	0.542144227886	0.388586939955	0.582348316972	0.398017744649	0.547492694668	0.433223789532	0.425532041286	0.34835720028	0.446147883133	0.560563430305	0.544829900152	0.502751805711	0.547330052806	0.587499212751	0.416408356143	0.526750652707	0.43079537216	0.491348419753	0.39902582269	0.418646997277	0.37425150664	0.518233184703	0.460722742039	0.502648103413	0.430666985903
SG1-TOP-2014-09-1	0.389446764463	0.435322391067	0.445599968168	0.367695950378	0.377866538397	0.289026615051	0.25439823625	0.369355167956	0.37170369451	0.39798281143	0.347738832788	0.390136743373	0.363598635365	0.379744121877	0.438792215397	0.0	0.359944226165	0.382416924337	0.198447973313	0.404839979908	0.15796275191	0.367560267817	0.213100951086	0.379469321957	0.188422301628	0.28077109039	0.231640675964	0.365865077407	0.401364081233	0.217520668852	0.35077032246	0.305845334308	0.394186761726	0.23655346078	0.372066784636	0.200493626183	0.345600657446	0.266367455756	0.374982132031	0.421086905165	0.397961086972	0.391361536217	0.442277712014	0.408976927072	0.334546928641	0.420849679254	0.259973965878	0.331983063079	0.231238203411	0.230604828392	0.334159032281	0.359128150247	0.366865610494	0.354144947951	0.273501828631
SG1-TOP-2017-02mt-8pm-DNA-3	0.237335159356	0.257704576623	0.340994741877	0.221664746232	0.220053645414	0.327947837565	0.274819422085	0.2106988887	0.255542183658	0.316830624675	0.205900616677	0.23434757851	0.319120630167	0.220471605396	0.546514352012	0.359944226165	0.0	0.186609554244	0.310542609033	0.268985230872	0.325080603776	0.186042720386	0.301274089529	0.298477400244	0.329513545505	0.27776636523	0.345596877981	0.195333123789	0.212463943613	0.347491260809	0.302171105354	0.341241678545	0.19069127195	0.308386093252	0.292620257295	0.316189990385	0.313400276543	0.408477312091	0.332115292335	0.297401655577	0.288329644953	0.328518309016	0.403313094507	0.303581923596	0.342088864777	0.346191512236	0.387195512299	0.308970198073	0.383598306041	0.336070713557	0.349970123039	0.296567784408	0.327699379149	0.313327784895	0.330467369727
SG1-TOP-2017-02mt-8pm-DNA-2	0.201252209018	0.221360707142	0.304062688962	0.203870188515	0.211892990716	0.371919307794	0.321149489232	0.180786953222	0.262796979323	0.321656943224	0.213205228776	0.20454611765	0.311653432076	0.192185710986	0.565981833772	0.382416924337	0.186609554244	0.0	0.328012260835	0.290618005579	0.349687063999	0.182492699748	0.353930376366	0.295657919723	0.365078445591	0.319400617834	0.384394246205	0.170182475452	0.201730310492	0.378130071543	0.286645465348	0.366783852026	0.191481488583	0.349993129763	0.305811383009	0.352273361822	0.318979330236	0.425416858687	0.342474497871	0.303336642384	0.269406258391	0.346392344708	0.398996496876	0.284734072122	0.366452498037	0.335079166392	0.410080135709	0.349421909882	0.40715139611	0.359943608459	0.394183658861	0.321683489598	0.34035694081	0.335811099274	0.370111997946
SG1-TOP-2015-06-3	0.338692667648	0.365691571952	0.400219115464	0.280820999979	0.341974331459	0.245386303965	0.217140629354	0.32926912162	0.329324858272	0.344222710985	0.285833317574	0.325101261301	0.310271844199	0.297047464941	0.409938614953	0.198447973313	0.310542609033	0.328012260835	0.0	0.316477322687	0.122922262406	0.278156607944	0.194686708734	0.308940162278	0.193000160201	0.220361421511	0.180748185435	0.315774346824	0.35102053344	0.170656700541	0.318545927703	0.246518524565	0.341609983801	0.168708347182	0.329726065667	0.174733772769	0.267459512813	0.232992174246	0.300649576375	0.356495159702	0.332884347125	0.293732613922	0.404623286292	0.362206304341	0.295710030025	0.334913848699	0.222626466083	0.293649461739	0.203346329756	0.225564754955	0.267749298952	0.317051128047	0.302660575439	0.272749472341	0.215950386839
SG1-TOP-2016-02mt-3-1	0.272944070372	0.301618866207	0.302488060369	0.252072665204	0.281277041885	0.347065936795	0.303499061525	0.267311322836	0.297044279189	0.297382835663	0.27992638083	0.293235003001	0.291359894853	0.288476042495	0.524598963745	0.404839979908	0.268985230872	0.290618005579	0.316477322687	0.0	0.352774324282	0.251564371114	0.355321119715	0.213677749296	0.358269348011	0.307230805427	0.347091048058	0.27263032963	0.302426603883	0.342059223958	0.266518900078	0.33690963054	0.288397151805	0.323117279031	0.252178246229	0.355042905295	0.310957647227	0.430503329192	0.322778810057	0.293610149257	0.260489491449	0.312676203237	0.388167183547	0.238778474232	0.355429844655	0.311774104247	0.358981513856	0.311017307785	0.392025253401	0.384009664045	0.336096945426	0.287733778922	0.308010956023	0.287054380907	0.332997405873
SG1-TOP-2014-09-9	0.35495515804	0.391663495114	0.439916433864	0.319460610362	0.343064342337	0.215487765858	0.182593101151	0.353008880537	0.354529881022	0.369634449022	0.305542556128	0.354826963958	0.353500503961	0.31973366001	0.418222201763	0.15796275191	0.325080603776	0.349687063999	0.122922262406	0.352774324282	0.0	0.305839535365	0.173905220487	0.350387527489	0.147951756978	0.205589910294	0.189848330458	0.306514817403	0.366959655251	0.180533839469	0.328759523954	0.254726887235	0.356587366398	0.188705097318	0.353400139146	0.175124696473	0.271184328945	0.216470568172	0.333582811697	0.393339032705	0.370134713118	0.343566822027	0.442047589823	0.388117121179	0.332103372378	0.384006265624	0.248210111844	0.297657132678	0.178200004574	0.19445145189	0.286857311385	0.330543318486	0.326998292684	0.319377409986	0.223603033795
SG1-TOP-2017-02mt-9am-DNA-5	0.197464074387	0.218226668178	0.333389604563	0.200631271591	0.22165243674	0.31432675743	0.26189967445	0.169685065041	0.228889698414	0.315617036412	0.184335994221	0.224352661762	0.269034084895	0.135516885681	0.532821956085	0.367560267817	0.186042720386	0.182492699748	0.278156607944	0.251564371114	0.305839535365	0.0	0.294561525209	0.278469026779	0.327963030182	0.298541261805	0.339169786627	0.16253260513	0.206109504227	0.320096320205	0.255327405205	0.331403007469	0.193422484657	0.302493026033	0.308522672306	0.300622597202	0.31347051072	0.386874783365	0.290765700249	0.279387834667	0.255137976296	0.305700373227	0.379803874402	0.266993890222	0.342630306616	0.316418107703	0.374777418699	0.316265154962	0.364266673713	0.316262582466	0.345203351349	0.299236739846	0.313634100809	0.287564399638	0.312369790094
SG1-TOP-2015-06-8	0.34314398649	0.386391492447	0.434246185187	0.321937693864	0.345874612418	0.240699595951	0.206556007826	0.352331957993	0.355185704058	0.37196745696	0.320444513405	0.355157386835	0.351051027957	0.318470851136	0.432605174698	0.213100951086	0.301274089529	0.353930376366	0.194686708734	0.355321119715	0.173905220487	0.294561525209	0.0	0.361078434319	0.195507115652	0.221860094779	0.218755022816	0.291002773871	0.366956822987	0.176295860943	0.323816160482	0.241303277146	0.349145479528	0.206727038913	0.366533972235	0.149860918404	0.31329813187	0.216412874042	0.316575294236	0.404164378059	0.371666705878	0.347816478076	0.430366617598	0.391361769845	0.328286857579	0.379790944698	0.276462051913	0.331151495087	0.233344282488	0.199787638092	0.298150751885	0.311169587843	0.340071815284	0.334625842846	0.225330728853
SG1-TOP-2016-02mt-1-2	0.294202527273	0.338815925263	0.274616573674	0.308362037682	0.299817040593	0.371942291591	0.30202807597	0.286825494426	0.310292242403	0.279228382383	0.279646431868	0.307880307626	0.268454785272	0.303126764506	0.537447502826	0.379469321957	0.298477400244	0.295657919723	0.308940162278	0.213677749296	0.350387527489	0.278469026779	0.361078434319	0.0	0.360077843316	0.305308200521	0.337400737331	0.275283376704	0.332428099549	0.354197679877	0.237497087311	0.334915175823	0.313478253152	0.326184238508	0.274212687996	0.355553469458	0.317979678347	0.429648649096	0.323313357167	0.27774254275	0.235648720945	0.307448929796	0.335019173059	0.249703159446	0.312532090166	0.279842355773	0.358349437514	0.291281749513	0.387709817115	0.375212892948	0.354990101141	0.286667612066	0.281021235536	0.264057738292	0.330712315837
SG1-TOP-2014-09-10	0.376944722503	0.409182210588	0.455312814658	0.355774136673	0.368766740637	0.228102769729	0.248022972704	0.383223949468	0.375773077764	0.36623475278	0.334241634856	0.37630927341	0.360267923266	0.354584151113	0.458881106004	0.188422301628	0.329513545505	0.365078445591	0.193000160201	0.358269348011	0.147951756978	0.327963030182	0.195507115652	0.360077843316	0.0	0.241103282169	0.209840729453	0.325312889619	0.381694909811	0.179055247305	0.340015137616	0.282385293001	0.38185090271	0.209198265777	0.37428488663	0.178367606609	0.326009626529	0.251400364242	0.351946858488	0.394184057763	0.393576669026	0.353157521287	0.422594104195	0.413630088315	0.361823311828	0.403304165589	0.223675295229	0.344068648571	0.191831440422	0.222997234332	0.294358490255	0.359222059717	0.372355354935	0.35387105823	0.235937076287
SG1-TOP-2014-09-6	0.334928898505	0.370275048829	0.396817005785	0.294738993991	0.329298140691	0.223016279097	0.16429144738	0.339061824915	0.344396831447	0.348587683776	0.30159953376	0.349653704346	0.345105174767	0.300504030672	0.439854638746	0.28077109039	0.27776636523	0.319400617834	0.220361421511	0.307230805427	0.205589910294	0.298541261805	0.221860094779	0.305308200521	0.241103282169	0.0	0.265785133084	0.272356929297	0.350740893701	0.239662369349	0.299552149822	0.253154602089	0.317694044	0.214885433726	0.353779800877	0.256136135489	0.289022251136	0.266886579682	0.357428088809	0.354847429781	0.338597261363	0.339397913797	0.414843079547	0.374529965824	0.300580330796	0.371213628856	0.300627718831	0.270490151079	0.258482036704	0.242296643338	0.319350459441	0.288816237753	0.325964000747	0.297164700712	0.255737181468
SG1-TOP-2015-06-9	0.39563486436	0.424170268884	0.437559537401	0.364111563428	0.399020451332	0.29331723218	0.241144077261	0.391697934291	0.400055782039	0.38840160086	0.346961654516	0.377948418055	0.360078461098	0.366756423714	0.40044322125	0.231640675964	0.345596877981	0.384394246205	0.180748185435	0.347091048058	0.189848330458	0.339169786627	0.218755022816	0.337400737331	0.209840729453	0.265785133084	0.0	0.35895053598	0.401750636484	0.168910893693	0.35064023739	0.249925746597	0.389778777775	0.162615397399	0.365141223944	0.230210281031	0.29890181256	0.261738312273	0.322056331293	0.403137525782	0.390516127464	0.349632242982	0.410691690274	0.41280811834	0.313062522981	0.377777171373	0.193587019056	0.345592429206	0.166307372653	0.233996539792	0.279427462675	0.342163019274	0.329930401256	0.323874275742	0.160745933001
SG1-TOP-2017-02mt-9am-DNA-8	0.189093136146	0.241918581217	0.320023838454	0.21416683344	0.16496617927	0.320263838431	0.261847478518	0.208605270484	0.235907909212	0.298265041722	0.231103076318	0.194194999612	0.28579348787	0.16034681951	0.540787659898	0.365865077407	0.195333123789	0.170182475452	0.315774346824	0.27263032963	0.306514817403	0.16253260513	0.291002773871	0.275283376704	0.325312889619	0.272356929297	0.35895053598	0.0	0.208972233127	0.33167915192	0.247789389268	0.336986639025	0.216696773895	0.316504794254	0.301131484811	0.300215313084	0.304104786865	0.392473324781	0.323474324274	0.291069795496	0.24492102873	0.318826042712	0.372589130347	0.282234412724	0.358644700485	0.309923681541	0.402670475518	0.286718705803	0.368951752463	0.332680741542	0.350885944249	0.27259054551	0.300772095387	0.290788702352	0.344193564736
SG1-TOP-2017-02mt-9am-DNA-7	0.221681182558	0.202807188599	0.313392165665	0.215368862307	0.222489607988	0.376034325768	0.332934937255	0.205034673624	0.23430940481	0.293776908768	0.198286491877	0.197401270093	0.258067158067	0.220732882951	0.575114607855	0.401364081233	0.212463943613	0.201730310492	0.35102053344	0.302426603883	0.366959655251	0.206109504227	0.366956822987	0.332428099549	0.381694909811	0.350740893701	0.401750636484	0.208972233127	0.0	0.392403177303	0.310137495272	0.381836836571	0.148696829374	0.369313645613	0.282152557697	0.357561653352	0.356498031151	0.44599521073	0.348514553635	0.297439497209	0.294682963266	0.313277717481	0.422340249618	0.301552261629	0.37637993079	0.355750714517	0.432859113087	0.338297564294	0.423265675286	0.384885066645	0.391134158266	0.299490829779	0.34189363244	0.297565961912	0.384340219377
