=====Result of the physicochemical property for each protein======

Pro_id	Hydrophobicity	MW	Half_life	pI
COGLBCDM_00078	0.0734	19044.901	4.4	6.5
COGLBCDM_00079	0.03	8310.912	1.1	10.73
COGLBCDM_00080	-0.097	89748.221	100	5.15
COGLBCDM_00081	0.4061	5391.153	1.9	5.2
COGLBCDM_00082	-0.342	49926.321	100	5.71
COGLBCDM_00083	-0.2859	39569.711	7.2	4.89
COGLBCDM_00084	0.1161	3765.651	1	11.73
COGLBCDM_00085	-0.1956	65188.32	20	6.14
COGLBCDM_00086	-0.1639	52532.241	20	8.48
COGLBCDM_00087	0.8267	30870.451	2.8	7.58
COGLBCDM_00088	-0.4586	37557.301	1.9	5.02
COGLBCDM_00089	-0.0783	51572.853	1	6.1
COGLBCDM_00090	-0.1088	44837.132	1.9	5.66
COGLBCDM_00091	-0.7816	8332.458	100	5.1
COGLBCDM_00092	-0.0581	16644.839	0.8	6.53
COGLBCDM_00093	0.1232	32091.943	1.1	8.9
COGLBCDM_00094	-0.313	34561.244	0.8	5.44
COGLBCDM_00095	-0.2898	70602.121	1.4	5.43
COGLBCDM_00096	0.691	44282.228	1.3	9.51
COGLBCDM_00097	-0.3524	50483.006	1.4	5.9
COGLBCDM_00098	-0.3734	23609.991	1.9	6.44
COGLBCDM_00099	-0.2652	58990.105	2.8	5.66
COGLBCDM_00100	-0.0098	54173.94	3.5	6.38
COGLBCDM_00101	-0.205	51010.728	0.8	5.64
COGLBCDM_00102	-0.3628	91778.198	1.3	4.3
COGLBCDM_00103	0.1306	11692.69	20	9.46
COGLBCDM_00104	-0.6567	11239.409	7.2	4.23
COGLBCDM_00105	-0.5457	48150.393	1.3	6.35
COGLBCDM_00106	-0.43	28226.204	1.9	5.54
COGLBCDM_00107	-0.1465	6160.021	1.1	4.55
COGLBCDM_00108	-0.2515	97064.122	1	4.94
COGLBCDM_00109	-0.1795	31904.226	5.5	5.77
COGLBCDM_00110	-0.3624	26407.234	1	5.74
COGLBCDM_00111	0.0411	23606.009	4.4	6.9
COGLBCDM_00112	-0.1044	43235.249	1.3	6.23
COGLBCDM_00114	-0.2125	27352.101	30	5.71
COGLBCDM_00115	-0.0576	13712.579	1.3	5.02
COGLBCDM_00116	-0.1321	30503.025	1.9	5.87
COGLBCDM_00117	-0.6686	22707.877	100	9.01
COGLBCDM_00118	-0.5208	35146.102	4.4	8.53
COGLBCDM_00119	0.5	31209.233	1	9.69
COGLBCDM_00120	-0.4786	6756.795	1.4	10.29
COGLBCDM_00121	-0.296	25884.478	100	9.43
COGLBCDM_00122	-0.7499	7789.654	0.8	4.96
COGLBCDM_00123	-0.9872	25802.074	0.8	9.84
COGLBCDM_00124	-0.1266	20181.098	20	4.92
COGLBCDM_00125	-0.4039	89516.941	1.4	4.68
COGLBCDM_00126	-0.2357	8993.228	1.1	4.43
COGLBCDM_00127	0.1549	9274.891	1.9	8.9
COGLBCDM_00128	-0.1791	8728.127	2.8	8.48
COGLBCDM_00129	0.5528	3914.584	1.9	11.72
COGLBCDM_00130	0.7739	43059.714	5.5	6.34
COGLBCDM_00131	-0.5592	30200.306	20	9.77
COGLBCDM_00132	0.342	7896.241	20	9.51
COGLBCDM_00133	-1.153	24219.878	1.9	9.37
COGLBCDM_00134	-0.9107	9386.387	20	4.74
COGLBCDM_00135	-0.4908	7522.629	3.5	5.67
COGLBCDM_00136	0.0478	66873.851	1.1	6.91
COGLBCDM_00137	-0.3529	36294.781	3.5	4.71
COGLBCDM_00138	-0.3499	10789.129	4.4	5.63
COGLBCDM_00139	-0.646	42427.925	20	4.58
COGLBCDM_00140	0.7299	30977.34	0.8	6.1
COGLBCDM_00141	-0.6085	30887.654	3.5	6.51
COGLBCDM_00142	-0.3515	31913.387	1	5.71
COGLBCDM_00143	-0.4931	43426.715	2.8	6.12
COGLBCDM_00144	-0.6583	32959.315	1.9	6.6
COGLBCDM_00145	-0.3999	27089.852	30	9.18
COGLBCDM_00146	-0.0448	9797.051	1	5.17
COGLBCDM_00147	-0.18	41217.203	3.5	6.56
COGLBCDM_00148	-0.3238	38771.36	1	8.72
COGLBCDM_00149	0.8046	51330.326	20	9.24
COGLBCDM_00150	-0.1708	43705.573	1.1	5.05
COGLBCDM_00151	-0.6906	32606.649	2.8	5.5
COGLBCDM_00152	-0.604	36705.014	30	5.74
COGLBCDM_00153	-0.4493	18719.025	100	5.03
COGLBCDM_00154	-0.6125	15584.395	4.4	5.01
COGLBCDM_00155	-0.4895	44009.168	4.4	4.82
COGLBCDM_00156	-0.2539	14774.529	20	5.52
COGLBCDM_00157	-0.5619	16888.008	1.9	3.82
COGLBCDM_00158	-0.6326	12267.45	20	4.29
COGLBCDM_00159	0.4139	13856.324	0.8	4.21
COGLBCDM_00160	-0.5956	13296.712	1.4	4.09
COGLBCDM_00161	-0.4261	206332.801	30	4.32
COGLBCDM_00162	-0.2448	85819.096	4.4	4.54
COGLBCDM_00163	-0.6555	6227.145	1.3	4.94
COGLBCDM_00164	-0.4438	15370.705	1.9	8.44
COGLBCDM_00165	-0.2486	16676.414	1.1	4.06
COGLBCDM_00166	-1.5336	11251.189	4.4	5.48
COGLBCDM_00167	-0.1692	15503.463	100	4.83
COGLBCDM_00168	-0.4629	13690.92	1.9	3.82
COGLBCDM_00169	-0.7835	16046.847	20	5.87
COGLBCDM_00170	-0.5213	15680.321	30	4.86
COGLBCDM_00171	-0.2677	33832.549	4.4	4.47
COGLBCDM_00172	-0.5296	43309.664	1.1	4.34
COGLBCDM_00173	-0.4391	11611.476	4.4	9.51
COGLBCDM_00174	-0.5818	9371.602	1	4.75
COGLBCDM_00175	-0.7472	16518.109	1.1	4.39
COGLBCDM_00176	-0.5565	51870.079	1.9	5.06
COGLBCDM_00177	-0.6336	58906.85	1.9	4.77
COGLBCDM_00178	-0.8805	29617.643	4.4	4.9
COGLBCDM_00179	-0.6807	16960.35	4.4	4.04
COGLBCDM_00180	-0.385	19402.875	0.8	5.07
COGLBCDM_00181	-0.5575	14401.223	5.5	5.77
COGLBCDM_00182	-0.9159	10884.204	1	7.98
COGLBCDM_00183	-0.7862	30061.542	4.4	5.09
COGLBCDM_00184	0.1557	7627.688	5.5	4.34
COGLBCDM_00185	-0.7872	7364.421	0.8	8.08
COGLBCDM_00186	-0.3342	36691.388	7.2	5.25
COGLBCDM_00187	-0.4904	29990.857	5.5	5.84
COGLBCDM_00188	-0.5953	12806.58	5.5	5.82
COGLBCDM_00189	-0.841	6242.966	1	4.48
COGLBCDM_00190	-0.2249	11598.09	1.2	4.71
COGLBCDM_00191	-1.0367	80909.263	1.9	4.97
COGLBCDM_00192	-0.9564	7383.574	1	11.54
COGLBCDM_00193	-0.6721	27827.062	1	4.92
COGLBCDM_00194	-0.2198	35010.279	100	4.67
COGLBCDM_00195	-0.3999	25327.908	20	4.06
COGLBCDM_00196	-0.7062	27262.549	1	5.69
COGLBCDM_00197	-0.205	54489.508	7.2	4.81
COGLBCDM_00198	-0.2311	38697.392	4.4	4.63
COGLBCDM_00199	-0.3502	153926.315	1.9	4.84
COGLBCDM_00200	0.4607	49343.891	1.1	9.38
COGLBCDM_00201	-0.6593	35812.131	20	4.96
COGLBCDM_00202	0.4343	30342.283	5.5	5.1
COGLBCDM_00203	0.6628	27400.032	1.9	4.85
COGLBCDM_00204	-0.2373	56145.307	20	4.96
COGLBCDM_00205	-0.089	24563.413	7.2	4.81
COGLBCDM_00206	-0.613	45961.659	1.1	4.68
COGLBCDM_00207	-0.408	33984.116	20	7.92
COGLBCDM_00208	-0.7213	41330.812	7.2	5.92
COGLBCDM_00209	-0.0497	29948.721	1	4.56
COGLBCDM_00210	-0.3118	38006.175	7.2	4.53
COGLBCDM_00211	-0.6585	36829.881	1.1	4.71
COGLBCDM_00212	-0.3372	30784.389	1	4.97
COGLBCDM_00213	-0.3993	18206.976	1.9	4.54
COGLBCDM_00214	0.4129	45395.786	20	6.37
COGLBCDM_00215	-0.3807	61956.878	1.4	4.64
COGLBCDM_00216	0.1498	24423.864	20	4.77
COGLBCDM_00217	0.64	3379.878	100	5.12
COGLBCDM_00218	0.0314	17666.11	20	6.82
COGLBCDM_00219	-0.8634	40544.191	7.2	5.78
COGLBCDM_00220	-1.1317	9733.738	1.9	6.5
COGLBCDM_00221	-0.6362	25621.573	1.9	4.44
COGLBCDM_00222	-0.747	9233.294	1.4	7.75
COGLBCDM_00223	0.02	5770.329	1.9	3.68
COGLBCDM_00224	1.714	4613.743	7.2	4.02
COGLBCDM_00225	-0.4117	3791.107	4.4	3.89
COGLBCDM_00226	-0.7076	13682.809	7.2	4.52
COGLBCDM_00227	-0.5512	8517.43	7.2	5.5
COGLBCDM_00228	-0.6174	6612.512	1.1	7.97
COGLBCDM_00229	-0.7112	22364.725	1.9	4.96
COGLBCDM_00230	0.2967	6495.407	5.5	4.03
COGLBCDM_00231	-0.4629	9074.066	4.4	4.24
COGLBCDM_00232	-0.8695	33262.699	30	4.53
COGLBCDM_00233	-0.4724	9184.092	20	4.15
COGLBCDM_00234	-0.352	42142.66	20	6.09
COGLBCDM_00235	-1.0257	3820.266	1.9	5.49
COGLBCDM_00236	-0.309	6358.147	1.9	4.37
COGLBCDM_00237	-0.639	10526.713	1.4	4.78
COGLBCDM_00238	-0.6287	6397.955	1.9	4.44
COGLBCDM_00239	-0.7466	13415.831	4.4	4.65
COGLBCDM_00240	-0.437	15357.121	1.9	4.67
COGLBCDM_00241	-0.8606	9512.496	1.9	5.81
COGLBCDM_00242	-1.2618	11477.558	30	4.79
COGLBCDM_00243	-0.1987	37290.671	2.8	5.26
COGLBCDM_00244	-0.2801	22209.059	5.5	4.42
COGLBCDM_00245	-0.0901	29880.875	1.9	4.67
COGLBCDM_00246	-0.6377	4996.503	1	4.64
COGLBCDM_00247	0.8515	35094.298	20	5.46
COGLBCDM_00248	0.2271	7764.929	100	6.01
COGLBCDM_00249	-0.1644	37413.151	7.2	6.32
COGLBCDM_00250	0.7779	8749.59	1.9	6.5
COGLBCDM_00251	0.8216	14900.63	7.2	7.9
COGLBCDM_00252	-0.4296	47801.245	7.2	5.38
COGLBCDM_00253	0.4644	67020.568	20	5.76
COGLBCDM_00254	-1.2979	5895.609	2.8	5.85
COGLBCDM_00255	1.3113	7173.544	1.9	4.65
COGLBCDM_00256	-0.047	35610.86	7.2	6.49
COGLBCDM_00257	0.7222	11227.097	4.4	5.76
COGLBCDM_00258	0.9347	12875.174	7.2	4.2
COGLBCDM_00259	-0.6716	12621.085	7.2	5.74
COGLBCDM_00260	-0.2259	71937.889	1.9	4.07
COGLBCDM_00261	0.0146	10028.605	4.4	8.12
COGLBCDM_00262	0.3523	9914.464	1.4	4.35
COGLBCDM_00263	-0.7441	13521.474	1.9	4.01
COGLBCDM_00264	-0.2284	16992.097	1.9	4.87
COGLBCDM_00265	-0.5695	14888.456	4.4	5.74
COGLBCDM_00266	-0.3943	101976.047	1.1	4.39
COGLBCDM_00267	0.0335	24129.422	4.4	4.79
COGLBCDM_00268	0.0314	31860.638	1.9	8.38
COGLBCDM_00269	0.5839	51087.761	1	7.97
COGLBCDM_00270	-0.0965	42673.277	3.5	7.17
COGLBCDM_00271	-0.4051	30566.864	1	9.85
COGLBCDM_00272	0.8947	8149.74	1.3	8.21
COGLBCDM_00273	-0.1751	57462.952	7.2	4.92
COGLBCDM_00274	-0.6848	41024	4.4	5.06
COGLBCDM_00275	-0.9722	9583.595	20	4.85
COGLBCDM_00276	-0.5296	17258.593	0.8	9.54
COGLBCDM_00277	-0.8727	17268.858	1.4	10.12
COGLBCDM_00278	-0.191	30256.576	1.9	7.23
COGLBCDM_00279	-0.6212	7100.065	1.1	9.38
COGLBCDM_00280	-0.501	20017.393	1	4.47
COGLBCDM_00281	-0.1377	9605.801	5.5	6.22
COGLBCDM_00282	-0.355	21063.864	1.9	4.88
COGLBCDM_00283	0.6375	46673.173	0.8	10.23
COGLBCDM_00284	-0.2016	18058.869	4.4	10.46
COGLBCDM_00285	-0.4373	19458.385	1.9	10.19
COGLBCDM_00286	-0.3367	15029.525	20	9.87
COGLBCDM_00287	-0.2115	20235.529	4.4	9.87
COGLBCDM_00288	-0.8171	13001.884	4.4	9.81
COGLBCDM_00289	-0.9492	8854.216	4.4	9.21
COGLBCDM_00290	-0.5057	9838.59	1.4	10.46
COGLBCDM_00291	0.1026	12112.444	3.5	4.57
COGLBCDM_00292	-0.3629	13382.58	7.2	9.75
COGLBCDM_00293	-0.8471	31553.787	30	10.95
COGLBCDM_00294	-0.3332	8611.139	1	9.92
COGLBCDM_00295	-0.1481	12476.484	1.4	5.55
COGLBCDM_00296	-0.3633	22671.079	1.9	10.23
COGLBCDM_00297	-0.445	22935.876	1	4.63
COGLBCDM_00298	0.1106	7162.371	30	9.69
COGLBCDM_00299	0.0303	25584.13	1.4	4.67
COGLBCDM_00300	0.4788	5541.585	1	9.81
COGLBCDM_00301	0.7236	30897.469	20	8.92
COGLBCDM_00302	-0.7453	78674.793	5.5	5.06
COGLBCDM_00303	0.0093	8483.711	30	4.34
COGLBCDM_00304	0.0008	25751.96	4.4	4.97
COGLBCDM_00305	0.059	22854.96	20	4.82
COGLBCDM_00306	-0.2433	53609.589	1	6.16
COGLBCDM_00307	-0.3934	35750.861	5.5	6.26
COGLBCDM_00308	-0.3249	32472.883	30	4.99
COGLBCDM_00309	-0.1386	46214.22	4.4	4.66
COGLBCDM_00310	-1.0458	11635.703	1.4	10.12
COGLBCDM_00311	0.2645	75505.398	20	8.19
COGLBCDM_00312	0.1706	115729.611	1.9	4.6
COGLBCDM_00313	-0.4936	56706.203	1.9	6.46
COGLBCDM_00314	-0.2931	25008.581	20	5.21
COGLBCDM_00315	0.0409	18240.828	4.4	5.34
COGLBCDM_00316	-0.6013	16529.388	1.9	4.62
COGLBCDM_00317	-0.2666	72492.971	2.8	4.84
COGLBCDM_00318	-0.3099	25750.835	20	9.83
COGLBCDM_00319	-0.934	15005.806	7.2	5
COGLBCDM_00320	-0.2207	14510.261	20	4.46
COGLBCDM_00321	-0.4634	16095.077	20	4.31
COGLBCDM_00322	-0.2081	38848.857	20	4.87
COGLBCDM_00323	-0.0108	27933.703	1	5.8
COGLBCDM_00324	-0.4655	208278.742	7.2	5.95
COGLBCDM_00325	-0.1888	7718.624	1.1	4.45
COGLBCDM_00326	-0.2749	39422.394	1.4	4.99
COGLBCDM_00327	-0.3767	42938.506	7.2	4.74
COGLBCDM_00328	-0.3773	51709.271	100	7.55
COGLBCDM_00329	-0.3207	50202.228	7.2	4.49
COGLBCDM_00330	-0.1096	54171.589	4.4	5.7
COGLBCDM_00331	-1.0422	16614.056	20	9.16
COGLBCDM_00332	-0.7392	26194.402	1.3	10.17
COGLBCDM_00333	-0.9722	11384.994	1	8.78
COGLBCDM_00334	-0.0053	34709.071	7.2	6.71
COGLBCDM_00335	-0.2011	8789.801	4.4	4.5
COGLBCDM_00336	-0.3206	46166.995	5.5	9.82
COGLBCDM_00337	0.1236	19143.431	100	7.83
COGLBCDM_00338	0.0796	33278.76	100	5.22
COGLBCDM_00339	-0.497	11379.248	4.4	10.01
COGLBCDM_00340	-0.2015	14288.412	1	5.5
COGLBCDM_00341	-0.1638	7021.047	7.2	4.69
COGLBCDM_00342	-0.3709	33248.46	1.1	5.09
COGLBCDM_00344	-0.4379	38509.735	1.9	6.26
COGLBCDM_00345	-0.0172	31138.121	5.5	4.78
COGLBCDM_00346	-0.1577	29763.843	1.3	5.67
COGLBCDM_00347	-0.2719	8958.208	1	4.96
COGLBCDM_00348	-0.5316	14294.323	7.2	8.89
COGLBCDM_00349	-0.4239	24624.098	30	8.82
COGLBCDM_00350	-0.2389	9227.526	7.2	4.6
COGLBCDM_00351	-0.5493	39077.251	30	6.38
COGLBCDM_00352	0.3438	11683.728	7.2	4.83
COGLBCDM_00353	1.1246	6118.182	30	6.68
COGLBCDM_00354	0.6673	22681.716	1.9	9.5
COGLBCDM_00355	-0.2184	17135.497	7.2	4.64
COGLBCDM_00356	-0.2039	53367.627	4.4	5.47
COGLBCDM_00357	-0.1935	5828.842	30	9.39
COGLBCDM_00358	-0.2704	16711.796	3.5	4.67
COGLBCDM_00359	-0.6963	19864.452	1.4	6.75
COGLBCDM_00360	-0.5674	4385.76	20	4.83
COGLBCDM_00361	0.2324	3996.637	1.4	7.84
COGLBCDM_00362	-0.218	42340.022	1.4	6.14
COGLBCDM_00363	-0.0767	35885.243	1.3	5.4
COGLBCDM_00364	-0.5717	9732.947	30	4.8
COGLBCDM_00365	-0.6245	22311.032	1.3	6.2
COGLBCDM_00366	0.5207	34702.017	2.8	10.35
COGLBCDM_00367	-0.0147	34282.435	0.8	5.85
COGLBCDM_00368	-0.3745	54503.727	100	5.01
COGLBCDM_00369	-0.6935	45890.231	4.4	9.94
COGLBCDM_00370	-0.1579	11114.863	1	5.32
COGLBCDM_00371	-0.9637	11181.672	20	9.55
COGLBCDM_00372	-0.2754	17719.485	0.8	7.01
COGLBCDM_00373	0.9812	31680.764	100	6.73
COGLBCDM_00374	-0.2981	30573.218	1.4	6.1
COGLBCDM_00375	-0.0928	35015.099	1	5.66
COGLBCDM_00376	0.0506	35569.834	1.3	6.01
COGLBCDM_00377	-0.1695	23775.829	20	4.97
COGLBCDM_00378	-0.797	11326.502	1.9	5.02
COGLBCDM_00379	-0.0295	24147.977	20	6.05
COGLBCDM_00380	0.1014	56283.644	30	5.98
COGLBCDM_00381	-0.5219	45274.859	4.4	4.77
COGLBCDM_00382	-0.4894	23965.81	20	9.85
COGLBCDM_00383	-0.7231	81985.138	1.4	5.33
COGLBCDM_00384	-0.2353	38915.391	1.3	6.41
COGLBCDM_00385	-0.1065	24171.055	30	5.39
COGLBCDM_00386	-0.5668	28895.432	0.8	5.51
COGLBCDM_00387	-0.6561	17140.5	4.4	9.15
COGLBCDM_00388	-0.3196	49914.591	4.4	5.18
COGLBCDM_00389	-0.2754	19561.725	1	4.44
COGLBCDM_00390	-0.9317	12765.378	1	4.97
COGLBCDM_00391	-0.1938	73065.52	4.4	5.14
COGLBCDM_00392	-0.0069	45421.974	1.3	5.4
COGLBCDM_00393	-0.2928	19706.155	1	4.97
COGLBCDM_00394	-0.5736	76951.695	5.5	6.14
COGLBCDM_00395	-0.297	11762.253	5.5	4.85
COGLBCDM_00396	0.0559	6669.633	5.5	3.83
COGLBCDM_00397	-0.8953	29940.165	1.1	3.68
COGLBCDM_00398	0.0334	49088.273	20	5.35
COGLBCDM_00399	-0.5299	26150.81	1.9	6.12
COGLBCDM_00400	0.0166	64997.528	1.3	5.07
COGLBCDM_00401	-0.2373	27397.957	20	4.87
COGLBCDM_00402	-0.7015	41577.111	4.4	5.39
COGLBCDM_00403	0.078	74764.425	1	6.08
COGLBCDM_00404	-0.0289	9643.857	4.4	4.61
COGLBCDM_00405	-0.092	14357.232	7.2	6.16
COGLBCDM_00406	-0.2021	54244.251	20	4.95
COGLBCDM_00407	-0.2088	87600.891	1.9	4.94
COGLBCDM_00408	-0.1902	11727.367	7.2	4.37
COGLBCDM_00409	-0.7039	19852.978	20	4.76
COGLBCDM_00410	-0.7152	11423.513	20	3.96
COGLBCDM_00411	-0.4875	38280.159	4.4	5.95
COGLBCDM_00412	-0.6076	15906.717	1	4.35
COGLBCDM_00413	-0.3888	98575.904	1	5.64
COGLBCDM_00414	-0.6989	11629.997	20	4.76
COGLBCDM_00415	-0.4366	10401.281	7.2	4.31
COGLBCDM_00416	-0.1755	9493.54	1.9	4.25
COGLBCDM_00417	-0.9436	13497.574	7.2	4.2
COGLBCDM_00418	-1.0146	3972.454	7.2	10.56
COGLBCDM_00419	-0.7293	3841.206	1	4.45
COGLBCDM_00420	-0.3322	10658.634	1.9	4.29
COGLBCDM_00421	-0.1445	6611.205	1.9	3.93
COGLBCDM_00422	-0.9699	9393.3	5.5	4.61
COGLBCDM_00423	-0.7662	9107.144	1.9	6.88
COGLBCDM_00424	-1.3666	10323.082	100	4.66
COGLBCDM_00425	-0.735	12338.319	7.2	4.08
COGLBCDM_00426	-0.3424	39135.79	5.5	5.09
COGLBCDM_00427	-0.9531	7055.773	4.4	4.51
COGLBCDM_00428	-1.0795	6227.989	1	5.41
COGLBCDM_00429	-0.7065	37524.514	3.5	11.49
COGLBCDM_00430	-0.8521	24680.663	0.8	4.41
COGLBCDM_00431	-0.3797	17763.758	4.4	4.86
COGLBCDM_00432	-0.4596	13146.314	1.9	4.62
COGLBCDM_00433	-0.4888	14203.031	100	8.04
COGLBCDM_00434	-0.809	7696.469	1.4	4.18
COGLBCDM_00435	-0.8249	50266.7	1.9	4.83
COGLBCDM_00436	-1.1837	8233.593	1.9	3.89
COGLBCDM_00437	-0.6189	11461.573	4.4	4.46
COGLBCDM_00438	-0.6373	24143.635	100	4.82
COGLBCDM_00439	-0.5732	100816.429	1.9	4.77
COGLBCDM_00440	-0.4319	10563.956	20	5.56
COGLBCDM_00441	-0.6616	19794.9	1.9	4.78
COGLBCDM_00442	-0.0735	11508.984	20	4.45
COGLBCDM_00443	-0.6512	8856.846	0.8	6.15
COGLBCDM_00444	-0.9249	23435.385	1.9	4.93
COGLBCDM_00445	-0.6845	58048.883	1.4	4.89
COGLBCDM_00446	-0.5975	55851.842	1.9	4.16
COGLBCDM_00447	-0.5843	32062.687	1.9	5.61
COGLBCDM_00448	-1.0464	30708.612	7.2	6.1
COGLBCDM_00449	-0.3107	19663.557	30	4.33
COGLBCDM_00450	-0.6018	89886.784	7.2	4
COGLBCDM_00451	-0.0658	12936.95	1.9	4.06
COGLBCDM_00452	0.3248	11659.331	4.4	4.89
COGLBCDM_00453	0.186	83163.676	7.2	6.89
COGLBCDM_00454	0.1639	82299.275	100	6.53
COGLBCDM_00455	-0.6503	79598.072	1.3	5.34
COGLBCDM_00456	-0.0657	8507.893	1.9	5.21
COGLBCDM_00457	-0.2895	56484.316	1.9	7.15
COGLBCDM_00458	-0.3931	38892.528	7.2	8.69
COGLBCDM_00459	0.0587	11777.507	7.2	4.72
COGLBCDM_00460	-0.3182	41134.66	1.1	5.36
COGLBCDM_00461	-0.489	72390.158	20	4.11
COGLBCDM_00462	-0.1792	36360.49	100	5.45
COGLBCDM_00463	0.8665	21800.861	7.2	9.26
COGLBCDM_00464	0.6342	19941.589	20	9.84
COGLBCDM_00465	-0.519	38205.212	1.9	6.02
COGLBCDM_00466	0.0381	29189.683	4.4	8.41
COGLBCDM_00467	-0.0089	44148.071	1.4	4.98
COGLBCDM_00468	-0.3902	37644.465	2.8	9.55
COGLBCDM_00469	-0.3072	22043.043	100	6.74
COGLBCDM_00470	-0.5835	22096.835	1.4	4.62
COGLBCDM_00471	0.4596	5830.856	1	5.91
COGLBCDM_00472	0.4419	4879.712	1.4	8.23
COGLBCDM_00473	-0.4332	35969.419	0.8	5.42
COGLBCDM_00474	-0.1244	6159.159	1.9	9.22
COGLBCDM_00475	-0.2001	61492.662	1.9	5.01
COGLBCDM_00476	-0.2447	17944.246	1.4	6.2
COGLBCDM_00477	-0.2106	21101.925	1.9	4.94
COGLBCDM_00478	-0.0212	36097.489	1.4	7.85
COGLBCDM_00479	-0.124	48421.712	4.4	4.84
COGLBCDM_00480	-0.3662	29203.701	1.9	5.69
